Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
BAL,5-2,1,-32.6%,1,-32.5%,1,-34.5%,2,-30.3%
DET,6-2,2,-18.4%,2,-18.6%,3,-23.8%,13,-10.1%
NYJ,4-3,3,-16.3%,3,-17.2%,2,-24.7%,20,-7.6%
SF,6-1,4,-15.5%,4,-15.6%,5,-5.0%,1,-37.9%
ATL,4-3,5,-8.4%,5,-8.3%,10,-2.5%,5,-17.5%
JAX,2-6,6,-7.5%,6,-7.8%,13,2.7%,4,-19.8%
WAS,3-4,7,-7.2%,7,-6.8%,6,-5.0%,15,-9.9%
DAL,3-4,8,-6.8%,9,-6.7%,7,-4.4%,10,-10.7%
HOU,5-3,9,-6.3%,8,-6.7%,4,-5.9%,23,-7.0%
CHI,4-3,10,-5.0%,10,-4.8%,9,-2.8%,16,-9.3%
CIN,5-2,11,-3.6%,14,-2.9%,17,4.4%,7,-13.6%
CLE,3-4,12,-3.3%,12,-3.4%,15,3.7%,14,-10.0%
PIT,6-2,13,-3.1%,11,-3.9%,8,-3.5%,26,-2.5%
KC,4-3,14,-1.9%,13,-3.1%,16,4.3%,18,-8.9%
BUF,5-2,15,-1.7%,16,-1.2%,18,4.5%,11,-10.4%
NYG,5-2,16,-1.4%,15,-2.5%,14,3.5%,19,-7.6%
SEA,2-5,17,-0.4%,17,0.1%,25,18.7%,3,-23.3%
PHI,3-4,18,2.3%,19,2.1%,11,-2.1%,31,8.5%
NO,5-3,19,2.6%,18,1.8%,12,0.7%,29,5.5%
MIN,2-6,20,3.7%,20,3.8%,22,13.7%,9,-12.7%
GB,7-0,21,4.3%,21,4.1%,20,10.5%,22,-7.0%
OAK,4-3,22,4.6%,22,5.1%,21,12.1%,21,-7.1%
SD,4-3,23,5.5%,23,6.4%,23,14.1%,25,-4.0%
TEN,4-3,24,5.7%,24,6.4%,24,17.4%,17,-8.9%
DEN,2-5,25,6.0%,25,6.5%,26,21.3%,8,-13.4%
STL,1-6,26,7.7%,26,7.0%,19,5.2%,32,10.9%
TB,4-3,27,9.3%,27,8.7%,30,27.5%,6,-13.7%
ARI,1-6,28,13.5%,29,13.7%,27,21.4%,27,2.6%
MIA,0-7,29,14.0%,28,13.2%,31,32.8%,12,-10.3%
NE,5-2,30,15.1%,30,14.7%,29,27.0%,24,-6.1%
CAR,2-6,31,17.2%,31,16.9%,28,26.0%,30,8.3%
IND,0-8,32,20.2%,32,21.6%,32,35.3%,28,5.3%
