Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
BAL,6-2,1,-28.2%,1,-27.5%,2,-28.2%,2,-28.1%
NYJ,5-3,2,-22.1%,2,-22.3%,1,-31.0%,8,-12.9%
DET,6-2,3,-19.5%,3,-19.3%,3,-25.5%,13,-10.5%
SF,7-1,4,-13.8%,4,-14.0%,9,-3.6%,1,-36.9%
ATL,5-3,5,-13.1%,5,-13.9%,4,-9.3%,4,-18.8%
JAX,2-6,6,-10.7%,7,-11.3%,12,-1.0%,3,-22.4%
HOU,6-3,7,-10.4%,6,-11.5%,5,-9.2%,10,-12.2%
CHI,5-3,8,-7.7%,8,-8.0%,6,-6.9%,15,-9.1%
DAL,4-4,9,-6.0%,11,-5.2%,7,-6.8%,23,-4.8%
WAS,3-5,10,-5.9%,10,-5.4%,10,-2.7%,14,-9.8%
NYG,6-2,11,-4.5%,9,-6.3%,11,-1.5%,17,-8.5%
CIN,6-2,12,-2.2%,14,-1.6%,17,6.3%,7,-13.4%
PIT,6-3,13,-1.9%,12,-2.5%,14,1.7%,19,-7.4%
CLE,3-5,14,-1.4%,13,-1.9%,8,-4.0%,27,1.0%
NO,6-3,15,2.4%,18,2.7%,16,4.2%,25,-0.6%
BUF,5-3,16,2.6%,15,2.2%,18,10.3%,18,-7.4%
SEA,2-6,17,2.6%,17,2.6%,26,19.4%,5,-18.0%
MIN,2-6,18,3.2%,19,2.7%,20,12.8%,9,-12.7%
STL,1-7,19,3.3%,16,2.4%,15,1.9%,30,5.2%
PHI,3-5,20,3.9%,21,3.6%,13,1.3%,31,7.4%
DEN,3-5,21,4.2%,22,4.0%,24,18.9%,6,-14.9%
KC,4-4,22,4.4%,20,3.6%,21,14.2%,20,-6.6%
GB,8-0,23,5.8%,23,6.2%,19,11.7%,22,-5.1%
TEN,4-4,24,6.5%,25,8.1%,27,21.1%,12,-11.7%
SD,4-4,25,6.7%,24,7.0%,22,14.4%,24,-2.3%
OAK,4-4,26,9.7%,26,10.1%,23,15.9%,28,1.0%
ARI,2-6,27,10.9%,28,10.9%,24,18.9%,26,0.3%
TB,4-4,28,11.1%,27,10.2%,30,27.0%,16,-9.0%
NE,5-3,29,12.2%,29,11.8%,28,22.4%,21,-6.0%
MIA,1-7,30,13.0%,30,12.1%,31,30.9%,11,-11.9%
CAR,2-6,31,16.6%,31,16.3%,29,24.6%,32,8.6%
IND,0-9,32,19.2%,32,21.2%,32,34.6%,29,4.9%
