Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
BAL,8-3,1,-21.1%,2,-18.5%,2,-21.8%,4,-20.1%
DET,7-4,2,-18.0%,1,-19.2%,1,-24.2%,15,-9.0%
JAX,3-8,3,-15.8%,3,-17.6%,5,-8.4%,3,-24.7%
NYJ,6-5,4,-15.8%,5,-15.7%,4,-13.7%,5,-18.0%
HOU,8-3,5,-14.1%,4,-16.5%,3,-15.2%,12,-12.3%
SF,9-2,6,-12.4%,8,-11.6%,8,-2.2%,1,-33.2%
CHI,7-4,7,-11.5%,6,-13.7%,6,-8.2%,6,-17.8%
ATL,7-4,8,-11.4%,7,-13.2%,11,-1.0%,2,-28.2%
DAL,7-4,9,-5.2%,10,-4.3%,7,-4.5%,16,-6.5%
PIT,8-3,10,-4.9%,9,-6.3%,10,-1.4%,13,-9.8%
WAS,4-7,11,-3.0%,11,-1.4%,12,2.5%,14,-9.3%
TEN,6-5,12,0.1%,15,0.7%,22,12.9%,7,-16.4%
SEA,4-7,13,0.3%,14,-0.3%,19,10.9%,8,-15.1%
CIN,7-4,14,1.0%,18,2.8%,15,6.8%,17,-6.4%
TB,4-7,15,1.3%,13,-0.9%,9,-1.9%,30,5.3%
STL,2-9,15,1.3%,13,-0.9%,9,-1.9%,30,5.3%
MIA,3-8,16,1.6%,12,-1.2%,20,11.8%,10,-13.6%
OAK,7-4,17,2.7%,16,2.2%,13,4.1%,27,0.6%
NO,8-3,18,2.8%,19,3.1%,16,8.3%,18,-6.2%
DEN,6-5,19,3.5%,21,3.5%,25,16.0%,11,-12.7%
NYG,6-5,20,3.8%,20,3.4%,17,8.7%,20,-2.8%
PHI,4-7,21,4.3%,17,2.5%,18,9.4%,22,-2.5%
CLE,4-7,22,4.5%,22,4.5%,14,5.5%,29,3.4%
MIN,2-9,23,6.2%,25,6.5%,29,20.2%,9,-14.6%
KC,4-7,24,6.4%,23,4.7%,24,15.9%,19,-2.8%
ARI,4-7,25,7.4%,24,6.2%,23,13.3%,26,-0.4%
GB,11-0,26,8.4%,28,9.9%,21,11.8%,28,2.0%
BUF,5-6,27,8.5%,29,10.4%,27,17.5%,23,-2.0%
NE,8-3,29,10.2%,27,8.4%,26,17.0%,24,-1.9%
SD,4-7,30,11.3%,30,12.5%,31,25.7%,21,-2.6%
IND,0-11,31,15.9%,31,17.0%,32,27.1%,31,5.9%
CAR,3-8,32,17.9%,32,18.5%,30,22.0%,32,13.7%
