Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
KC,2-0,1,63.3%,1,63.3%,1,115.3%,6,4.3%
TB,2-0,2,41.6%,2,41.6%,2,106.0%,32,-41.6%
LAC,1-1,3,36.9%,3,36.9%,3,80.0%,13,-13.7%
LAR,2-0,4,25.5%,4,25.5%,4,61.4%,9,-3.3%
CIN,2-0,5,19.0%,5,19.0%,6,43.0%,11,-6.6%
MIN,1-0-1,6,16.5%,6,16.5%,5,48.7%,29,-33.7%
NO,1-1,7,15.7%,7,15.7%,7,38.6%,24,-26.2%
PIT,0-1-1,8,12.3%,8,12.3%,15,21.8%,10,-5.7%
CAR,1-1,9,11.9%,9,11.9%,13,26.3%,2,23.8%
JAX,2-0,10,11.0%,10,11.0%,8,38.1%,12,-10.0%
DAL,1-1,11,9.3%,11,9.3%,18,0.8%,1,34.5%
OAK,0-2,12,8.7%,12,8.7%,12,29.8%,8,0.3%
DEN,2-0,13,8.1%,13,8.1%,17,2.1%,3,18.2%
BAL,1-1,14,6.9%,14,6.9%,10,36.1%,17,-18.8%
NE,1-1,15,6.5%,15,6.5%,11,32.3%,22,-23.8%
PHI,1-1,16,3.4%,16,3.4%,21,-1.4%,5,14.6%
MIA,2-0,17,2.0%,17,2.0%,23,-6.9%,4,15.4%
HOU,0-2,18,1.8%,18,1.8%,9,36.4%,14,-16.0%
GB,1-0-1,19,-4.0%,19,-4.0%,16,20.5%,18,-19.2%
WAS,1-1,20,-4.4%,20,-4.4%,14,25.0%,27,-28.8%
CHI,1-1,21,-6.2%,21,-6.2%,24,-9.6%,7,2.9%
IND,1-1,22,-10.5%,22,-10.5%,20,-1.3%,19,-19.8%
ATL,1-1,23,-10.6%,23,-10.6%,19,0.5%,21,-22.9%
NYG,0-2,24,-20.1%,24,-20.1%,26,-13.4%,23,-25.8%
DET,0-2,25,-21.6%,25,-21.6%,29,-19.5%,16,-17.5%
SF,1-1,26,-23.5%,26,-23.5%,25,-11.4%,28,-30.6%
TEN,1-1,27,-24.3%,27,-24.3%,27,-15.2%,26,-28.1%
NYJ,1-1,28,-25.5%,28,-25.5%,22,-5.8%,25,-27.8%
SEA,0-2,29,-27.8%,29,-27.8%,28,-16.5%,31,-36.2%
CLE,0-1-1,30,-28.6%,30,-28.6%,30,-24.1%,20,-21.5%
ARI,0-2,31,-53.5%,31,-53.5%,32,-60.4%,15,-16.6%
BUF,0-2,32,-56.8%,32,-56.8%,31,-59.1%,30,-34.9%
