Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
LAR,6-0,1,34.2%,1,34.2%,2,52.8%,1,20.6%
KC,5-1,2,33.9%,2,33.7%,1,64.5%,5,3.6%
LAC,4-2,3,26.8%,3,26.6%,3,50.8%,3,8.5%
NO,4-1,4,21.2%,4,21.1%,5,38.2%,6,3.4%
CIN,4-2,5,13.9%,5,14.1%,11,26.6%,7,0.9%
TB,2-3,6,13.1%,9,12.4%,4,41.8%,31,-33.5%
NE,4-2,7,12.9%,6,13.0%,8,28.6%,9,-0.1%
GB,3-2-1,8,12.6%,8,12.8%,9,27.7%,10,-1.5%
PIT,3-2-1,9,12.5%,7,12.9%,10,27.2%,19,-10.7%
ATL,2-4,10,9.5%,10,10.5%,6,37.4%,30,-30.1%
DEN,2-4,11,9.1%,11,9.0%,19,6.1%,2,15.1%
CAR,3-2,12,6.0%,12,6.0%,12,20.8%,4,3.7%
BAL,4-2,13,5.3%,13,4.9%,7,28.7%,21,-13.7%
CHI,3-2,14,4.0%,14,4.4%,13,19.9%,12,-6.3%
MIA,4-2,15,2.5%,15,2.6%,14,19.4%,17,-8.9%
MIN,3-2-1,16,0.0%,16,0.3%,17,14.0%,23,-20.8%
NYG,1-5,17,-1.6%,18,-1.4%,21,5.5%,13,-7.1%
SEA,3-3,18,-1.9%,17,-1.4%,15,17.1%,18,-10.2%
DET,2-3,19,-4.5%,19,-3.3%,23,3.6%,16,-8.6%
WAS,3-2,20,-5.2%,20,-5.5%,24,3.2%,15,-7.6%
OAK,1-5,21,-6.0%,22,-5.8%,16,14.4%,22,-19.3%
PHI,3-3,22,-6.1%,21,-5.8%,25,2.2%,11,-6.0%
IND,1-5,23,-7.4%,23,-7.2%,20,5.8%,26,-23.1%
SF,1-5,24,-8.2%,24,-7.3%,22,4.1%,20,-13.5%
DAL,3-3,25,-9.3%,25,-9.2%,29,-11.2%,8,0.4%
JAX,3-3,26,-12.9%,26,-12.8%,26,-0.7%,25,-22.2%
HOU,3-3,27,-15.1%,27,-15.0%,18,13.7%,32,-39.2%
NYJ,3-3,28,-17.5%,28,-17.8%,27,-4.0%,24,-21.0%
TEN,3-3,29,-19.5%,29,-19.2%,28,-6.1%,27,-28.2%
CLE,2-3-1,30,-22.9%,30,-22.6%,31,-29.2%,14,-7.2%
ARI,1-5,31,-31.2%,31,-31.0%,30,-25.0%,28,-29.2%
BUF,2-4,32,-52.8%,32,-52.4%,32,-61.3%,29,-29.6%
