Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
KC,8-1,1,44.0%,1,43.4%,1,83.4%,4,7.1%
LAR,8-1,2,28.9%,2,29.0%,3,46.7%,2,12.7%
LAC,6-2,3,27.3%,3,26.6%,2,54.5%,5,5.5%
NO,7-1,4,20.4%,4,21.5%,5,42.4%,8,-0.8%
CAR,6-2,5,18.7%,5,20.0%,8,29.0%,1,18.9%
ATL,4-4,6,15.4%,6,18.0%,4,44.6%,22,-18.7%
PIT,5-2-1,7,15.3%,7,16.9%,7,29.2%,10,-4.3%
NE,7-2,8,14.5%,8,15.3%,6,30.0%,7,-0.5%
GB,3-4-1,9,10.5%,9,11.2%,13,22.5%,6,0.8%
CHI,5-3,10,6.5%,10,8.4%,11,24.4%,12,-5.0%
DEN,3-6,11,5.5%,11,6.1%,24,5.0%,3,11.2%
CIN,5-3,12,4.8%,13,3.5%,15,16.2%,11,-4.7%
BAL,4-5,13,4.2%,14,3.1%,14,21.4%,15,-8.3%
IND,3-5,14,2.9%,12,4.7%,18,12.0%,9,-2.2%
TB,3-5,15,2.5%,17,-0.1%,12,23.3%,30,-28.8%
SEA,4-4,16,0.9%,15,2.9%,10,24.6%,17,-9.6%
MIA,5-4,17,-0.6%,18,-0.4%,20,8.5%,13,-5.1%
DET,3-5,18,-2.1%,16,0.3%,22,6.0%,14,-7.7%
MIN,5-3-1,19,-2.2%,19,-2.5%,17,12.7%,25,-20.7%
WAS,5-3,20,-3.7%,21,-4.1%,21,8.2%,16,-9.1%
PHI,4-4,21,-4.8%,20,-2.7%,19,9.6%,19,-13.3%
NYG,1-7,22,-6.2%,22,-5.5%,23,5.2%,21,-15.6%
OAK,1-7,23,-6.3%,24,-7.6%,16,13.8%,24,-20.0%
HOU,6-3,24,-6.5%,23,-6.5%,9,25.1%,29,-28.4%
DAL,3-5,25,-11.5%,26,-12.4%,27,-6.2%,18,-10.4%
TEN,4-4,26,-12.1%,25,-10.6%,25,0.7%,23,-19.4%
SF,2-7,27,-15.3%,27,-14.0%,26,-0.5%,26,-22.0%
JAX,3-5,28,-16.3%,28,-17.9%,28,-8.1%,27,-22.2%
CLE,2-6-1,29,-21.7%,29,-20.5%,30,-22.8%,20,-13.8%
NYJ,3-6,30,-28.3%,30,-27.7%,29,-19.9%,28,-24.6%
ARI,2-6,31,-38.5%,31,-37.5%,31,-34.7%,32,-32.6%
BUF,2-7,32,-53.4%,32,-52.6%,32,-62.4%,31,-30.2%
