Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
KC,11-2,1,37.6%,1,36.6%,1,67.7%,4,8.8%
LAC,10-3,2,25.9%,2,25.6%,2,51.3%,6,4.0%
LAR,11-2,3,23.4%,3,20.8%,6,34.1%,1,17.0%
NO,11-2,4,18.2%,4,18.0%,3,39.7%,7,0.8%
PIT,7-5-1,5,16.1%,5,17.7%,7,31.0%,14,-8.1%
NE,9-4,6,15.2%,6,16.2%,5,35.0%,10,-1.7%
GB,5-7-1,7,12.9%,7,13.5%,9,24.8%,5,4.3%
CAR,6-7,8,9.8%,9,9.7%,13,17.0%,3,11.6%
SEA,8-5,9,9.2%,8,11.6%,4,35.1%,9,-1.6%
ATL,4-9,10,6.0%,12,5.5%,8,27.2%,28,-22.1%
DEN,6-7,11,5.3%,11,5.9%,23,3.5%,2,12.1%
TB,5-8,12,4.1%,14,2.1%,10,23.2%,27,-21.6%
IND,7-6,13,2.4%,10,6.1%,14,16.0%,19,-11.9%
NYG,5-8,14,1.6%,13,3.2%,16,14.3%,13,-7.3%
BAL,7-6,15,-0.1%,21,-2.5%,19,10.7%,8,-0.9%
CIN,5-8,16,-0.3%,20,-2.3%,15,15.3%,12,-5.3%
MIN,6-6-1,17,-1.4%,16,-1.2%,17,14.1%,29,-22.9%
OAK,3-10,18,-2.6%,18,-1.8%,12,17.8%,22,-15.3%
PHI,6-7,19,-2.7%,15,-0.3%,18,13.6%,23,-17.0%
MIA,7-6,20,-2.8%,22,-3.7%,21,6.2%,11,-4.1%
HOU,9-4,21,-4.5%,19,-2.0%,11,20.5%,26,-20.7%
CHI,9-4,22,-4.9%,24,-5.2%,20,9.3%,21,-14.6%
DET,5-8,23,-7.2%,25,-6.9%,26,-1.4%,15,-9.5%
TEN,7-6,24,-7.7%,23,-3.9%,22,3.9%,20,-12.5%
CLE,5-7-1,25,-8.0%,17,-1.6%,27,-1.6%,17,-9.9%
DAL,8-5,26,-8.1%,26,-7.1%,25,-1.3%,16,-9.7%
JAX,4-9,27,-16.7%,27,-16.6%,28,-9.8%,24,-18.1%
SF,3-10,28,-17.0%,28,-17.7%,24,1.5%,30,-24.7%
WAS,6-7,29,-17.8%,29,-22.7%,29,-12.1%,18,-11.2%
NYJ,4-9,30,-24.5%,30,-23.9%,30,-18.9%,25,-19.7%
BUF,4-9,31,-33.7%,31,-28.2%,31,-31.5%,31,-26.4%
ARI,3-10,32,-39.3%,32,-39.5%,32,-39.7%,32,-26.9%
