Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
KC,11-3,1,37.5%,1,36.6%,1,66.9%,3,9.1%
LAC,11-3,2,24.9%,2,24.1%,2,47.0%,5,5.9%
LAR,11-3,3,22.4%,3,18.4%,6,31.3%,1,17.9%
NO,12-2,4,17.0%,6,15.5%,3,36.2%,7,3.3%
PIT,8-5-1,5,16.7%,4,18.4%,7,29.7%,12,-3.4%
NE,9-5,6,14.7%,5,16.5%,4,34.5%,8,-0.1%
GB,5-8-1,7,13.3%,7,13.7%,9,25.2%,6,4.3%
SEA,8-6,8,8.8%,8,11.1%,5,34.3%,11,-2.6%
CAR,6-8,9,7.9%,11,6.0%,16,13.5%,2,11.7%
ATL,5-9,10,7.6%,10,7.7%,8,27.8%,27,-18.3%
TB,5-9,11,4.9%,13,3.3%,10,22.6%,24,-17.4%
IND,8-6,12,4.5%,9,8.4%,12,17.5%,14,-8.6%
DEN,6-8,13,4.0%,12,4.3%,22,4.6%,4,7.4%
BAL,8-6,14,0.8%,18,-1.8%,19,11.6%,10,-0.4%
MIN,7-6-1,15,-0.5%,16,0.5%,17,13.2%,22,-15.4%
PHI,7-7,16,-1.3%,15,1.2%,13,16.0%,21,-15.3%
NYG,5-9,17,-1.6%,17,-0.9%,20,10.4%,16,-8.9%
CIN,6-8,18,-1.7%,22,-4.8%,15,13.5%,13,-6.5%
HOU,10-4,19,-3.9%,19,-1.9%,11,21.1%,29,-21.4%
MIA,7-7,20,-4.2%,24,-6.1%,26,0.2%,9,-0.2%
OAK,3-11,21,-5.0%,23,-5.7%,14,15.5%,23,-17.2%
DET,5-9,22,-5.1%,21,-3.6%,24,1.7%,17,-9.0%
CHI,10-4,23,-5.5%,25,-6.9%,18,12.1%,26,-18.2%
CLE,6-7-1,24,-6.3%,14,1.4%,25,1.0%,19,-9.9%
TEN,8-6,25,-7.2%,20,-3.0%,23,1.9%,15,-8.7%
DAL,8-6,26,-8.9%,26,-8.0%,27,-3.7%,18,-9.1%
SF,4-10,27,-15.5%,27,-14.5%,21,5.6%,31,-26.1%
WAS,7-7,28,-17.5%,31,-24.0%,28,-9.5%,20,-14.3%
JAX,4-10,29,-18.0%,28,-19.0%,29,-12.2%,25,-18.2%
NYJ,4-10,30,-22.1%,29,-20.8%,30,-12.7%,28,-21.4%
BUF,5-9,31,-29.8%,30,-22.5%,31,-26.6%,30,-24.5%
ARI,3-11,32,-42.9%,32,-44.7%,32,-46.1%,32,-26.3%
