Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
KC,3-0,1,53.9%,1,53.9%,1,105.5%,7,-1.2%
LAR,3-0,2,33.5%,2,33.5%,3,63.4%,5,8.5%
LAC,1-2,3,29.8%,3,29.8%,4,57.3%,6,-0.5%
NO,2-1,4,23.2%,4,23.2%,5,47.6%,14,-9.2%
TB,2-1,5,22.6%,5,22.6%,2,63.4%,32,-43.5%
MIA,3-0,6,18.7%,6,18.7%,6,43.5%,9,-3.3%
CAR,2-1,7,17.6%,7,17.6%,13,27.5%,2,25.4%
CIN,2-1,8,17.6%,8,17.6%,10,33.1%,8,-2.3%
PIT,1-1-1,9,10.8%,9,10.8%,14,22.7%,16,-9.6%
WAS,2-1,10,9.7%,10,9.7%,8,41.1%,17,-11.0%
OAK,0-3,11,6.4%,11,6.4%,12,29.9%,11,-4.6%
ATL,1-2,12,5.3%,12,5.3%,9,34.5%,31,-41.4%
BAL,2-1,13,4.7%,13,4.7%,11,31.7%,19,-16.0%
DEN,2-1,14,1.4%,14,1.4%,24,-9.0%,3,15.5%
HOU,0-3,15,1.1%,15,1.1%,7,42.9%,27,-30.7%
GB,1-1-1,16,1.0%,16,1.0%,15,17.1%,12,-5.5%
JAX,2-1,17,-0.8%,17,-0.8%,16,17.1%,13,-6.4%
NE,1-2,18,-1.3%,18,-1.3%,17,16.3%,22,-19.5%
PHI,2-1,19,-5.5%,19,-5.5%,25,-9.9%,4,11.7%
NYG,1-2,20,-6.4%,20,-6.4%,18,8.5%,23,-22.8%
MIN,1-1-1,21,-6.4%,21,-6.4%,19,6.0%,30,-34.1%
SF,1-2,22,-7.2%,22,-7.2%,21,1.0%,15,-9.2%
DAL,1-2,23,-10.0%,23,-10.0%,30,-29.4%,1,32.7%
DET,1-2,24,-10.2%,24,-10.2%,23,-5.5%,18,-15.5%
IND,1-2,25,-10.7%,25,-10.7%,22,1.0%,24,-24.9%
SEA,1-2,26,-14.6%,26,-14.6%,20,3.6%,26,-29.0%
CHI,2-1,27,-18.8%,27,-18.8%,28,-24.0%,10,-3.9%
TEN,2-1,28,-22.5%,28,-22.5%,26,-12.4%,25,-26.5%
CLE,1-1-1,29,-26.5%,29,-26.5%,29,-27.7%,20,-16.2%
NYJ,1-2,30,-29.5%,30,-29.5%,27,-20.1%,21,-18.2%
BUF,1-2,31,-48.3%,31,-48.3%,31,-47.9%,28,-32.1%
ARI,0-3,32,-52.1%,32,-52.1%,32,-50.6%,29,-34.1%
