Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
LAR,1-0,1,98.4%,1,98.4%,9,20.5%,9,20.5%,2,-66.7%,2,-66.7%,1,11.2%,1,11.2%
BAL,1-0,2,85.2%,2,85.2%,22,-10.6%,22,-10.6%,1,-95.4%,1,-95.4%,14,0.4%,14,0.4%
BUF,1-0,3,65.3%,3,65.3%,5,30.1%,5,30.1%,4,-42.5%,4,-42.5%,27,-7.3%,27,-7.3%
KC,1-0,4,63.3%,4,63.3%,1,76.7%,1,76.7%,18,8.0%,18,8.0%,26,-5.4%,26,-5.4%
CAR,1-0,5,56.8%,5,56.8%,15,11.1%,15,11.1%,3,-43.1%,3,-43.1%,9,2.7%,9,2.7%
DAL,1-0,6,54.4%,6,54.4%,8,24.3%,8,24.3%,7,-21.2%,7,-21.2%,2,8.9%,2,8.9%
PIT,1-0,7,48.4%,7,48.4%,7,29.2%,7,29.2%,10,-15.5%,10,-15.5%,8,3.6%,8,3.6%
DET,1-0,8,41.5%,8,41.5%,14,11.3%,14,11.3%,6,-34.8%,6,-34.8%,25,-4.6%,25,-4.6%
ATL,1-0,9,32.9%,9,32.9%,3,39.2%,3,39.2%,19,8.7%,19,8.7%,10,2.4%,10,2.4%
GB,1-0,10,32.8%,10,32.8%,12,14.8%,12,14.8%,8,-20.9%,8,-20.9%,23,-2.9%,23,-2.9%
JAX,1-0,11,30.3%,11,30.3%,17,5.6%,17,5.6%,5,-40.2%,5,-40.2%,30,-15.5%,30,-15.5%
MIN,1-0,12,23.7%,12,23.7%,2,40.6%,2,40.6%,21,14.3%,21,14.3%,22,-2.6%,22,-2.6%
PHI,1-0,13,23.5%,13,23.5%,20,-1.0%,20,-1.0%,9,-17.9%,9,-17.9%,4,6.6%,4,6.6%
TEN,0-1,14,10.4%,14,10.4%,4,36.6%,4,36.6%,24,22.1%,24,22.1%,24,-4.1%,24,-4.1%
OAK,1-0,15,2.1%,15,2.1%,6,29.9%,6,29.9%,30,31.8%,30,31.8%,6,4.0%,6,4.0%
MIA,0-0,16,0.0%,16,0.0%,18,0.0%,18,0.0%,13,0.0%,13,0.0%,16,0.0%,16,0.0%
TB,0-0,17,0.0%,16,0.0%,18,0.0%,18,0.0%,13,0.0%,13,0.0%,16,0.0%,16,0.0%
DEN,1-0,18,-4.9%,18,-4.9%,21,-1.8%,21,-1.8%,16,4.6%,16,4.6%,12,1.5%,12,1.5%
LAC,0-1,19,-5.9%,19,-5.9%,16,8.5%,16,8.5%,11,-6.3%,11,-6.3%,31,-20.7%,31,-20.7%
CHI,0-1,20,-13.5%,20,-13.5%,10,16.3%,10,16.3%,29,30.1%,29,30.1%,15,0.3%,15,0.3%
NO,0-1,21,-17.9%,21,-17.9%,11,15.7%,11,15.7%,31,39.3%,31,39.3%,5,5.7%,5,5.7%
WAS,0-1,22,-28.4%,22,-28.4%,24,-17.5%,24,-17.5%,20,9.4%,20,9.4%,19,-1.6%,19,-1.6%
SEA,0-1,23,-33.6%,23,-33.6%,26,-24.6%,26,-24.6%,23,17.8%,23,17.8%,3,8.8%,3,8.8%
HOU,0-1,24,-42.4%,24,-42.4%,28,-40.2%,28,-40.2%,15,4.3%,15,4.3%,11,2.1%,11,2.1%
NYG,0-1,25,-46.4%,25,-46.4%,25,-22.8%,25,-22.8%,25,22.4%,25,22.4%,18,-1.2%,18,-1.2%
NE,0-1,26,-50.8%,26,-50.8%,13,14.3%,13,14.3%,32,69.1%,32,69.1%,7,4.0%,7,4.0%
ARI,0-1,27,-56.1%,27,-56.1%,27,-35.4%,27,-35.4%,17,7.7%,17,7.7%,28,-13.1%,28,-13.1%
CLE,0-1,28,-61.9%,28,-61.9%,23,-13.0%,23,-13.0%,26,25.5%,26,25.5%,32,-23.4%,32,-23.4%
NYJ,0-1,29,-70.1%,29,-70.1%,29,-41.2%,29,-41.2%,27,26.4%,27,26.4%,21,-2.4%,21,-2.4%
SF,0-1,30,-70.4%,30,-70.4%,30,-56.3%,30,-56.3%,22,14.7%,22,14.7%,13,0.6%,13,0.6%
CIN,0-1,31,-106.0%,31,-106.0%,32,-106.3%,32,-106.3%,12,-2.1%,12,-2.1%,20,-1.8%,20,-1.8%
IND,0-1,32,-122.6%,32,-122.6%,31,-79.2%,31,-79.2%,28,29.2%,28,29.2%,29,-14.2%,29,-14.2%
