Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
LAR,6-2,1,32.3%,1,33.1%,9,11.2%,8,11.7%,3,-14.3%,4,-14.4%,1,6.8%,1,6.9%
PIT,6-2,2,28.3%,4,27.6%,5,17.5%,6,17.1%,4,-13.2%,6,-13.4%,22,-2.5%,22,-2.8%
PHI,8-1,3,28.1%,3,29.8%,7,16.7%,5,17.9%,12,-6.8%,13,-6.9%,5,4.6%,6,5.0%
NO,6-2,4,27.3%,2,30.4%,3,20.2%,3,20.3%,5,-12.6%,2,-16.5%,26,-5.5%,27,-6.4%
JAX,5-3,5,25.5%,5,27.3%,12,7.7%,11,8.4%,1,-23.2%,1,-23.8%,25,-5.3%,23,-4.9%
MIN,6-2,6,22.8%,6,23.2%,10,9.9%,12,8.3%,6,-12.4%,5,-14.2%,14,0.5%,14,0.7%
DAL,5-3,7,18.4%,7,21.0%,4,19.1%,2,21.5%,21,4.8%,21,4.2%,7,4.1%,8,3.8%
KC,6-3,8,15.6%,10,11.0%,2,21.0%,4,18.0%,24,11.2%,28,13.6%,4,5.9%,3,6.6%
HOU,3-5,9,13.3%,8,14.1%,13,5.6%,13,6.9%,10,-9.8%,10,-9.3%,21,-2.1%,20,-2.1%
DET,4-4,10,12.3%,11,10.0%,19,-4.5%,20,-5.2%,9,-10.3%,11,-8.8%,2,6.5%,4,6.3%
SEA,5-3,11,11.2%,9,13.8%,14,3.6%,14,5.2%,11,-8.4%,9,-9.4%,17,-0.8%,17,-0.8%
BAL,4-5,12,9.7%,13,7.2%,24,-13.4%,26,-14.1%,2,-17.1%,3,-14.6%,3,6.0%,2,6.7%
GB,4-4,13,7.0%,14,6.4%,11,9.9%,10,9.6%,20,2.7%,20,3.0%,15,-0.2%,16,-0.2%
NE,6-2,14,6.8%,12,8.4%,1,26.4%,1,26.3%,31,22.5%,31,21.3%,11,3.0%,9,3.5%
CAR,6-3,15,6.0%,15,4.9%,22,-8.6%,22,-8.7%,7,-11.4%,8,-10.4%,8,3.3%,10,3.3%
WAS,4-4,16,2.7%,16,0.6%,15,2.2%,15,2.0%,13,-5.6%,14,-4.1%,24,-5.2%,25,-5.5%
BUF,5-3,17,1.0%,17,-1.3%,21,-6.8%,21,-7.9%,16,-3.3%,18,-1.2%,6,4.5%,5,5.5%
ATL,4-4,18,-0.8%,18,-2.9%,8,12.0%,9,10.4%,26,12.0%,25,11.8%,18,-0.9%,19,-1.6%
TEN,5-3,19,-1.3%,19,-4.0%,16,1.5%,17,-1.3%,22,5.6%,23,5.5%,12,2.8%,12,2.8%
OAK,4-5,20,-6.8%,20,-8.2%,6,16.9%,7,16.1%,32,25.3%,32,25.4%,13,1.5%,13,1.1%
LAC,3-5,21,-9.6%,21,-9.6%,17,0.8%,18,-1.5%,18,-0.5%,17,-1.7%,32,-10.8%,31,-9.9%
DEN,3-5,22,-11.4%,23,-14.4%,25,-14.4%,27,-17.1%,8,-11.1%,7,-10.7%,28,-8.1%,28,-8.0%
CIN,3-5,23,-12.2%,22,-10.2%,26,-14.6%,23,-11.2%,15,-4.1%,15,-3.7%,20,-1.6%,21,-2.6%
NYJ,4-5,24,-19.5%,24,-16.7%,23,-12.6%,24,-11.3%,23,6.7%,22,5.2%,16,-0.3%,15,-0.2%
TB,2-6,25,-20.8%,27,-22.8%,18,0.1%,16,-0.7%,30,16.5%,30,17.1%,23,-4.4%,24,-5.0%
ARI,4-4,26,-23.5%,26,-22.7%,27,-15.2%,25,-13.8%,17,-2.4%,16,-2.0%,31,-10.7%,32,-10.8%
CHI,3-5,27,-24.6%,25,-22.5%,31,-21.8%,31,-20.8%,14,-5.5%,12,-7.4%,29,-8.4%,29,-9.1%
NYG,1-7,28,-29.0%,29,-28.2%,20,-5.3%,19,-4.3%,29,13.9%,29,14.4%,30,-9.8%,30,-9.6%
IND,3-6,29,-30.4%,28,-26.6%,29,-21.1%,28,-18.1%,27,12.4%,26,12.4%,10,3.1%,7,4.0%
SF,0-9,30,-30.8%,30,-30.1%,30,-21.3%,29,-20.0%,28,12.6%,27,12.9%,9,3.1%,11,2.8%
MIA,4-4,31,-32.0%,31,-31.5%,28,-19.3%,30,-20.1%,25,11.7%,24,10.5%,19,-0.9%,18,-0.9%
CLE,0-8,32,-35.7%,32,-33.7%,32,-27.4%,32,-27.6%,19,1.8%,19,0.2%,27,-6.5%,26,-5.9%
