Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
LAR,11-4,1,36.2%,1,39.7%,4,16.7%,4,20.0%,5,-12.4%,6,-12.1%,2,7.1%,2,7.7%
NO,11-4,2,34.4%,2,37.5%,2,22.8%,2,22.5%,7,-11.9%,4,-14.4%,17,-0.4%,16,0.7%
MIN,12-3,3,27.7%,3,30.3%,7,11.7%,6,11.1%,1,-16.2%,1,-19.4%,16,-0.1%,17,-0.1%
PIT,12-3,4,27.7%,5,27.0%,3,19.4%,3,21.0%,9,-6.4%,11,-2.5%,12,1.9%,11,3.5%
PHI,13-2,5,26.0%,6,26.7%,6,12.8%,5,12.3%,6,-12.4%,3,-15.2%,15,0.9%,18,-0.7%
NE,12-3,6,21.4%,4,29.5%,1,28.8%,1,29.9%,32,13.4%,22,7.9%,3,5.9%,3,7.4%
BAL,9-6,7,20.0%,7,22.8%,20,-3.9%,16,1.6%,2,-15.8%,7,-11.4%,1,8.1%,1,9.9%
JAX,10-5,8,17.5%,8,18.1%,15,3.1%,12,4.1%,3,-15.7%,5,-12.9%,20,-1.3%,14,1.1%
CAR,11-4,9,16.0%,9,17.6%,12,3.8%,9,8.3%,8,-7.4%,9,-3.4%,6,4.9%,5,6.0%
KC,9-6,10,11.7%,12,3.7%,5,16.7%,7,10.7%,26,10.5%,31,13.0%,4,5.5%,4,6.1%
DAL,8-7,11,7.5%,11,7.9%,10,5.8%,13,3.6%,18,3.5%,15,1.1%,5,5.3%,6,5.4%
DET,8-7,12,5.0%,15,-1.5%,16,3.0%,14,3.5%,16,2.8%,25,9.1%,7,4.8%,7,4.1%
LAC,8-7,13,4.5%,10,10.9%,9,8.6%,8,9.6%,11,-3.7%,8,-7.0%,31,-7.9%,30,-5.7%
ATL,9-6,14,3.0%,13,3.2%,8,9.4%,10,8.0%,21,4.6%,16,2.1%,21,-1.7%,23,-2.8%
SEA,9-6,15,1.5%,14,2.1%,17,1.9%,11,4.2%,13,-2.7%,10,-2.7%,23,-3.2%,27,-4.8%
GB,7-8,16,0.7%,16,-2.1%,13,3.6%,17,1.4%,20,4.5%,21,6.0%,13,1.7%,12,2.5%
WAS,7-8,17,0.3%,18,-3.5%,18,0.3%,20,-2.2%,12,-3.2%,12,-1.6%,24,-3.2%,24,-2.9%
OAK,6-9,18,-7.8%,19,-7.4%,14,3.6%,19,-1.7%,28,10.7%,17,3.7%,18,-0.6%,20,-2.1%
ARI,7-8,19,-8.8%,17,-2.6%,29,-18.7%,31,-18.2%,4,-15.5%,2,-19.2%,29,-5.7%,25,-3.6%
TEN,8-7,20,-9.6%,22,-12.7%,19,-1.7%,22,-4.8%,24,9.1%,24,8.8%,14,1.3%,15,0.9%
BUF,8-7,21,-11.4%,28,-19.3%,26,-12.7%,29,-16.8%,15,1.8%,20,5.9%,8,3.1%,10,3.5%
TB,4-11,22,-13.4%,25,-15.3%,11,4.2%,15,3.1%,30,12.5%,30,12.7%,28,-5.0%,29,-5.7%
CHI,5-10,23,-16.4%,21,-12.7%,27,-14.0%,25,-11.3%,14,-1.2%,14,-0.9%,25,-3.6%,21,-2.3%
HOU,4-11,24,-17.1%,31,-29.7%,24,-9.6%,28,-14.3%,17,3.1%,28,9.9%,26,-4.4%,28,-5.5%
CIN,6-9,25,-17.2%,23,-14.6%,25,-10.5%,21,-3.7%,22,5.8%,27,9.5%,19,-0.9%,19,-1.5%
SF,5-10,26,-17.6%,20,-11.2%,21,-6.6%,18,0.8%,31,13.3%,32,13.7%,11,2.4%,13,1.6%
NYJ,5-10,27,-19.0%,24,-14.7%,23,-9.1%,23,-6.4%,23,7.1%,18,4.2%,22,-2.8%,26,-4.1%
MIA,6-9,28,-21.8%,27,-19.1%,28,-14.7%,27,-14.2%,25,9.6%,23,8.7%,10,2.5%,9,3.8%
DEN,5-10,29,-23.9%,32,-33.4%,31,-19.8%,32,-26.7%,10,-4.3%,13,-1.5%,32,-8.4%,32,-8.2%
IND,3-12,30,-26.8%,26,-18.8%,30,-19.2%,26,-13.5%,27,10.5%,26,9.2%,9,2.9%,8,3.9%
NYG,2-13,31,-27.8%,30,-26.8%,22,-8.9%,24,-9.1%,29,11.5%,29,11.2%,30,-7.4%,31,-6.4%
CLE,0-15,32,-30.5%,29,-25.2%,32,-21.5%,30,-17.5%,19,4.5%,19,4.9%,27,-4.5%,22,-2.8%
