Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
LAR,7-2,1,35.9%,1,39.4%,10,11.0%,9,11.8%,2,-18.1%,2,-19.8%,1,6.9%,1,7.8%
NO,7-2,2,35.7%,2,38.7%,2,23.2%,2,23.0%,4,-16.8%,1,-20.6%,25,-4.2%,26,-4.9%
PHI,8-1,3,27.8%,3,30.7%,5,14.4%,4,16.0%,9,-8.7%,7,-9.8%,6,4.6%,6,4.9%
MIN,7-2,4,27.0%,4,27.2%,7,13.5%,10,11.5%,6,-12.2%,6,-14.0%,14,1.3%,12,1.7%
PIT,7-2,5,24.9%,5,23.8%,6,13.7%,7,13.0%,5,-14.2%,5,-14.1%,22,-3.0%,22,-3.2%
JAX,6-3,6,19.3%,6,18.8%,12,5.4%,12,5.0%,1,-18.6%,3,-18.4%,26,-4.8%,25,-4.7%
NE,7-2,7,15.3%,7,17.6%,1,31.2%,1,31.7%,30,21.3%,30,20.6%,5,5.4%,4,6.4%
KC,6-3,8,15.0%,13,8.1%,3,20.4%,3,16.6%,26,11.3%,28,14.9%,4,5.9%,3,6.5%
DET,5-4,9,14.8%,9,12.9%,20,-1.8%,19,-1.9%,7,-10.1%,10,-8.6%,2,6.4%,5,6.1%
DAL,5-4,10,12.6%,8,15.5%,8,12.5%,5,14.8%,20,3.2%,19,1.8%,8,3.2%,11,2.5%
CAR,7-3,11,11.6%,10,12.1%,18,-1.4%,17,-0.2%,8,-10.1%,8,-9.3%,11,2.9%,9,3.0%
GB,5-4,12,10.0%,12,10.6%,9,12.3%,8,12.4%,18,2.1%,18,1.4%,15,-0.2%,15,-0.4%
SEA,6-3,13,8.2%,11,10.7%,14,1.3%,13,2.9%,11,-8.1%,9,-9.0%,19,-1.1%,18,-1.1%
BAL,4-5,14,7.6%,14,7.1%,27,-16.1%,27,-16.6%,3,-17.7%,4,-16.7%,3,6.0%,2,7.0%
HOU,3-6,15,5.6%,15,5.3%,17,-0.2%,15,0.3%,10,-8.7%,12,-7.9%,21,-2.8%,21,-2.9%
ATL,5-4,16,4.2%,16,2.1%,11,9.8%,11,8.2%,22,5.0%,22,4.4%,17,-0.7%,19,-1.7%
WAS,4-5,17,2.5%,17,-1.4%,13,3.1%,14,2.5%,16,-3.4%,17,-0.1%,24,-3.9%,24,-4.0%
LAC,3-6,18,-6.0%,18,-3.5%,15,0.5%,16,0.2%,15,-4.1%,13,-6.0%,31,-10.5%,30,-9.7%
TEN,6-3,19,-6.6%,19,-10.5%,16,0.0%,21,-3.5%,24,8.0%,24,8.1%,13,1.4%,13,1.1%
BUF,5-4,20,-7.5%,21,-10.9%,22,-8.4%,22,-9.7%,19,2.9%,23,5.6%,7,3.8%,7,4.4%
OAK,4-5,21,-9.6%,20,-10.6%,4,14.7%,6,14.6%,32,25.8%,32,26.1%,12,1.5%,14,0.9%
CIN,3-6,22,-11.9%,22,-11.0%,24,-13.8%,23,-11.4%,17,-3.2%,16,-2.2%,20,-1.2%,20,-1.8%
TB,3-6,23,-16.2%,25,-18.4%,19,-1.7%,20,-2.9%,27,11.4%,26,12.0%,23,-3.1%,23,-3.5%
ARI,4-5,24,-17.8%,23,-16.0%,23,-13.2%,24,-11.6%,14,-4.3%,15,-4.1%,29,-8.9%,29,-8.5%
CHI,3-6,25,-20.1%,24,-17.9%,30,-19.1%,29,-18.0%,12,-6.1%,11,-7.9%,28,-7.0%,28,-7.8%
DEN,3-6,26,-20.6%,27,-25.0%,25,-15.2%,30,-18.3%,13,-5.5%,14,-4.7%,32,-11.0%,32,-11.5%
NYJ,4-6,27,-24.0%,26,-21.3%,29,-18.5%,28,-17.5%,23,5.1%,21,3.3%,16,-0.5%,16,-0.6%
SF,1-9,28,-27.0%,29,-27.0%,28,-16.7%,26,-15.8%,28,13.4%,27,13.9%,10,3.1%,10,2.7%
IND,3-7,29,-29.4%,28,-25.7%,31,-22.6%,31,-20.0%,25,9.9%,25,9.6%,9,3.2%,8,3.9%
NYG,1-8,30,-30.3%,30,-31.1%,21,-2.3%,18,-1.7%,29,18.2%,29,19.7%,30,-9.8%,31,-9.7%
CLE,0-9,31,-34.1%,31,-31.9%,32,-23.4%,32,-23.2%,21,4.2%,20,2.4%,27,-6.6%,27,-6.3%
MIA,4-5,32,-38.0%,32,-38.1%,26,-15.6%,25,-15.6%,31,21.7%,31,21.8%,18,-0.7%,17,-0.7%
