Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
KC,5-1,1,31.9%,1,31.2%,1,33.2%,1,32.6%,20,6.8%,20,7.1%,4,5.5%,4,5.7%
PHI,5-1,2,22.5%,2,22.1%,6,12.5%,6,12.6%,15,-3.8%,15,-3.3%,3,6.2%,3,6.2%
PIT,4-2,3,22.0%,4,22.0%,5,12.9%,5,13.0%,6,-13.4%,5,-13.5%,24,-4.3%,24,-4.4%
HOU,3-3,4,21.3%,3,22.1%,12,7.5%,12,8.0%,3,-16.4%,2,-16.7%,21,-2.6%,21,-2.7%
MIN,4-2,5,21.3%,6,21.1%,7,11.0%,7,10.6%,8,-12.0%,8,-12.3%,20,-1.8%,20,-1.8%
NO,3-2,6,21.1%,5,21.6%,3,19.0%,3,19.0%,12,-7.3%,11,-8.0%,25,-5.3%,25,-5.5%
LAR,4-2,7,20.6%,7,19.8%,13,6.1%,13,6.0%,10,-9.6%,10,-9.0%,7,4.9%,7,4.8%
WAS,3-2,8,14.6%,8,15.2%,9,9.5%,9,10.0%,11,-7.8%,12,-8.0%,22,-2.7%,22,-2.7%
DET,3-3,9,13.4%,9,12.9%,23,-9.5%,24,-9.8%,4,-14.6%,4,-14.3%,2,8.2%,2,8.4%
BUF,3-2,10,12.5%,10,11.9%,22,-7.5%,22,-8.1%,2,-16.9%,3,-16.6%,9,3.1%,8,3.3%
JAX,3-3,11,12.0%,11,11.4%,16,2.1%,16,2.0%,1,-21.4%,1,-20.8%,31,-11.4%,30,-11.4%
BAL,3-3,12,9.1%,13,8.0%,26,-13.6%,26,-13.7%,5,-13.7%,7,-12.6%,1,9.0%,1,9.2%
ATL,3-2,13,8.7%,12,8.4%,4,15.8%,4,15.5%,23,8.9%,23,8.9%,13,1.8%,13,1.7%
SEA,3-2,14,7.0%,14,7.8%,18,0.9%,17,1.4%,13,-5.8%,13,-6.2%,18,0.4%,18,0.2%
NE,4-2,15,5.8%,15,6.6%,2,26.2%,2,26.6%,32,21.9%,32,21.5%,14,1.5%,14,1.5%
CAR,4-2,16,5.2%,17,4.6%,19,-1.5%,19,-1.6%,14,-4.9%,14,-4.4%,12,1.8%,12,1.8%
GB,4-2,17,4.1%,18,3.5%,14,4.3%,14,4.0%,18,0.7%,18,1.0%,17,0.5%,17,0.5%
CIN,2-3,18,3.9%,16,5.7%,24,-10.2%,23,-8.5%,7,-13.0%,6,-13.1%,15,1.1%,16,1.2%
DAL,2-3,19,1.6%,19,0.8%,11,9.3%,11,9.2%,25,10.9%,26,11.5%,8,3.2%,9,3.1%
TEN,3-3,20,-0.9%,20,-0.9%,10,9.4%,10,9.3%,28,12.6%,28,12.6%,11,2.3%,11,2.4%
DEN,3-2,21,-3.2%,21,-3.2%,20,-1.8%,20,-1.7%,9,-9.8%,9,-10.1%,30,-11.3%,31,-11.5%
TB,2-3,22,-9.4%,22,-9.4%,8,10.6%,8,10.6%,29,15.8%,29,15.8%,23,-4.2%,23,-4.2%
OAK,2-4,23,-9.9%,23,-10.2%,17,1.4%,18,1.0%,30,16.6%,30,16.4%,5,5.2%,5,5.2%
LAC,2-4,24,-10.6%,24,-10.9%,15,3.5%,15,3.4%,19,2.5%,19,2.7%,32,-11.7%,32,-11.6%
ARI,3-3,25,-19.2%,25,-18.6%,25,-10.3%,25,-9.9%,16,-1.4%,16,-1.6%,29,-10.3%,29,-10.3%
NYG,1-5,26,-19.6%,26,-19.2%,21,-3.3%,21,-2.9%,22,8.4%,22,8.3%,26,-7.8%,26,-7.9%
SF,0-6,27,-23.2%,27,-22.5%,28,-18.6%,28,-18.0%,24,9.8%,24,9.7%,6,5.1%,6,5.2%
NYJ,3-3,28,-25.4%,28,-24.9%,27,-15.3%,27,-15.1%,26,11.2%,25,11.0%,15,1.1%,15,1.2%
CHI,2-4,29,-29.4%,29,-29.7%,29,-20.3%,29,-20.7%,17,-0.7%,17,-1.0%,28,-9.9%,28,-10.0%
MIA,3-2,30,-30.8%,30,-30.8%,30,-22.9%,30,-22.9%,21,8.2%,21,8.2%,19,0.2%,19,0.2%
IND,2-4,31,-45.7%,31,-44.7%,32,-30.7%,32,-30.1%,31,17.4%,31,17.3%,10,2.4%,10,2.7%
CLE,0-6,32,-50.1%,32,-50.1%,31,-29.4%,31,-29.7%,27,12.0%,27,11.9%,27,-8.8%,27,-8.5%
