Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
PIT,5-2,1,32.7%,1,32.4%,4,18.1%,5,17.9%,2,-17.7%,2,-17.8%,22,-3.1%,23,-3.3%
KC,5-2,2,27.2%,3,26.2%,1,33.0%,1,32.4%,26,11.5%,26,12.0%,5,5.7%,4,5.8%
LAR,5-2,3,26.4%,2,26.7%,13,6.0%,13,6.2%,4,-14.7%,5,-14.7%,4,5.8%,5,5.8%
MIN,5-2,4,24.8%,4,25.2%,11,9.7%,11,9.4%,5,-14.4%,4,-15.1%,18,0.7%,18,0.7%
NO,4-2,5,23.2%,5,24.5%,3,20.9%,3,21.1%,13,-6.4%,11,-7.8%,25,-4.1%,25,-4.3%
HOU,3-3,6,21.7%,6,22.8%,12,8.1%,12,8.8%,3,-16.2%,3,-16.5%,21,-2.6%,21,-2.5%
PHI,6-1,7,21.7%,7,21.9%,8,13.5%,7,13.8%,16,-2.2%,17,-1.9%,3,5.9%,3,6.2%
JAX,4-3,8,17.1%,8,17.7%,15,4.2%,15,4.4%,1,-22.5%,1,-22.8%,30,-9.6%,30,-9.5%
DET,3-3,9,12.4%,13,11.4%,23,-10.0%,23,-10.5%,6,-14.2%,6,-13.8%,1,8.2%,1,8.1%
WAS,3-3,10,12.0%,10,12.0%,10,9.7%,10,9.9%,14,-5.4%,15,-5.1%,23,-3.1%,22,-3.1%
BUF,4-2,11,11.7%,11,11.7%,19,-2.4%,19,-2.3%,9,-11.1%,9,-10.8%,9,2.9%,8,3.2%
DAL,3-3,12,11.5%,9,12.3%,5,17.6%,4,18.5%,24,9.3%,25,9.2%,7,3.3%,9,3.1%
SEA,4-2,13,10.6%,12,11.4%,17,0.8%,16,1.5%,10,-8.8%,10,-8.9%,16,1.0%,16,1.1%
NE,5-2,14,7.8%,14,8.2%,2,26.2%,2,26.2%,32,20.2%,32,19.9%,14,1.8%,12,2.0%
BAL,3-4,15,5.9%,15,4.4%,24,-14.1%,26,-14.6%,7,-12.9%,7,-11.7%,2,7.0%,2,7.3%
GB,4-3,16,4.2%,16,4.0%,14,5.0%,14,4.8%,19,1.9%,19,1.9%,15,1.1%,15,1.1%
CAR,4-3,17,1.8%,17,1.0%,21,-7.3%,21,-7.3%,12,-7.3%,13,-6.5%,13,1.9%,14,1.8%
ATL,3-3,18,-1.1%,18,-1.9%,7,13.6%,8,12.9%,27,12.9%,27,12.7%,20,-1.8%,20,-2.1%
CIN,2-4,19,-4.0%,19,-3.0%,26,-14.5%,24,-13.2%,11,-7.6%,12,-7.6%,10,2.8%,10,2.5%
TEN,4-3,20,-4.2%,21,-5.5%,16,0.9%,17,-0.2%,21,7.0%,21,7.2%,12,1.9%,13,1.9%
OAK,3-4,21,-4.4%,20,-5.2%,9,11.9%,9,11.0%,29,18.5%,29,18.3%,11,2.2%,11,2.1%
LAC,3-4,22,-5.7%,22,-5.9%,18,0.4%,18,-0.4%,17,-1.7%,16,-1.9%,27,-7.8%,27,-7.4%
TB,2-4,23,-8.0%,23,-8.5%,6,13.9%,6,14.0%,31,18.7%,31,19.1%,24,-3.2%,24,-3.4%
DEN,3-3,24,-8.4%,24,-9.4%,22,-8.0%,22,-8.9%,8,-11.8%,8,-11.6%,32,-12.1%,32,-12.2%
NYG,1-6,25,-23.2%,25,-22.6%,20,-6.4%,20,-6.0%,23,8.6%,23,8.5%,28,-8.3%,28,-8.1%
NYJ,3-4,26,-24.1%,26,-23.0%,25,-14.2%,25,-13.9%,25,9.7%,24,8.9%,19,-0.1%,19,-0.1%
CHI,3-4,27,-25.8%,27,-25.2%,30,-22.4%,30,-22.1%,15,-5.2%,14,-5.6%,29,-8.6%,29,-8.7%
ARI,3-4,28,-26.7%,28,-26.5%,27,-15.8%,27,-15.4%,18,-0.2%,18,0.0%,31,-11.1%,31,-11.1%
MIA,4-2,29,-28.0%,29,-27.9%,29,-20.6%,29,-21.1%,22,8.3%,22,7.7%,17,1.0%,17,0.9%
SF,0-7,30,-32.5%,30,-32.2%,28,-19.4%,28,-18.8%,28,16.8%,28,17.1%,6,3.7%,6,3.6%
CLE,0-7,31,-42.0%,31,-41.6%,32,-31.1%,32,-31.2%,20,3.7%,20,3.4%,26,-7.2%,26,-7.0%
IND,2-5,32,-44.8%,32,-44.0%,31,-29.6%,31,-28.8%,30,18.5%,30,18.8%,8,3.2%,7,3.5%
