Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
NO,9-3,1,33.7%,2,36.2%,1,27.8%,1,29.8%,8,-8.5%,7,-9.0%,22,-2.6%,22,-2.5%
LAR,9-3,2,33.0%,1,36.4%,8,12.6%,7,15.1%,4,-12.1%,6,-11.9%,2,8.3%,2,9.4%
PHI,10-2,3,31.0%,3,35.0%,7,14.6%,4,16.3%,3,-13.3%,3,-16.4%,10,3.1%,11,2.3%
MIN,10-2,4,26.3%,4,27.5%,5,15.2%,3,16.3%,5,-12.1%,5,-12.1%,19,-1.0%,17,-1.0%
PIT,10-2,5,25.3%,6,24.7%,4,15.3%,5,15.2%,7,-9.7%,8,-8.5%,14,0.2%,12,1.0%
BAL,7-5,6,22.3%,7,24.7%,23,-9.8%,23,-8.4%,1,-23.1%,1,-23.2%,1,9.0%,1,10.0%
NE,10-2,7,19.4%,5,25.0%,2,26.2%,2,26.9%,29,12.0%,25,8.3%,4,5.3%,4,6.3%
JAX,8-4,8,16.0%,8,14.9%,19,-2.1%,21,-3.8%,2,-22.2%,2,-21.2%,25,-4.0%,21,-2.5%
KC,6-6,9,9.8%,16,1.0%,3,16.0%,10,10.1%,28,11.4%,31,14.5%,6,5.2%,5,5.4%
CAR,8-4,10,9.7%,11,9.7%,18,-1.9%,17,-0.8%,9,-7.7%,9,-6.0%,8,3.9%,8,4.5%
DAL,6-6,11,9.0%,9,11.1%,11,6.1%,12,5.5%,21,4.6%,18,2.6%,3,7.5%,3,8.3%
SEA,8-4,12,8.8%,10,10.2%,13,4.1%,11,6.3%,10,-4.8%,11,-4.3%,17,-0.1%,16,-0.4%
ATL,7-5,13,7.2%,12,8.3%,6,14.6%,6,15.2%,22,6.2%,21,5.0%,20,-1.2%,20,-1.9%
DET,6-6,14,5.9%,15,1.7%,14,2.2%,13,4.2%,19,1.5%,22,7.1%,5,5.2%,7,4.6%
GB,6-6,15,3.6%,14,2.5%,12,4.4%,14,4.0%,18,0.8%,17,1.4%,15,0.0%,15,-0.1%
LAC,6-6,16,1.0%,13,6.4%,10,9.1%,9,11.3%,14,-2.1%,10,-4.8%,32,-10.3%,31,-9.7%
HOU,4-8,17,-2.0%,21,-8.0%,21,-3.0%,22,-5.2%,11,-4.5%,14,-1.1%,23,-3.5%,25,-3.9%
WAS,5-7,18,-2.5%,19,-6.6%,17,-0.8%,19,-2.4%,13,-3.0%,15,-0.9%,27,-4.6%,28,-5.0%
CIN,5-7,19,-5.1%,17,-3.3%,20,-2.2%,15,2.6%,20,2.3%,19,4.6%,18,-0.7%,19,-1.3%
TEN,8-4,20,-6.1%,20,-7.6%,15,1.3%,16,-0.2%,23,8.2%,24,7.8%,13,0.8%,13,0.3%
OAK,6-6,21,-7.8%,22,-8.1%,9,11.2%,8,11.7%,32,18.9%,32,18.6%,16,-0.1%,18,-1.2%
ARI,5-7,22,-9.6%,18,-5.1%,25,-14.0%,25,-12.5%,6,-11.7%,4,-13.6%,30,-7.3%,30,-6.3%
BUF,6-6,23,-12.3%,25,-18.4%,27,-16.0%,29,-18.4%,17,0.5%,20,4.8%,7,4.2%,6,4.8%
TB,4-8,24,-15.6%,24,-18.2%,16,1.0%,18,-1.5%,30,12.5%,28,12.6%,26,-4.1%,26,-4.1%
NYJ,5-7,25,-18.7%,23,-15.6%,22,-6.2%,20,-3.1%,26,10.4%,26,9.7%,21,-2.1%,23,-2.8%
CHI,3-9,26,-22.4%,27,-21.5%,28,-18.6%,28,-18.0%,15,-0.1%,16,0.8%,24,-3.9%,24,-2.8%
SF,2-10,27,-26.5%,29,-26.7%,26,-15.1%,26,-12.9%,31,12.7%,30,14.0%,12,1.3%,14,0.3%
IND,3-9,28,-27.7%,26,-21.2%,30,-21.6%,27,-17.9%,24,9.7%,23,7.7%,9,3.6%,9,4.4%
NYG,2-10,29,-28.0%,30,-28.8%,24,-11.2%,24,-12.4%,25,10.3%,27,10.4%,29,-6.5%,29,-5.9%
CLE,0-12,30,-28.3%,28,-23.3%,31,-22.3%,31,-20.1%,16,0.4%,13,-1.3%,28,-5.6%,27,-4.5%
MIA,5-7,31,-29.5%,31,-30.0%,29,-20.6%,30,-20.1%,27,11.0%,29,12.6%,11,2.2%,10,2.7%
DEN,3-9,32,-29.8%,32,-37.0%,32,-23.4%,32,-28.7%,12,-3.6%,12,-1.5%,31,-10.0%,32,-9.9%
