Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
PIT,6-2,1,28.3%,1,28.3%,5,18.1%,5,18.1%,6,-12.6%,6,-12.8%,22,-2.5%,22,-2.6%
LAR,5-2,2,26.4%,2,25.7%,12,6.2%,12,5.9%,4,-14.5%,4,-14.0%,4,5.8%,4,5.8%
NO,5-2,3,24.5%,3,25.5%,3,20.1%,3,19.6%,11,-7.5%,10,-9.5%,23,-3.1%,23,-3.5%
MIN,6-2,4,22.5%,5,22.2%,10,10.4%,10,9.1%,9,-11.6%,8,-12.5%,17,0.5%,16,0.7%
HOU,3-4,5,21.9%,4,24.0%,8,11.3%,7,13.0%,7,-12.5%,5,-13.0%,21,-1.8%,21,-2.0%
KC,6-2,6,21.6%,7,18.8%,2,25.2%,2,23.6%,25,10.0%,26,11.6%,3,6.5%,3,6.9%
PHI,7-1,7,20.8%,6,20.8%,9,11.0%,8,11.3%,16,-4.1%,16,-3.6%,5,5.7%,5,5.8%
JAX,4-3,8,18.6%,8,16.8%,13,5.3%,15,4.5%,1,-22.9%,1,-21.8%,29,-9.6%,29,-9.6%
DAL,4-3,9,16.9%,9,16.7%,4,18.2%,4,19.0%,21,6.1%,21,6.6%,6,4.7%,7,4.3%
DET,3-4,10,14.0%,11,12.8%,22,-7.4%,22,-8.1%,5,-13.5%,7,-12.8%,1,7.8%,1,8.1%
BUF,5-2,11,13.2%,12,11.9%,18,1.0%,18,0.2%,10,-8.0%,11,-7.0%,7,4.1%,6,4.7%
SEA,5-2,12,10.8%,10,13.3%,17,3.8%,14,4.9%,13,-5.3%,12,-6.7%,13,1.7%,13,1.7%
BAL,4-4,13,10.8%,13,9.5%,24,-13.5%,25,-13.5%,3,-17.4%,3,-15.7%,2,6.9%,2,7.3%
NE,6-2,14,7.4%,14,9.0%,1,26.5%,1,27.2%,32,22.1%,32,21.3%,10,3.0%,10,3.1%
CAR,5-3,15,6.6%,15,6.2%,23,-8.4%,23,-8.2%,8,-12.0%,9,-11.5%,9,3.0%,11,3.0%
WAS,3-4,16,4.8%,16,4.3%,14,5.0%,13,5.6%,14,-4.6%,15,-3.7%,25,-4.8%,25,-4.9%
GB,4-3,17,4.1%,17,3.2%,15,4.6%,16,4.0%,19,1.6%,20,2.0%,14,1.1%,14,1.2%
DEN,3-4,18,-0.6%,18,-1.0%,21,-7.0%,21,-7.7%,2,-17.8%,2,-18.7%,32,-11.4%,32,-12.0%
ATL,4-3,19,-2.4%,20,-4.1%,7,12.0%,9,10.8%,27,13.2%,27,13.2%,20,-1.2%,20,-1.7%
OAK,3-5,20,-3.9%,19,-3.8%,6,15.4%,6,15.3%,31,20.0%,31,19.5%,16,0.6%,17,0.3%
TEN,4-3,21,-4.4%,21,-6.3%,19,0.6%,19,-1.6%,22,7.0%,22,6.6%,12,1.9%,12,2.0%
LAC,3-5,22,-6.7%,23,-6.6%,16,4.2%,17,3.5%,17,0.0%,17,-0.2%,30,-10.8%,30,-10.3%
CIN,3-4,23,-9.2%,22,-6.3%,27,-15.4%,24,-12.4%,12,-5.6%,14,-5.4%,15,0.6%,15,0.7%
TB,2-5,24,-11.7%,24,-11.9%,11,7.5%,11,7.6%,29,15.8%,29,15.8%,24,-3.4%,24,-3.7%
NYG,1-6,25,-22.7%,25,-22.3%,20,-4.7%,20,-4.1%,24,9.7%,24,9.8%,27,-8.3%,27,-8.4%
CHI,3-5,26,-25.5%,27,-25.4%,28,-21.7%,29,-22.0%,15,-4.6%,13,-5.5%,28,-8.4%,28,-8.8%
ARI,3-4,27,-26.3%,28,-25.4%,25,-14.8%,26,-14.1%,18,0.5%,18,0.3%,31,-11.1%,31,-11.0%
NYJ,3-5,28,-26.4%,26,-25.2%,26,-15.0%,27,-14.5%,26,10.6%,25,9.9%,19,-0.9%,19,-0.8%
SF,0-8,29,-33.4%,29,-32.6%,29,-21.9%,28,-21.3%,28,14.9%,28,14.7%,8,3.4%,8,3.4%
CLE,0-8,30,-36.5%,30,-36.2%,31,-27.6%,32,-28.2%,20,2.5%,19,1.9%,26,-6.5%,26,-6.1%
MIA,4-3,31,-37.4%,31,-37.1%,32,-27.6%,31,-27.8%,23,9.4%,23,8.9%,18,-0.4%,18,-0.4%
IND,2-6,32,-40.6%,32,-38.6%,30,-25.4%,30,-23.9%,30,17.8%,30,18.0%,11,2.7%,9,3.3%
