Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
KC,5-0,1,38.5%,1,38.5%,1,38.1%,1,38.1%,15,2.2%,15,2.2%,9,2.6%,9,2.6%
JAX,3-2,2,24.2%,2,24.2%,17,2.1%,17,2.1%,1,-24.6%,1,-24.6%,25,-2.5%,25,-2.5%
WAS,2-2,3,20.9%,3,20.9%,12,6.4%,12,6.4%,4,-16.6%,4,-16.6%,22,-2.1%,22,-2.1%
HOU,3-2,4,20.5%,4,20.5%,9,9.5%,9,9.5%,8,-13.5%,8,-13.5%,24,-2.5%,24,-2.5%
PHI,4-1,5,17.7%,5,17.7%,6,14.4%,6,14.4%,16,3.7%,16,3.7%,1,6.9%,1,6.9%
PIT,3-2,6,17.2%,6,17.2%,15,4.1%,15,4.1%,5,-15.1%,5,-15.1%,21,-1.9%,21,-1.9%
NO,2-2,7,17.0%,7,17.0%,3,21.8%,3,21.8%,19,4.6%,19,4.6%,19,-0.3%,19,-0.3%
DET,3-2,8,16.9%,8,16.9%,21,-2.2%,21,-2.2%,7,-14.0%,7,-14.0%,3,5.1%,3,5.1%
LAR,3-2,9,15.4%,9,15.4%,13,5.6%,13,5.6%,10,-9.0%,10,-9.0%,14,0.8%,14,0.8%
BUF,3-2,10,15.2%,10,15.2%,23,-6.9%,23,-6.9%,2,-19.1%,2,-19.1%,7,3.1%,7,3.1%
MIN,3-2,11,13.4%,11,13.4%,5,15.2%,5,15.2%,14,-0.4%,14,-0.4%,23,-2.1%,23,-2.1%
ATL,3-1,12,12.7%,12,12.7%,7,13.5%,7,13.5%,21,5.4%,21,5.4%,5,4.7%,5,4.7%
GB,4-1,13,12.5%,13,12.5%,4,16.2%,4,16.2%,17,3.9%,17,3.9%,18,0.2%,18,0.2%
SEA,3-2,14,9.4%,14,9.4%,19,1.1%,19,1.1%,11,-7.9%,11,-7.9%,16,0.4%,16,0.4%
CIN,2-3,15,5.5%,15,5.5%,25,-12.4%,25,-12.4%,3,-16.8%,3,-16.8%,12,1.1%,12,1.1%
BAL,3-2,16,5.5%,16,5.5%,24,-8.9%,24,-8.9%,6,-14.1%,6,-14.1%,17,0.3%,17,0.3%
DEN,3-1,17,5.1%,17,5.1%,18,1.3%,18,1.3%,9,-13.2%,9,-13.2%,29,-9.4%,29,-9.4%
CAR,4-1,18,5.0%,18,5.0%,20,-0.2%,20,-0.2%,12,-4.6%,12,-4.6%,15,0.6%,15,0.6%
DAL,2-3,19,1.4%,19,1.4%,10,7.9%,10,7.9%,26,9.8%,26,9.8%,6,3.2%,6,3.2%
TB,2-2,20,-1.0%,20,-1.0%,8,12.7%,8,12.7%,23,7.3%,23,7.3%,27,-6.4%,27,-6.4%
NE,3-2,21,-2.3%,21,-2.3%,2,23.9%,2,23.9%,32,28.2%,32,28.2%,11,1.9%,11,1.9%
TEN,2-3,22,-2.4%,22,-2.4%,14,5.3%,14,5.3%,27,10.7%,27,10.7%,8,3.0%,8,3.0%
OAK,2-3,23,-4.2%,23,-4.2%,11,7.7%,11,7.7%,31,16.7%,31,16.7%,4,4.8%,4,4.8%
LAC,1-4,24,-12.0%,24,-12.0%,16,3.2%,16,3.2%,18,4.1%,18,4.1%,30,-11.1%,30,-11.1%
NYJ,3-2,25,-20.1%,25,-20.1%,26,-14.4%,26,-14.4%,24,7.6%,24,7.6%,10,2.0%,10,2.0%
NYG,0-5,26,-23.8%,26,-23.8%,22,-4.3%,22,-4.3%,28,11.3%,28,11.3%,28,-8.2%,28,-8.2%
SF,0-5,27,-28.1%,27,-28.1%,29,-24.3%,29,-24.3%,25,9.1%,25,9.1%,2,5.3%,2,5.3%
ARI,2-3,28,-29.9%,28,-29.9%,27,-21.0%,27,-21.0%,13,-3.2%,13,-3.2%,32,-12.1%,32,-12.1%
CHI,1-4,29,-31.1%,29,-31.1%,28,-23.9%,28,-23.9%,20,4.6%,20,4.6%,26,-2.6%,26,-2.6%
MIA,2-2,30,-35.3%,30,-35.3%,31,-28.8%,31,-28.8%,22,6.0%,22,6.0%,20,-0.4%,20,-0.4%
IND,2-3,31,-52.0%,31,-52.0%,32,-36.8%,32,-36.8%,30,16.4%,30,16.4%,13,1.1%,13,1.1%
CLE,0-5,32,-52.1%,32,-52.1%,30,-26.0%,30,-26.0%,29,14.8%,29,14.8%,31,-11.2%,31,-11.2%
