Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
PHI,1-0,1,-74.5%,1,-74.5%,1,-96.1%,8,-38.9%
HOU,1-0,2,-69.6%,2,-69.6%,2,-85.3%,7,-44.5%
SEA,0-1,3,-31.9%,3,-31.9%,8,-19.1%,5,-56.5%
CLE,0-1,4,-30.5%,4,-30.5%,3,-45.1%,21,-3.3%
ARI,1-0,5,-29.2%,5,-29.2%,7,-20.6%,6,-45.4%
DEN,1-0,6,-24.3%,6,-24.3%,6,-20.8%,13,-30.0%
CHI,1-0,7,-19.0%,7,-19.0%,9,-18.6%,16,-20.5%
TB,1-0,8,-18.9%,8,-18.9%,14,5.7%,2,-84.1%
NE,1-0,9,-18.7%,9,-18.7%,16,9.1%,1,-99.6%
DET,1-0,10,-17.5%,10,-17.5%,12,-1.3%,9,-33.9%
BAL,1-0,11,-15.0%,11,-15.0%,4,-35.2%,24,7.8%
NYJ,1-0,12,-7.2%,12,-7.2%,5,-30.3%,28,15.9%
MIN,1-0,13,-6.5%,13,-6.5%,13,2.7%,18,-17.9%
OAK,0-1,14,-6.5%,14,-6.5%,23,30.3%,3,-74.8%
STL,0-1,15,-5.5%,15,-5.5%,10,-11.9%,25,9.5%
DAL,1-0,16,-5.2%,16,-5.2%,17,12.3%,11,-31.9%
WAS,1-0,17,4.0%,17,4.0%,15,7.2%,19,-11.7%
ATL,1-0,18,4.5%,18,4.5%,11,-9.1%,29,16.6%
MIA,0-1,19,6.7%,19,6.7%,24,35.1%,14,-25.7%
SF,1-0,20,8.4%,20,8.4%,18,19.1%,4,-56.8%
CAR,0-1,21,9.1%,21,9.1%,20,22.8%,20,-4.6%
SD,1-0,22,10.6%,22,10.6%,22,29.6%,12,-30.6%
JAX,0-1,23,13.5%,23,13.5%,19,21.5%,23,5.0%
NO,0-1,24,16.8%,24,16.8%,26,63.2%,17,-19.1%
BUF,0-1,25,20.4%,25,20.4%,32,96.9%,10,-33.7%
IND,0-1,26,27.5%,26,27.5%,25,40.3%,26,11.4%
GB,0-1,27,30.9%,27,30.9%,21,23.8%,31,40.4%
TEN,0-1,28,38.3%,28,38.3%,28,65.6%,27,15.9%
PIT,0-1,29,39.1%,29,39.1%,30,69.5%,22,3.5%
KC,0-1,30,45.6%,30,45.6%,31,83.9%,15,-25.7%
NYG,0-1,31,50.8%,31,50.8%,29,65.9%,30,31.4%
CIN,0-1,32,66.6%,32,66.6%,27,63.9%,32,71.6%
