Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
CHI,8-6,1,-25.5%,1,-22.6%,2,-28.5%,5,-20.4%
HOU,12-2,2,-18.8%,4,-15.9%,4,-17.5%,4,-21.1%
ARI,5-9,3,-18.8%,3,-16.8%,1,-31.6%,20,-3.3%
SF,10-3-1,4,-17.1%,2,-18.1%,6,-9.2%,1,-29.0%
SEA,9-5,5,-15.1%,6,-12.1%,3,-18.2%,13,-10.0%
DEN,11-3,6,-14.4%,5,-15.3%,5,-9.4%,3,-21.4%
STL,6-7-1,7,-9.6%,7,-9.5%,9,-4.6%,8,-16.4%
ATL,12-2,8,-6.6%,8,-7.5%,7,-7.7%,17,-5.1%
NYJ,6-8,9,-5.2%,9,-7.4%,8,-6.2%,19,-4.2%
GB,10-4,10,-4.7%,11,-3.8%,10,-0.9%,12,-10.4%
MIA,6-8,11,-0.3%,14,0.1%,20,12.2%,6,-20.3%
CAR,5-9,12,0.7%,16,0.8%,11,2.5%,23,-1.9%
PIT,7-7,13,0.8%,12,-2.8%,15,7.8%,14,-8.2%
NYG,8-6,14,1.2%,17,1.5%,13,4.3%,22,-2.7%
NE,10-4,15,1.8%,13,-0.1%,26,17.0%,7,-19.3%
CIN,8-6,16,2.4%,10,-5.7%,12,3.5%,25,0.8%
WAS,8-6,17,2.8%,15,0.7%,16,8.1%,16,-6.6%
MIN,8-6,18,3.2%,25,6.2%,25,15.4%,9,-16.3%
DAL,8-6,19,3.3%,26,6.9%,19,11.2%,15,-6.7%
DET,4-10,20,3.5%,21,3.0%,17,8.9%,18,-4.4%
SD,5-9,21,3.6%,20,2.2%,22,13.7%,10,-11.5%
BAL,9-5,22,4.1%,22,4.3%,14,6.6%,26,1.4%
CLE,5-9,23,4.2%,19,1.9%,18,9.6%,21,-3.1%
TB,6-8,24,5.3%,27,9.1%,27,21.4%,2,-23.6%
TEN,5-9,25,7.0%,18,1.8%,23,14.3%,24,-1.8%
PHI,4-10,26,7.9%,29,13.0%,30,24.5%,11,-10.9%
NO,6-8,27,9.2%,24,5.4%,21,13.4%,29,3.1%
BUF,5-9,28,10.1%,23,5.3%,24,15.3%,30,3.7%
KC,2-12,29,14.4%,30,13.2%,29,24.2%,32,4.0%
IND,9-5,30,15.5%,28,11.6%,28,23.9%,31,3.9%
JAX,2-12,31,16.0%,31,16.2%,32,29.0%,28,2.6%
OAK,4-10,32,16.2%,32,16.7%,31,27.3%,27,2.1%
