Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
CHI,8-4,1,-27.7%,1,-26.7%,1,-31.4%,5,-21.0%
HOU,11-1,2,-21.1%,2,-20.3%,3,-20.2%,3,-22.9%
ARI,4-8,3,-20.1%,3,-19.0%,2,-28.7%,16,-9.4%
SF,8-3-1,4,-17.6%,4,-17.6%,7,-6.7%,1,-33.5%
DEN,9-3,5,-14.4%,5,-15.7%,5,-10.9%,6,-19.0%
SEA,7-5,6,-12.5%,6,-8.9%,4,-12.4%,11,-12.7%
STL,5-6-1,7,-8.2%,8,-6.9%,8,-4.4%,10,-13.3%
ATL,11-1,8,-5.5%,10,-4.9%,6,-8.6%,24,-1.5%
GB,8-4,9,-4.8%,11,-3.5%,10,-1.9%,17,-9.1%
NYJ,5-7,10,-4.3%,9,-6.5%,9,-3.2%,20,-5.4%
MIA,5-7,11,-3.7%,13,-2.9%,16,8.6%,2,-24.2%
PIT,7-5,12,-3.1%,7,-7.2%,11,-1.0%,19,-5.7%
NYG,7-5,13,-2.1%,12,-3.4%,12,0.3%,21,-5.1%
CAR,3-9,14,0.2%,15,-0.1%,13,3.4%,22,-3.9%
SD,4-8,15,0.4%,14,-1.2%,17,8.9%,12,-12.5%
MIN,6-6,16,1.6%,24,4.3%,22,15.1%,8,-17.4%
TB,6-6,17,1.8%,23,4.1%,24,16.3%,4,-22.5%
DAL,6-6,18,2.1%,22,4.0%,21,13.2%,14,-10.5%
BAL,9-3,19,2.4%,19,2.8%,14,5.4%,25,-1.0%
NE,9-3,20,2.6%,18,2.4%,25,16.7%,7,-18.3%
DET,4-8,21,3.1%,21,3.1%,18,11.4%,15,-9.9%
WAS,6-6,22,3.5%,20,2.8%,20,11.6%,13,-11.9%
CLE,4-8,23,4.1%,17,2.3%,19,11.5%,18,-6.2%
CIN,7-5,24,6.4%,16,0.5%,15,7.4%,30,4.9%
BUF,5-7,25,9.6%,25,5.8%,23,16.3%,27,1.7%
PHI,3-9,26,9.8%,30,15.4%,31,30.5%,9,-14.5%
NO,5-7,27,12.2%,26,10.0%,26,19.0%,28,3.1%
TEN,4-8,28,13.4%,27,11.8%,30,27.3%,23,-2.7%
JAX,2-10,29,14.2%,28,13.2%,29,26.3%,26,1.1%
KC,2-10,30,16.0%,29,15.1%,27,25.8%,29,4.9%
IND,8-4,31,17.8%,31,16.3%,28,26.1%,31,6.3%
OAK,3-9,32,21.3%,32,21.9%,32,32.8%,32,6.8%
