Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
CHI,4-1,1,-32.5%,1,-32.5%,1,-38.0%,11,-19.1%
HOU,5-0,2,-26.7%,2,-26.7%,2,-33.4%,12,-17.0%
SEA,3-2,3,-25.0%,3,-25.0%,5,-18.9%,4,-36.5%
SF,4-1,4,-19.7%,4,-19.7%,8,-8.9%,3,-38.0%
MIA,2-3,5,-19.3%,5,-19.3%,7,-9.2%,2,-39.3%
STL,3-2,6,-18.1%,6,-18.1%,3,-30.2%,22,-0.8%
ARI,4-1,7,-18.0%,7,-18.0%,6,-13.1%,8,-25.7%
MIN,4-1,8,-15.0%,8,-15.0%,10,-0.4%,1,-41.9%
PHI,3-2,9,-14.9%,9,-14.9%,9,-5.8%,7,-27.7%
ATL,5-0,10,-11.0%,10,-11.0%,4,-24.8%,27,5.1%
DEN,2-3,11,-7.6%,11,-7.6%,11,0.6%,13,-16.7%
DAL,2-2,12,-7.0%,12,-7.0%,14,6.2%,10,-20.0%
GB,2-3,13,-4.6%,13,-4.6%,12,2.2%,14,-15.6%
TB,1-3,14,-3.8%,14,-3.8%,18,12.3%,6,-32.9%
BAL,4-1,15,-1.7%,15,-1.7%,17,11.7%,16,-14.8%
SD,3-2,16,-0.3%,16,-0.3%,16,9.5%,9,-21.1%
NE,3-2,17,3.2%,17,3.2%,25,25.7%,5,-34.4%
DET,1-3,18,5.6%,18,5.6%,20,20.6%,15,-14.9%
NYJ,2-3,19,5.8%,19,5.8%,15,9.0%,25,3.4%
CAR,1-4,20,6.1%,20,6.1%,13,4.4%,31,8.4%
WAS,2-3,21,10.1%,21,10.1%,21,20.9%,17,-11.0%
NYG,3-2,22,10.7%,22,10.7%,24,25.1%,18,-6.9%
KC,1-4,23,11.4%,23,11.4%,23,22.3%,21,-2.3%
CLE,0-5,24,12.7%,24,12.7%,19,18.9%,26,3.8%
IND,2-2,25,12.9%,25,12.9%,22,21.3%,24,2.1%
JAX,1-4,26,16.7%,26,16.7%,26,27.9%,28,5.2%
PIT,2-2,27,17.1%,27,17.1%,28,34.5%,19,-5.4%
NO,1-4,28,18.9%,28,18.9%,27,28.5%,30,7.9%
TEN,1-4,29,19.2%,29,19.2%,30,43.0%,20,-5.1%
CIN,3-2,30,23.1%,30,23.1%,29,35.8%,29,6.5%
OAK,1-3,31,24.3%,31,24.3%,31,43.7%,23,1.5%
BUF,2-3,32,27.8%,32,27.8%,32,44.1%,32,11.0%
