Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
CHI,7-1,1,-35.8%,1,-37.1%,1,-42.1%,6,-22.7%
HOU,7-1,2,-24.3%,2,-22.7%,2,-27.2%,9,-19.3%
SEA,5-4,3,-21.9%,3,-22.2%,3,-22.1%,7,-21.5%
SF,6-2,4,-18.3%,4,-18.5%,6,-7.7%,1,-35.3%
ARI,4-5,5,-16.0%,5,-14.5%,4,-16.2%,13,-15.7%
DEN,5-3,6,-11.0%,6,-9.9%,5,-8.4%,15,-14.4%
GB,6-3,7,-7.9%,7,-7.5%,11,-1.6%,11,-18.0%
STL,3-5,8,-6.7%,11,-5.4%,10,-4.0%,16,-10.7%
DAL,3-5,9,-6.0%,10,-5.7%,14,5.9%,10,-18.9%
NYG,6-3,10,-5.5%,8,-7.4%,8,-4.1%,18,-7.4%
MIA,4-4,11,-5.3%,12,-5.2%,15,6.1%,3,-27.7%
TB,4-4,12,-5.0%,13,-4.9%,16,6.9%,2,-27.8%
CAR,2-6,13,-4.7%,9,-6.0%,9,-4.0%,20,-5.7%
NYJ,3-5,14,-3.9%,14,-4.6%,12,-0.8%,19,-7.0%
ATL,8-0,15,-3.7%,15,-3.6%,7,-6.5%,22,-0.2%
MIN,5-4,16,-3.3%,16,-3.5%,19,10.7%,5,-23.3%
PHI,3-5,17,-3.0%,17,0.5%,17,7.8%,12,-17.2%
NE,5-3,18,1.0%,19,1.2%,22,17.6%,4,-24.3%
PIT,5-3,19,2.4%,18,0.5%,13,4.3%,23,-0.1%
SD,4-4,20,3.6%,20,3.2%,20,15.0%,14,-15.2%
BAL,6-2,21,5.4%,21,6.2%,18,10.6%,24,0.2%
DET,4-4,22,8.0%,22,8.8%,27,26.1%,8,-20.4%
WAS,3-6,23,8.3%,23,9.2%,21,17.6%,17,-8.7%
CLE,2-7,24,10.0%,24,11.1%,23,18.1%,25,0.2%
OAK,3-5,25,13.0%,25,11.3%,24,20.6%,26,2.6%
JAX,1-7,26,13.6%,26,13.3%,25,21.8%,28,4.3%
KC,1-7,27,16.7%,28,14.9%,28,27.3%,29,4.6%
CIN,3-5,28,17.7%,27,14.3%,29,29.0%,27,3.0%
NO,3-5,28,17.7%,29,16.9%,26,26.0%,30,7.6%
TEN,3-6,30,17.8%,30,17.5%,31,35.5%,21,-2.1%
BUF,3-5,31,20.9%,31,20.9%,30,30.9%,31,10.0%
IND,5-3,32,25.1%,32,24.9%,32,36.3%,32,11.5%
