Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
CHI,5-1,1,-34.1%,1,-34.7%,1,-37.5%,7,-25.6%
HOU,6-1,2,-26.5%,3,-26.0%,2,-30.5%,11,-19.8%
SEA,4-3,3,-26.0%,2,-26.3%,3,-22.8%,1,-31.7%
ARI,4-3,4,-18.2%,4,-18.1%,4,-22.6%,17,-12.0%
SF,5-2,5,-17.7%,5,-18.0%,7,-9.8%,6,-28.6%
STL,3-4,6,-12.5%,6,-12.4%,6,-12.3%,15,-12.7%
MIA,3-3,7,-10.6%,7,-10.9%,11,0.2%,2,-30.9%
DEN,3-3,8,-10.4%,8,-10.1%,8,-5.6%,12,-15.7%
PHI,3-3,9,-9.8%,10,-8.7%,10,-2.5%,10,-19.9%
ATL,6-0,10,-9.0%,9,-9.0%,5,-19.1%,24,2.6%
MIN,5-2,11,-7.9%,11,-8.3%,13,5.0%,4,-29.5%
GB,4-3,12,-7.2%,12,-6.9%,9,-3.3%,14,-13.1%
TB,2-4,13,-3.1%,13,-3.1%,19,14.3%,3,-30.6%
NYG,5-2,14,-0.3%,14,-0.9%,15,5.4%,19,-7.6%
NYJ,3-4,15,-0.1%,15,-0.2%,12,3.0%,21,-3.2%
DAL,3-3,16,0.0%,16,-0.1%,18,13.9%,13,-14.8%
CAR,1-5,17,2.7%,17,2.3%,14,5.3%,22,-0.9%
DET,2-4,18,2.7%,18,2.7%,23,20.3%,8,-24.3%
WAS,3-4,19,3.8%,19,4.0%,16,11.5%,16,-12.6%
SD,3-3,20,4.5%,20,4.5%,21,17.3%,9,-20.6%
NE,4-3,21,4.7%,21,5.0%,27,27.1%,5,-29.4%
BAL,5-2,22,7.6%,24,7.9%,20,15.3%,23,0.3%
PIT,3-3,23,8.0%,22,7.6%,17,11.6%,25,3.0%
OAK,2-4,24,8.5%,23,7.8%,24,21.8%,18,-8.8%
CLE,1-6,25,13.0%,25,13.4%,22,18.1%,29,5.8%
JAX,1-5,26,15.4%,26,15.3%,25,25.6%,28,4.1%
KC,1-5,27,17.3%,27,16.4%,28,28.2%,26,3.8%
CIN,3-4,28,18.6%,28,17.6%,26,25.7%,30,9.7%
TEN,3-4,29,18.9%,29,18.8%,32,38.7%,20,-3.9%
NO,2-4,30,19.9%,30,19.5%,31,32.9%,27,4.0%
IND,3-3,31,22.0%,31,21.9%,30,32.7%,31,9.7%
BUF,3-4,32,22.4%,32,22.4%,29,28.8%,32,15.2%
