Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
HOU,2-0,1,-62.0%,1,-62.0%,1,-78.6%,7,-35.7%
PHI,2-0,2,-49.2%,2,-49.2%,2,-66.9%,13,-18.2%
SEA,1-1,3,-22.7%,3,-22.7%,7,-13.8%,5,-40.5%
NE,1-1,4,-21.8%,4,-21.8%,11,-4.6%,2,-49.9%
DEN,1-1,5,-18.7%,5,-18.7%,12,-0.5%,1,-50.1%
GB,1-1,6,-16.8%,6,-16.8%,3,-35.7%,27,7.2%
ARI,2-0,7,-16.7%,7,-16.7%,10,-5.6%,8,-35.7%
CHI,1-1,8,-13.9%,8,-13.9%,6,-18.6%,20,-4.5%
CLE,0-2,9,-12.1%,9,-12.1%,8,-9.2%,14,-16.8%
ATL,2-0,10,-10.4%,10,-10.4%,4,-25.9%,26,6.2%
BAL,1-1,11,-9.1%,11,-9.1%,9,-6.0%,16,-12.1%
STL,1-1,12,-7.7%,12,-7.7%,5,-22.3%,30,16.5%
MIN,1-1,13,-7.3%,13,-7.3%,17,14.2%,9,-34.0%
SD,2-0,14,-5.0%,14,-5.0%,15,9.4%,4,-40.8%
WAS,1-1,15,-1.5%,15,-1.5%,14,5.9%,12,-20.5%
NYJ,1-1,16,-0.9%,16,-0.9%,16,11.5%,15,-13.4%
MIA,1-1,17,0.3%,17,0.3%,23,23.6%,3,-41.0%
SF,2-0,18,0.4%,18,0.4%,19,16.3%,6,-38.9%
TB,1-1,19,3.0%,19,3.0%,18,14.9%,11,-24.0%
DAL,1-1,20,4.7%,20,4.7%,22,21.1%,17,-10.4%
BUF,1-1,21,5.6%,21,5.6%,27,40.7%,10,-32.4%
DET,1-1,22,7.1%,22,7.1%,20,17.0%,19,-4.7%
CAR,1-1,23,8.2%,23,8.2%,13,4.9%,29,12.7%
IND,1-1,24,14.4%,24,14.4%,24,24.2%,22,0.4%
OAK,0-2,25,18.2%,25,18.2%,26,32.6%,23,4.1%
NYG,1-1,26,19.8%,26,19.8%,25,27.2%,28,10.6%
JAX,0-2,27,19.8%,27,19.8%,21,20.3%,31,19.3%
PIT,1-1,28,21.6%,28,21.6%,28,48.8%,18,-7.4%
TEN,0-2,29,22.5%,29,22.5%,29,51.2%,21,-0.5%
NO,0-2,30,30.2%,30,30.2%,31,68.7%,24,4.7%
KC,0-2,31,42.0%,31,42.0%,32,73.0%,25,4.8%
CIN,1-1,32,50.1%,32,50.1%,30,56.6%,32,39.6%
