Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
CHI,4-1,1,-34.1%,1,-34.4%,1,-39.8%,11,-20.2%
SEA,4-2,2,-24.9%,2,-25.0%,3,-19.7%,3,-35.0%
HOU,5-1,3,-17.9%,4,-17.1%,6,-15.4%,9,-21.4%
ARI,4-2,4,-17.1%,5,-17.0%,5,-15.5%,12,-19.5%
SF,4-2,5,-17.1%,3,-17.3%,7,-6.6%,5,-32.9%
STL,3-3,6,-16.2%,6,-16.2%,2,-22.7%,20,-6.4%
TB,2-3,7,-12.6%,7,-12.5%,13,2.0%,1,-36.3%
MIA,3-3,8,-11.1%,8,-11.3%,11,-0.9%,6,-30.3%
PHI,3-3,9,-11.0%,9,-10.2%,9,-4.0%,10,-20.7%
DEN,3-3,10,-10.4%,11,-10.1%,8,-5.1%,14,-16.4%
ATL,6-0,11,-9.7%,10,-10.2%,4,-19.5%,25,1.3%
MIN,4-2,12,-8.9%,12,-9.2%,15,7.0%,2,-36.0%
GB,3-3,13,-8.2%,13,-8.6%,10,-2.7%,13,-16.5%
DAL,2-3,14,-0.5%,15,-0.1%,17,14.0%,15,-14.9%
NYG,4-2,15,0.2%,14,-0.5%,16,7.7%,17,-10.0%
NYJ,3-3,16,0.6%,16,0.7%,12,0.1%,24,1.1%
BAL,5-1,17,4.5%,17,4.8%,19,17.4%,19,-7.7%
SD,3-3,18,5.0%,18,4.9%,21,18.6%,8,-21.7%
NE,3-3,19,5.6%,20,5.8%,28,29.5%,4,-33.2%
CAR,1-4,20,5.6%,19,5.5%,14,4.2%,30,7.6%
DET,2-3,21,6.0%,22,6.4%,24,26.4%,7,-26.0%
WAS,3-3,22,6.1%,21,6.2%,18,15.4%,16,-13.7%
PIT,2-3,23,11.9%,23,11.6%,22,21.5%,22,-1.6%
CLE,1-5,24,12.1%,24,12.8%,20,18.4%,26,2.6%
OAK,1-4,25,13.4%,25,13.6%,25,28.2%,21,-5.7%
CIN,3-3,26,17.3%,26,16.8%,29,30.7%,23,0.9%
KC,1-5,27,17.4%,27,16.9%,26,28.6%,27,3.3%
TEN,2-4,28,17.4%,28,17.3%,32,40.1%,18,-8.0%
NO,1-4,29,19.0%,29,19.2%,27,29.1%,29,7.5%
JAX,1-4,30,19.2%,30,19.3%,31,31.2%,28,7.0%
BUF,3-3,31,20.1%,31,20.0%,30,30.8%,31,8.4%
IND,2-3,32,20.3%,32,20.1%,23,25.7%,32,14.8%
