Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
CHI,10-6,1,-26.1%,1,-22.7%,1,-26.8%,2,-24.8%
HOU,12-4,2,-17.1%,5,-13.3%,4,-14.3%,4,-21.6%
ARI,5-11,3,-16.2%,7,-12.1%,2,-24.7%,18,-6.4%
SF,11-4-1,4,-14.3%,2,-14.5%,7,-6.7%,1,-25.8%
SEA,11-5,5,-14.1%,8,-10.3%,3,-15.2%,10,-12.2%
DEN,13-3,6,-12.6%,3,-14.2%,5,-8.2%,7,-18.6%
STL,7-8-1,7,-11.6%,6,-12.5%,6,-7.0%,8,-18.2%
GB,11-5,8,-6.5%,12,-5.6%,9,-3.3%,13,-11.0%
ATL,13-3,9,-5.7%,11,-6.0%,8,-4.0%,14,-7.8%
NYJ,6-10,10,-2.9%,10,-6.1%,11,-0.5%,19,-5.3%
CIN,10-6,11,-2.2%,4,-13.6%,10,-1.0%,22,-3.8%
PIT,8-8,12,-2.0%,9,-7.6%,14,5.6%,11,-12.0%
CAR,7-9,13,-1.4%,13,-1.6%,12,2.5%,16,-7.2%
MIN,10-6,14,-0.8%,17,0.6%,17,10.1%,5,-19.0%
MIA,7-9,15,-0.1%,14,-1.0%,18,11.4%,9,-17.1%
WAS,10-6,16,2.8%,15,0.2%,13,5.4%,25,-1.7%
NE,12-4,17,2.9%,16,0.3%,26,17.6%,6,-18.7%
NYG,9-7,18,3.0%,23,4.1%,16,9.8%,21,-5.1%
BAL,10-6,19,3.1%,20,2.9%,15,6.6%,26,-0.9%
SD,7-9,20,3.4%,18,1.7%,22,13.3%,12,-11.1%
TB,7-9,21,3.6%,26,7.9%,27,18.1%,3,-22.5%
DET,4-12,22,3.9%,21,3.0%,19,11.8%,15,-7.6%
DAL,8-8,23,4.5%,27,9.5%,20,12.5%,20,-5.1%
CLE,5-11,24,6.1%,22,3.7%,21,12.8%,23,-2.9%
TEN,6-10,25,8.4%,19,2.2%,23,13.5%,28,2.0%
BUF,6-10,26,10.5%,24,4.3%,25,16.2%,30,3.9%
NO,7-9,27,10.8%,25,7.7%,24,15.3%,31,4.4%
PHI,4-12,28,11.5%,32,20.3%,32,28.6%,17,-7.2%
JAX,2-14,29,13.0%,28,10.1%,29,25.5%,27,0.2%
OAK,4-12,30,14.3%,30,11.2%,30,27.1%,24,-1.8%
IND,11-5,31,14.6%,29,10.5%,28,20.3%,32,6.9%
KC,2-14,32,15.4%,31,14.3%,31,27.6%,29,2.4%
