Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
PHI,2-1,1,-34.6%,1,-34.6%,2,-36.5%,8,-32.0%
HOU,3-0,2,-32.5%,2,-32.5%,4,-28.8%,3,-38.9%
CHI,2-1,3,-28.0%,3,-28.0%,3,-35.5%,17,-12.2%
ARI,3-0,4,-20.4%,4,-20.4%,6,-16.8%,9,-27.2%
SEA,2-1,5,-19.6%,5,-19.6%,8,-13.6%,7,-32.7%
ATL,3-0,6,-17.5%,6,-17.5%,1,-36.6%,30,6.8%
DAL,2-1,7,-16.2%,7,-16.2%,9,-13.5%,14,-18.9%
TB,1-2,8,-11.9%,8,-11.9%,10,-0.8%,4,-36.9%
MIA,1-2,9,-11.7%,9,-11.7%,14,8.2%,2,-42.8%
STL,1-2,10,-11.4%,10,-11.4%,5,-18.2%,23,-2.0%
MIN,2-1,11,-10.8%,11,-10.8%,12,5.1%,6,-34.5%
GB,1-2,12,-9.8%,12,-9.8%,7,-16.0%,22,-3.0%
DEN,1-2,13,-8.5%,13,-8.5%,16,11.4%,5,-36.2%
BUF,2-1,14,-5.4%,14,-5.4%,15,10.4%,10,-27.2%
NYJ,2-1,15,-1.8%,15,-1.8%,13,6.6%,19,-9.0%
SF,2-1,16,-1.8%,16,-1.8%,23,24.9%,1,-49.7%
CLE,0-3,17,-1.1%,17,-1.1%,11,3.3%,20,-7.9%
BAL,2-1,18,0.6%,18,0.6%,19,17.1%,15,-16.1%
NE,1-2,19,6.8%,19,6.8%,25,27.4%,11,-26.4%
SD,2-1,20,7.9%,20,7.9%,20,18.8%,16,-15.7%
NYG,2-1,21,8.6%,21,8.6%,18,16.2%,25,-0.9%
WAS,1-2,22,9.4%,22,9.4%,24,27.2%,12,-24.2%
DET,1-2,23,10.0%,23,10.0%,27,29.0%,13,-18.9%
NO,0-3,24,11.1%,24,11.1%,22,22.6%,27,2.4%
IND,1-2,25,12.7%,25,12.7%,21,19.8%,28,4.9%
CAR,1-2,26,14.9%,26,14.9%,17,15.0%,31,14.6%
JAX,1-2,27,17.0%,27,17.0%,26,29.0%,29,5.3%
OAK,1-2,28,17.8%,28,17.8%,29,40.1%,18,-9.3%
KC,1-2,29,22.1%,29,22.1%,28,38.2%,24,-1.0%
PIT,1-2,30,22.2%,30,22.2%,30,45.5%,21,-7.1%
TEN,1-2,31,29.0%,31,29.0%,32,58.3%,26,0.3%
CIN,2-1,32,41.6%,32,41.6%,31,47.9%,32,33.0%
