Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
CHI,7-2,1,-39.0%,1,-39.9%,1,-47.0%,4,-24.1%
HOU,8-1,2,-27.5%,2,-26.8%,2,-31.1%,6,-21.3%
SEA,6-4,3,-23.7%,3,-23.7%,3,-25.6%,7,-20.6%
ARI,4-5,4,-16.4%,5,-14.6%,4,-16.2%,14,-16.6%
DEN,6-3,5,-15.0%,4,-15.5%,5,-13.7%,13,-16.7%
SF,6-2-1,6,-12.3%,6,-11.7%,10,1.1%,1,-32.5%
GB,6-3,7,-7.9%,8,-7.0%,8,-1.4%,10,-18.3%
STL,3-5-1,8,-6.2%,9,-4.5%,6,-4.5%,17,-8.8%
CAR,2-7,9,-5.9%,7,-7.7%,7,-2.7%,16,-10.5%
MIN,6-4,10,-3.4%,12,-2.6%,17,10.6%,3,-24.5%
MIA,4-5,11,-2.5%,13,-1.5%,14,8.8%,5,-23.0%
DAL,4-5,12,-2.1%,14,-0.4%,18,11.5%,11,-17.9%
NYG,6-4,13,-1.9%,10,-3.2%,11,1.7%,20,-6.8%
NYJ,3-6,14,-1.8%,11,-3.0%,12,4.0%,19,-7.1%
PHI,3-6,15,-1.0%,18,2.2%,15,9.7%,15,-14.9%
TB,5-4,16,-0.7%,16,0.4%,19,13.0%,2,-25.9%
ATL,8-1,17,-0.5%,17,1.4%,9,-1.2%,25,0.4%
NE,6-3,18,3.0%,19,2.4%,22,17.7%,8,-19.8%
PIT,6-3,19,3.1%,15,0.4%,13,4.8%,26,0.9%
BAL,7-2,20,4.7%,21,5.7%,16,10.6%,23,-1.6%
SD,4-5,21,5.4%,20,5.1%,25,20.1%,12,-17.7%
DET,4-5,22,7.6%,24,8.3%,28,25.6%,9,-19.7%
CLE,2-7,23,8.5%,25,8.8%,21,16.5%,24,-1.0%
KC,1-8,24,9.0%,23,7.7%,24,19.9%,21,-3.6%
WAS,3-6,25,9.2%,26,10.2%,23,18.4%,18,-7.7%
CIN,4-5,26,11.5%,22,7.1%,20,15.0%,31,6.6%
TEN,4-6,27,12.7%,27,11.4%,29,26.3%,22,-3.5%
JAX,1-8,28,13.7%,28,12.9%,26,20.7%,29,5.9%
NO,4-5,29,15.5%,30,14.6%,27,24.0%,28,4.1%
OAK,3-6,30,16.0%,29,13.9%,30,27.1%,27,1.1%
BUF,3-6,31,19.4%,31,19.0%,31,31.3%,30,6.5%
IND,6-3,32,25.1%,32,25.5%,32,36.3%,32,10.2%
