Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
ARI,5-2,1,41.5%,1,40.6%,3,23.7%,3,23.0%,4,-20.1%,4,-20.2%,21,-2.2%,21,-2.6%
NE,6-0,2,39.2%,2,39.2%,2,31.0%,2,30.7%,11,-0.9%,11,-1.1%,1,7.3%,1,7.4%
GB,6-0,3,35.9%,3,36.0%,4,22.4%,4,22.0%,7,-11.9%,7,-12.6%,9,1.5%,9,1.4%
CIN,6-0,4,34.0%,4,34.0%,1,34.6%,1,34.9%,15,3.2%,17,3.8%,7,2.6%,6,2.9%
NYJ,4-2,5,26.7%,5,26.6%,7,7.4%,6,7.8%,2,-26.9%,2,-26.7%,30,-7.6%,30,-7.8%
SEA,3-4,6,16.5%,6,17.0%,13,2.8%,14,2.8%,8,-6.7%,8,-7.2%,2,7.0%,2,7.1%
CAR,6-0,7,13.8%,7,14.0%,9,5.5%,9,6.0%,6,-15.0%,6,-14.5%,28,-6.6%,28,-6.5%
PHI,3-4,8,11.8%,8,12.9%,22,-6.4%,21,-6.0%,5,-18.8%,5,-19.1%,15,-0.6%,14,-0.3%
PIT,4-3,9,9.9%,9,9.1%,5,15.6%,5,14.4%,19,4.3%,19,4.1%,17,-1.4%,17,-1.3%
DEN,6-0,10,5.0%,10,4.7%,32,-28.3%,32,-28.0%,1,-31.9%,1,-31.5%,10,1.4%,10,1.2%
BUF,3-4,11,4.4%,11,4.3%,11,4.4%,11,4.2%,12,0.4%,12,0.1%,11,0.3%,12,0.2%
STL,3-3,12,3.9%,12,4.2%,30,-16.7%,30,-16.9%,3,-20.6%,3,-21.0%,13,0.0%,13,0.0%
ATL,6-1,13,3.6%,14,3.1%,6,8.0%,7,7.6%,10,-1.4%,10,-1.3%,26,-5.8%,26,-5.8%
NYG,4-3,14,3.0%,13,3.2%,17,-0.5%,17,-0.3%,13,1.1%,13,0.8%,4,4.5%,4,4.3%
OAK,3-3,15,1.3%,15,2.2%,14,2.6%,13,2.8%,18,4.1%,15,3.4%,6,2.8%,7,2.7%
MIA,3-3,16,0.2%,16,0.5%,10,4.8%,10,5.0%,16,3.7%,16,3.6%,16,-0.9%,16,-0.9%
KC,2-5,17,-0.3%,17,-0.1%,12,3.6%,12,3.9%,22,6.5%,23,6.6%,8,2.6%,8,2.6%
BAL,1-6,18,-6.1%,18,-6.1%,18,-2.6%,18,-2.7%,24,7.5%,24,7.4%,5,3.9%,5,3.9%
WAS,3-4,19,-6.8%,19,-7.1%,16,0.6%,16,0.4%,25,7.5%,26,7.9%,12,0.1%,11,0.4%
NO,3-4,20,-10.0%,20,-9.1%,8,5.9%,8,6.5%,29,12.9%,28,12.9%,22,-3.0%,22,-2.7%
IND,3-4,21,-11.7%,21,-11.4%,20,-4.1%,19,-4.1%,20,5.9%,20,5.9%,20,-1.7%,18,-1.4%
DAL,2-4,22,-12.3%,22,-13.3%,19,-4.1%,20,-4.1%,14,2.1%,14,2.8%,27,-6.2%,27,-6.4%
TEN,1-5,23,-15.3%,23,-15.9%,29,-15.3%,29,-15.8%,9,-3.7%,9,-3.1%,23,-3.7%,23,-3.2%
CLE,2-5,24,-16.8%,24,-17.2%,24,-9.7%,24,-9.7%,28,12.7%,29,12.9%,3,5.7%,3,5.4%
TB,2-4,25,-18.2%,25,-17.3%,26,-12.8%,26,-11.6%,17,4.0%,18,4.0%,18,-1.4%,19,-1.7%
JAX,2-5,26,-19.3%,26,-19.8%,21,-6.0%,22,-6.0%,21,6.1%,22,6.5%,29,-7.3%,29,-7.3%
DET,1-6,27,-20.7%,27,-20.5%,25,-11.2%,25,-11.1%,26,7.8%,25,7.7%,19,-1.7%,20,-1.7%
MIN,4-2,28,-21.2%,28,-20.7%,27,-13.7%,27,-13.8%,23,7.0%,21,6.4%,14,-0.5%,15,-0.5%
SD,2-5,29,-21.6%,29,-21.9%,15,2.3%,15,2.2%,31,15.3%,31,15.7%,32,-8.6%,32,-8.5%
CHI,2-4,30,-27.5%,30,-26.8%,23,-8.3%,23,-8.4%,30,13.7%,30,13.0%,25,-5.4%,25,-5.4%
HOU,2-5,31,-30.4%,31,-30.3%,28,-13.9%,28,-13.8%,27,8.1%,27,8.1%,31,-8.5%,31,-8.4%
SF,2-5,32,-41.0%,32,-41.2%,31,-19.5%,31,-20.1%,32,17.7%,32,17.5%,24,-3.8%,24,-3.6%
