Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
ARI,13-2,1,37.5%,2,33.5%,1,20.3%,2,19.6%,2,-18.9%,2,-16.9%,21,-1.7%,25,-3.0%
SEA,9-6,2,33.0%,1,43.3%,4,19.1%,1,27.0%,6,-11.0%,4,-15.0%,6,2.9%,14,1.3%
NE,12-3,3,27.5%,5,23.0%,5,18.2%,5,14.2%,9,-4.9%,9,-5.6%,3,4.4%,8,3.2%
CIN,11-4,4,26.5%,7,21.7%,2,20.3%,4,15.8%,11,-4.3%,14,-3.5%,10,1.9%,10,2.3%
KC,10-5,5,25.0%,3,30.1%,6,13.4%,6,13.9%,7,-8.9%,5,-14.0%,8,2.6%,12,2.2%
CAR,14-1,6,22.8%,4,25.6%,9,8.8%,8,10.9%,3,-17.2%,3,-16.0%,26,-3.2%,21,-1.4%
PIT,9-6,7,19.4%,6,22.4%,3,19.9%,3,18.9%,16,0.6%,16,-1.3%,16,0.2%,11,2.2%
DEN,11-4,8,17.2%,8,16.4%,24,-8.5%,20,-4.2%,1,-25.5%,1,-22.4%,17,0.1%,22,-1.8%
NYJ,10-5,9,12.6%,10,12.7%,12,3.4%,15,4.3%,5,-11.9%,8,-10.3%,23,-2.6%,23,-1.9%
GB,10-5,10,8.9%,16,-0.7%,11,3.9%,21,-4.3%,10,-4.7%,13,-3.6%,14,0.3%,17,0.0%
MIN,10-5,11,5.4%,9,14.2%,13,1.5%,12,5.6%,14,0.0%,12,-3.7%,4,3.9%,3,5.0%
DET,6-9,12,3.2%,11,11.7%,16,0.2%,14,4.4%,12,-1.5%,11,-4.4%,12,1.5%,9,2.9%
STL,7-8,13,2.6%,18,-2.0%,30,-15.5%,30,-17.5%,4,-15.4%,7,-11.6%,7,2.7%,6,4.0%
OAK,7-8,14,0.4%,14,1.2%,15,0.3%,17,-2.6%,13,-0.2%,10,-4.6%,19,-0.1%,19,-0.8%
BUF,7-8,15,-0.7%,19,-2.3%,7,10.8%,7,12.0%,29,12.6%,31,15.2%,13,1.1%,16,0.9%
WAS,8-7,16,-0.8%,12,7.0%,14,1.0%,13,5.2%,21,4.9%,20,3.2%,5,3.1%,2,5.0%
HOU,8-7,17,-4.2%,13,3.4%,23,-7.6%,23,-6.8%,8,-8.6%,6,-13.6%,31,-5.2%,26,-3.4%
BAL,5-10,18,-4.9%,20,-4.8%,21,-4.9%,22,-6.3%,22,6.8%,21,6.3%,1,6.8%,1,7.8%
CHI,6-9,19,-6.1%,15,0.4%,10,7.1%,10,9.5%,25,10.4%,24,8.7%,25,-2.7%,18,-0.4%
NYG,6-9,20,-8.8%,21,-9.8%,20,-4.0%,19,-3.7%,24,9.6%,26,10.3%,2,4.8%,4,4.3%
TB,6-9,21,-8.8%,17,-1.7%,19,-2.0%,11,6.6%,18,2.1%,18,2.2%,30,-4.8%,32,-6.1%
ATL,8-7,22,-10.8%,23,-15.9%,22,-6.5%,25,-11.5%,20,2.5%,19,3.1%,22,-1.8%,20,-1.3%
PHI,6-9,23,-13.2%,26,-17.9%,27,-12.8%,27,-14.2%,19,2.4%,22,7.6%,9,2.0%,5,4.0%
JAX,5-10,24,-13.5%,22,-14.7%,18,-0.9%,16,-0.8%,28,11.4%,30,15.1%,20,-1.3%,15,1.2%
IND,7-8,25,-16.2%,24,-16.8%,31,-16.0%,31,-19.9%,15,0.2%,15,-1.8%,18,0.0%,13,1.4%
DAL,4-11,26,-16.5%,27,-18.2%,32,-17.3%,32,-21.0%,17,0.9%,17,0.9%,11,1.7%,7,3.7%
SD,4-11,27,-17.1%,28,-18.2%,17,0.0%,18,-3.6%,27,11.3%,25,9.8%,32,-5.8%,31,-4.8%
NO,6-9,28,-17.5%,25,-17.6%,8,9.0%,9,10.5%,32,22.5%,32,24.2%,27,-4.0%,30,-3.9%
CLE,3-12,29,-22.6%,29,-22.5%,25,-9.6%,24,-8.2%,30,13.1%,27,11.8%,15,0.2%,24,-2.6%
MIA,5-10,30,-26.5%,31,-30.2%,26,-10.0%,26,-11.7%,31,13.8%,29,15.1%,24,-2.7%,27,-3.4%
TEN,3-12,31,-27.4%,32,-34.0%,28,-14.6%,29,-15.7%,23,8.7%,28,14.6%,29,-4.1%,29,-3.6%
SF,4-11,32,-29.7%,30,-27.2%,29,-14.7%,28,-15.4%,26,11.0%,23,8.3%,28,-4.0%,28,-3.6%
