Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
TEN,1-0,1,76.0%,1,76.0%,7,34.9%,7,34.9%,2,-42.4%,2,-42.4%,17,-1.4%,17,-1.4%
ARI,1-0,2,72.8%,2,72.8%,2,53.2%,2,53.2%,10,-14.3%,10,-14.3%,5,5.3%,5,5.3%
BUF,1-0,3,63.4%,3,63.4%,3,50.6%,3,50.6%,19,5.8%,19,5.8%,1,18.7%,1,18.7%
CIN,1-0,4,57.4%,4,57.4%,6,40.8%,6,40.8%,6,-22.6%,6,-22.6%,22,-6.0%,22,-6.0%
NYJ,1-0,5,56.1%,5,56.1%,9,24.9%,9,24.9%,5,-33.5%,5,-33.5%,18,-2.3%,18,-2.3%
GB,1-0,6,54.1%,6,54.1%,1,56.6%,1,56.6%,20,7.1%,20,7.1%,9,4.6%,9,4.6%
SF,1-0,7,52.2%,7,52.2%,5,42.7%,5,42.7%,7,-22.5%,7,-22.5%,27,-13.1%,27,-13.1%
KC,1-0,8,24.0%,8,24.0%,10,19.5%,10,19.5%,15,-3.7%,15,-3.7%,13,0.8%,13,0.8%
NE,1-0,9,22.1%,9,22.1%,4,44.6%,4,44.6%,25,26.7%,25,26.7%,11,4.1%,11,4.1%
SD,1-0,10,20.4%,10,20.4%,11,18.5%,11,18.5%,11,-13.5%,11,-13.5%,26,-11.5%,26,-11.5%
STL,1-0,11,17.5%,11,17.5%,15,3.1%,15,3.1%,9,-19.4%,9,-19.4%,21,-5.0%,21,-5.0%
DEN,1-0,12,12.6%,12,12.6%,30,-49.3%,30,-49.3%,1,-56.8%,1,-56.8%,7,5.1%,7,5.1%
ATL,1-0,13,12.4%,13,12.4%,16,-1.1%,16,-1.1%,13,-9.4%,13,-9.4%,10,4.2%,10,4.2%
DAL,1-0,14,11.4%,14,11.4%,14,3.1%,14,3.1%,12,-11.8%,12,-11.8%,19,-3.5%,19,-3.5%
CAR,1-0,15,9.2%,15,9.2%,24,-16.7%,24,-16.7%,4,-37.1%,4,-37.1%,25,-11.3%,25,-11.3%
MIA,1-0,16,8.1%,16,8.1%,17,-2.6%,17,-2.6%,17,-0.5%,17,-0.5%,2,10.2%,2,10.2%
NYG,0-1,17,-2.7%,17,-2.7%,22,-11.1%,22,-11.1%,18,0.5%,18,0.5%,3,8.9%,3,8.9%
BAL,0-1,18,-13.1%,18,-13.1%,31,-57.4%,31,-57.4%,3,-39.0%,3,-39.0%,6,5.3%,6,5.3%
PHI,0-1,19,-14.3%,19,-14.3%,19,-5.8%,19,-5.8%,16,-1.1%,16,-1.1%,24,-9.6%,24,-9.6%
DET,0-1,20,-15.4%,20,-15.4%,20,-6.2%,20,-6.2%,23,14.0%,23,14.0%,8,4.7%,8,4.7%
PIT,0-1,21,-19.3%,21,-19.3%,8,29.4%,8,29.4%,27,34.3%,27,34.3%,28,-14.4%,28,-14.4%
WAS,0-1,22,-26.1%,22,-26.1%,21,-9.2%,21,-9.2%,14,-3.8%,14,-3.8%,32,-20.8%,32,-20.8%
SEA,0-1,23,-26.3%,23,-26.3%,25,-19.0%,25,-19.0%,21,7.6%,21,7.6%,15,0.2%,15,0.2%
JAX,0-1,24,-30.8%,24,-30.8%,27,-35.6%,27,-35.6%,8,-20.7%,8,-20.7%,29,-15.9%,29,-15.9%
HOU,0-1,25,-32.5%,25,-32.5%,18,-4.2%,18,-4.2%,22,10.5%,22,10.5%,30,-17.8%,30,-17.8%
CHI,0-1,26,-41.3%,26,-41.3%,13,5.3%,13,5.3%,32,49.1%,32,49.1%,12,2.5%,12,2.5%
IND,0-1,27,-46.3%,27,-46.3%,12,11.9%,12,11.9%,29,39.8%,29,39.8%,31,-18.4%,31,-18.4%
NO,0-1,28,-57.9%,28,-57.9%,23,-12.3%,23,-12.3%,31,41.9%,31,41.9%,20,-3.8%,20,-3.8%
CLE,0-1,29,-62.2%,29,-62.2%,28,-40.7%,28,-40.7%,24,21.6%,24,21.6%,16,0.2%,16,0.2%
MIN,0-1,30,-70.7%,30,-70.7%,26,-22.6%,26,-22.6%,30,41.4%,30,41.4%,23,-6.7%,23,-6.7%
OAK,0-1,31,-74.1%,31,-74.1%,29,-40.8%,29,-40.8%,26,34.0%,26,34.0%,14,0.7%,14,0.7%
TB,0-1,32,-107.8%,32,-107.8%,32,-78.9%,32,-78.9%,28,35.5%,28,35.5%,4,6.6%,4,6.6%
