Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
NE,10-0,1,33.7%,1,31.3%,2,20.8%,2,17.5%,10,-4.9%,10,-5.6%,1,8.0%,1,8.2%
ARI,8-2,2,32.4%,3,28.8%,3,17.8%,3,17.2%,4,-15.0%,4,-12.9%,14,-0.5%,16,-1.2%
CIN,8-2,3,28.3%,4,27.0%,1,22.2%,1,20.3%,11,-3.3%,12,-3.1%,10,2.8%,8,3.6%
CAR,10-0,4,27.3%,2,30.3%,7,10.2%,7,11.4%,2,-21.7%,1,-22.4%,28,-4.7%,25,-3.5%
SEA,5-5,5,22.6%,6,25.1%,6,10.5%,5,13.1%,7,-7.5%,7,-9.1%,3,4.6%,9,3.0%
KC,5-5,6,19.8%,5,26.5%,8,9.8%,6,11.9%,8,-6.5%,5,-10.9%,7,3.6%,5,3.7%
PIT,6-4,7,14.1%,7,14.3%,4,16.6%,4,15.1%,15,-0.1%,16,-1.4%,20,-2.6%,20,-2.2%
GB,7-3,8,11.7%,11,5.3%,5,13.6%,8,10.0%,18,0.9%,19,3.3%,16,-1.0%,17,-1.4%
DEN,8-2,9,11.4%,8,11.3%,30,-16.2%,30,-14.4%,1,-23.7%,2,-22.0%,6,3.8%,6,3.7%
NYJ,5-5,10,8.3%,9,6.8%,16,-1.0%,17,-1.1%,5,-12.3%,6,-9.9%,22,-2.9%,19,-2.1%
BUF,5-5,11,8.0%,10,6.5%,9,9.7%,10,8.6%,19,2.5%,20,3.4%,11,0.8%,11,1.2%
NYG,5-5,12,0.9%,12,1.5%,15,-0.2%,16,0.2%,21,4.1%,22,4.7%,2,5.2%,2,5.9%
ATL,6-4,13,-1.8%,16,-4.1%,17,-1.3%,20,-5.0%,12,-3.0%,11,-4.6%,25,-3.5%,27,-3.6%
OAK,4-6,14,-2.9%,14,-1.9%,11,7.0%,9,8.7%,27,8.7%,26,8.4%,18,-1.2%,21,-2.2%
PHI,4-6,15,-3.0%,15,-3.3%,26,-10.7%,26,-10.2%,6,-9.5%,8,-8.6%,19,-1.8%,18,-1.8%
STL,4-6,16,-3.1%,18,-5.0%,32,-22.8%,32,-24.7%,3,-19.9%,3,-20.4%,13,-0.2%,13,-0.6%
TB,5-5,17,-3.8%,13,1.0%,18,-3.0%,14,1.9%,14,-2.5%,14,-2.3%,23,-3.3%,23,-3.2%
MIN,7-3,18,-7.4%,17,-5.0%,22,-5.2%,19,-4.6%,22,5.2%,21,4.1%,9,3.0%,7,3.7%
BAL,3-7,19,-7.6%,23,-8.3%,19,-4.0%,18,-4.1%,26,8.1%,27,9.1%,4,4.5%,3,4.9%
IND,5-5,20,-7.7%,20,-5.8%,23,-6.9%,23,-7.0%,16,-0.1%,15,-1.9%,15,-0.8%,14,-0.7%
WAS,4-6,21,-8.0%,22,-7.4%,20,-4.3%,21,-5.2%,24,7.2%,25,6.7%,8,3.5%,4,4.5%
HOU,5-5,22,-8.1%,21,-6.0%,24,-7.2%,24,-7.5%,9,-5.8%,9,-7.0%,31,-6.6%,31,-5.4%
DAL,3-7,23,-9.5%,24,-10.2%,25,-8.0%,25,-9.4%,17,0.5%,17,0.0%,17,-1.0%,15,-0.7%
MIA,4-6,24,-10.1%,19,-5.8%,13,0.9%,13,4.3%,25,8.1%,24,6.5%,21,-2.9%,26,-3.6%
TEN,2-8,25,-14.1%,28,-15.3%,27,-12.3%,28,-13.6%,13,-2.9%,13,-2.4%,29,-4.7%,29,-4.1%
JAX,4-6,26,-14.4%,26,-14.8%,21,-4.5%,22,-5.5%,23,6.0%,23,5.9%,27,-4.0%,24,-3.4%
CHI,4-6,27,-14.9%,25,-10.5%,12,2.8%,12,5.5%,28,11.0%,28,9.9%,32,-6.7%,32,-6.1%
DET,3-7,28,-15.4%,27,-14.8%,29,-13.4%,29,-14.0%,20,2.6%,18,1.8%,12,0.6%,12,1.0%
NO,4-6,29,-16.0%,29,-17.6%,10,8.6%,11,8.4%,32,21.1%,32,22.3%,26,-3.5%,28,-3.7%
SD,2-8,30,-22.9%,30,-23.0%,14,0.4%,15,0.6%,30,17.4%,30,18.3%,30,-5.9%,30,-5.2%
CLE,2-8,31,-24.2%,31,-24.2%,28,-13.3%,27,-12.9%,29,14.7%,29,14.0%,5,3.8%,10,2.7%
SF,3-7,32,-41.0%,32,-39.9%,31,-17.5%,31,-16.7%,31,20.0%,31,20.4%,24,-3.4%,22,-2.9%
