Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
CIN,9-2,1,31.2%,4,28.9%,1,24.1%,1,21.7%,9,-4.3%,9,-3.8%,7,2.8%,6,3.5%
NE,10-1,2,30.0%,5,27.2%,2,20.4%,4,17.6%,11,-2.4%,12,-2.5%,1,7.2%,2,7.1%
KC,6-5,3,27.7%,1,35.6%,4,16.5%,3,19.2%,7,-7.8%,4,-12.7%,6,3.5%,5,3.8%
ARI,9-2,4,27.7%,6,22.3%,6,13.9%,7,11.7%,4,-14.0%,6,-11.4%,13,-0.3%,17,-0.8%
SEA,6-5,5,27.3%,2,31.0%,5,16.3%,2,20.2%,8,-6.6%,8,-7.7%,4,4.3%,7,3.1%
CAR,11-0,6,25.7%,3,29.1%,10,7.4%,10,8.6%,2,-22.8%,1,-23.9%,28,-4.5%,26,-3.3%
DEN,9-2,7,16.5%,7,16.7%,26,-11.3%,26,-8.2%,1,-25.4%,2,-22.9%,8,2.4%,9,2.0%
GB,7-4,8,14.6%,10,7.5%,7,12.9%,9,9.3%,12,-2.3%,19,0.9%,17,-0.6%,18,-0.9%
PIT,6-5,9,12.7%,8,13.6%,3,16.9%,5,16.2%,20,1.8%,18,0.7%,21,-2.3%,19,-1.9%
NYJ,6-5,10,9.8%,9,8.6%,15,-0.4%,15,-0.5%,5,-11.9%,7,-9.6%,19,-1.7%,15,-0.5%
OAK,5-6,11,3.6%,11,5.6%,8,10.7%,6,13.5%,23,5.8%,23,5.6%,18,-1.3%,21,-2.3%
BUF,5-6,12,3.2%,13,2.6%,9,8.8%,8,9.4%,24,6.1%,24,7.5%,12,0.5%,11,0.6%
MIN,8-3,13,1.5%,12,5.5%,14,0.1%,14,1.5%,17,0.2%,13,-1.8%,9,1.6%,8,2.2%
STL,4-7,14,-3.7%,20,-5.8%,32,-22.0%,32,-23.5%,3,-18.6%,3,-18.2%,14,-0.3%,14,-0.5%
TB,5-6,15,-3.7%,20,-5.8%,32,-22.0%,32,-23.5%,3,-18.6%,3,-18.2%,14,-0.3%,14,-0.5%
DET,4-7,16,-3.7%,14,-0.4%,23,-6.0%,18,-4.8%,13,-1.5%,10,-3.1%,11,0.8%,10,1.3%
HOU,6-5,17,-5.7%,15,-1.3%,24,-7.3%,23,-7.5%,6,-8.4%,5,-11.8%,32,-6.8%,31,-5.6%
BAL,4-7,18,-5.9%,21,-6.7%,18,-4.8%,19,-5.2%,27,7.7%,27,8.8%,2,6.6%,1,7.3%
WAS,5-6,19,-6.3%,18,-4.3%,20,-5.0%,20,-5.3%,21,4.9%,21,4.1%,5,3.7%,3,5.1%
ATL,6-5,20,-7.0%,22,-9.7%,17,-4.3%,25,-7.8%,16,0.0%,15,-0.7%,23,-2.8%,23,-2.6%
IND,6-5,21,-7.7%,19,-5.0%,25,-7.8%,24,-7.7%,15,-0.5%,11,-2.9%,15,-0.4%,13,-0.1%
CHI,5-6,22,-8.2%,17,-4.0%,13,3.6%,11,5.9%,22,5.7%,22,4.2%,31,-6.1%,32,-5.7%
NYG,5-6,23,-8.3%,23,-10.2%,22,-5.5%,22,-6.6%,25,7.4%,26,8.5%,3,4.6%,4,5.0%
PHI,4-7,24,-13.6%,26,-16.7%,29,-14.2%,29,-15.0%,10,-2.7%,16,-0.5%,20,-2.1%,20,-2.3%
DAL,3-8,25,-16.4%,24,-16.0%,30,-15.1%,31,-16.6%,19,0.8%,17,-0.3%,16,-0.5%,12,0.3%
JAX,4-7,26,-16.7%,27,-17.9%,21,-5.1%,21,-6.5%,26,7.6%,25,8.4%,27,-4.0%,25,-3.0%
SD,3-8,27,-17.6%,28,-18.0%,11,4.2%,12,4.1%,30,15.7%,31,16.8%,30,-6.0%,30,-5.3%
MIA,4-7,28,-18.0%,25,-16.5%,16,-3.3%,17,-1.5%,28,11.0%,28,10.4%,25,-3.7%,29,-4.7%
TEN,2-9,29,-18.9%,29,-22.0%,28,-14.0%,30,-15.8%,18,0.3%,20,2.0%,29,-4.6%,28,-4.2%
NO,4-7,30,-20.6%,30,-22.3%,12,4.0%,13,3.4%,32,22.1%,32,23.1%,22,-2.5%,22,-2.6%
CLE,2-9,31,-24.5%,31,-25.0%,27,-12.3%,27,-12.4%,29,13.3%,29,12.0%,10,1.1%,16,-0.5%
SF,3-8,32,-35.0%,32,-32.8%,31,-15.2%,28,-14.4%,31,16.5%,30,15.7%,24,-3.2%,24,-2.7%
