Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
NE,4-0,1,55.0%,1,55.0%,1,38.1%,1,38.1%,9,-8.8%,9,-8.8%,3,8.1%,3,8.1%
ARI,4-1,2,54.3%,2,54.3%,3,25.4%,3,25.4%,3,-25.4%,3,-25.4%,6,3.5%,6,3.5%
GB,5-0,3,37.7%,3,37.7%,5,20.9%,5,20.9%,5,-16.7%,5,-16.7%,13,0.1%,13,0.1%
CIN,5-0,4,32.2%,4,32.2%,2,32.3%,2,32.3%,16,0.0%,16,0.0%,14,-0.1%,14,-0.1%
PIT,3-2,5,17.3%,5,17.3%,4,22.0%,4,22.0%,18,0.7%,18,0.7%,23,-3.9%,23,-3.9%
NYJ,3-1,6,14.6%,6,14.6%,21,-3.8%,21,-3.8%,2,-26.3%,2,-26.3%,27,-7.9%,27,-7.9%
NYG,3-2,7,13.6%,7,13.6%,7,9.1%,7,9.1%,13,-2.2%,13,-2.2%,8,2.4%,8,2.4%
BUF,3-2,8,13.1%,8,13.1%,8,8.3%,8,8.3%,10,-6.1%,10,-6.1%,18,-1.3%,18,-1.3%
ATL,5-0,9,12.5%,9,12.5%,6,13.8%,6,13.8%,12,-2.6%,12,-2.6%,24,-4.0%,24,-4.0%
DEN,5-0,10,10.2%,10,10.2%,32,-26.7%,32,-26.7%,1,-32.6%,1,-32.6%,4,4.3%,4,4.3%
SEA,2-3,11,9.9%,11,9.9%,13,-1.4%,13,-1.4%,14,-1.4%,14,-1.4%,1,9.9%,1,9.9%
CAR,4-0,12,6.8%,12,6.8%,11,1.3%,11,1.3%,4,-17.2%,4,-17.2%,31,-11.6%,31,-11.6%
PHI,2-3,13,6.7%,13,6.7%,22,-4.6%,22,-4.6%,7,-12.1%,7,-12.1%,15,-0.9%,15,-0.9%
TEN,1-3,14,1.0%,14,1.0%,16,-2.0%,16,-2.0%,8,-10.7%,8,-10.7%,26,-7.8%,26,-7.8%
WAS,2-3,15,-0.2%,15,-0.2%,17,-2.2%,17,-2.2%,11,-3.3%,11,-3.3%,17,-1.2%,17,-1.2%
STL,2-3,16,-3.3%,16,-3.3%,30,-19.7%,30,-19.7%,6,-16.3%,6,-16.3%,12,0.1%,12,0.1%
BAL,1-4,17,-4.6%,17,-4.6%,14,-1.8%,14,-1.8%,20,6.6%,20,6.6%,5,3.8%,5,3.8%
OAK,2-3,18,-4.7%,18,-4.7%,15,-1.9%,15,-1.9%,19,5.2%,19,5.2%,7,2.4%,7,2.4%
DAL,2-3,19,-8.6%,19,-8.6%,24,-5.3%,24,-5.3%,17,0.3%,17,0.3%,22,-2.9%,22,-2.9%
CLE,2-3,20,-10.5%,20,-10.5%,19,-3.5%,19,-3.5%,27,15.2%,27,15.2%,2,8.2%,2,8.2%
IND,3-2,21,-12.1%,21,-12.1%,23,-5.0%,23,-5.0%,22,7.8%,22,7.8%,11,0.7%,11,0.7%
MIN,2-2,22,-12.8%,22,-12.8%,20,-3.8%,20,-3.8%,21,7.6%,21,7.6%,19,-1.4%,19,-1.4%
SD,2-3,23,-14.5%,23,-14.5%,10,2.8%,10,2.8%,24,9.0%,24,9.0%,29,-8.3%,29,-8.3%
KC,1-4,24,-16.8%,24,-16.8%,12,-0.6%,12,-0.6%,29,17.8%,29,17.8%,10,1.5%,10,1.5%
NO,1-4,25,-18.0%,25,-18.0%,9,3.4%,9,3.4%,31,19.8%,31,19.8%,20,-1.6%,20,-1.6%
JAX,1-4,26,-21.3%,26,-21.3%,18,-3.0%,18,-3.0%,26,10.4%,26,10.4%,28,-7.9%,28,-7.9%
TB,2-3,27,-22.8%,27,-22.8%,31,-22.0%,31,-22.0%,15,-1.3%,15,-1.3%,21,-2.1%,21,-2.1%
DET,0-5,28,-26.2%,28,-26.2%,28,-14.9%,28,-14.9%,25,10.1%,25,10.1%,16,-1.1%,16,-1.1%
MIA,1-3,29,-30.5%,29,-30.5%,26,-13.0%,26,-13.0%,30,19.1%,30,19.1%,9,1.5%,9,1.5%
HOU,1-4,30,-33.7%,30,-33.7%,27,-13.1%,27,-13.1%,23,8.8%,23,8.8%,32,-11.8%,32,-11.8%
CHI,2-3,31,-35.6%,31,-35.6%,25,-10.1%,25,-10.1%,28,17.0%,28,17.0%,30,-8.4%,30,-8.4%
SF,1-4,32,-44.7%,32,-44.7%,29,-17.4%,29,-17.4%,32,21.8%,32,21.8%,25,-5.5%,25,-5.5%
