Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
ARI,4-2,1,47.2%,1,46.9%,3,23.4%,3,23.1%,3,-22.1%,3,-22.2%,8,1.7%,8,1.6%
NE,5-0,2,43.6%,2,43.7%,2,33.0%,2,32.6%,8,-3.8%,8,-4.2%,3,6.9%,3,6.9%
GB,6-0,3,36.0%,3,35.9%,4,22.0%,4,21.6%,7,-12.5%,7,-12.9%,9,1.5%,9,1.5%
CIN,6-0,4,33.7%,4,33.2%,1,34.4%,1,34.3%,18,3.3%,18,3.8%,5,2.6%,5,2.8%
NYJ,4-1,5,26.4%,5,26.0%,9,6.1%,9,5.9%,2,-29.1%,2,-29.0%,31,-8.8%,31,-9.0%
PIT,4-2,6,18.5%,6,18.7%,5,20.8%,5,20.5%,16,0.9%,15,0.5%,18,-1.5%,18,-1.2%
PHI,3-3,7,15.7%,7,16.2%,19,-4.1%,19,-4.1%,4,-20.2%,4,-20.4%,15,-0.4%,16,-0.2%
SEA,2-4,8,11.0%,8,11.7%,12,1.6%,12,1.9%,11,-0.9%,10,-1.2%,1,8.5%,1,8.7%
BUF,3-3,9,10.9%,9,10.2%,6,12.8%,6,12.4%,13,-0.4%,12,-0.5%,20,-2.3%,20,-2.6%
CAR,5-0,10,7.6%,10,7.8%,11,2.6%,11,3.1%,6,-13.6%,6,-13.2%,30,-8.6%,30,-8.5%
DEN,6-0,11,5.2%,11,5.3%,32,-27.9%,32,-27.3%,1,-31.7%,1,-31.3%,10,1.4%,10,1.4%
ATL,5-1,12,3.6%,12,3.3%,7,10.1%,7,10.2%,14,0.1%,14,0.3%,27,-6.4%,27,-6.6%
NYG,3-3,13,0.2%,13,0.3%,15,-1.8%,15,-1.6%,12,-0.6%,11,-0.7%,11,1.4%,11,1.3%
STL,2-3,14,-2.8%,14,-3.3%,30,-20.4%,30,-21.0%,5,-17.5%,5,-17.4%,13,0.1%,14,0.3%
BAL,1-5,15,-5.0%,15,-5.0%,16,-2.3%,16,-1.8%,23,7.3%,23,7.8%,4,4.5%,4,4.5%
WAS,2-4,16,-6.2%,17,-5.7%,18,-4.0%,18,-3.8%,17,1.7%,17,1.8%,16,-0.5%,15,-0.2%
OAK,2-3,17,-6.6%,16,-5.5%,17,-3.3%,17,-2.4%,20,5.8%,20,5.5%,6,2.4%,6,2.5%
KC,1-5,18,-6.8%,19,-7.2%,13,-0.4%,13,-0.6%,25,8.7%,25,8.9%,7,2.3%,7,2.4%
IND,3-3,19,-7.3%,18,-7.0%,14,-0.8%,14,-1.0%,21,6.6%,21,6.3%,14,0.1%,12,0.4%
DAL,2-3,20,-9.1%,20,-9.7%,21,-5.6%,22,-5.9%,15,0.6%,16,0.9%,22,-2.9%,21,-2.9%
CLE,2-4,21,-11.0%,21,-10.5%,23,-7.4%,23,-7.1%,28,11.1%,28,11.0%,2,7.5%,2,7.6%
MIA,2-3,22,-12.8%,22,-13.3%,20,-4.5%,20,-4.5%,26,8.9%,26,9.1%,12,0.5%,13,0.3%
SD,2-4,23,-13.4%,23,-13.7%,10,5.5%,10,5.3%,27,10.5%,27,10.8%,29,-8.3%,29,-8.3%
NO,2-4,24,-15.6%,24,-15.4%,8,6.1%,8,6.2%,31,17.1%,31,17.0%,23,-4.6%,23,-4.6%
TEN,1-4,25,-16.3%,25,-18.0%,27,-12.4%,27,-13.1%,9,-1.1%,13,-0.2%,24,-5.0%,24,-5.1%
MIN,3-2,26,-22.4%,26,-21.2%,28,-14.6%,28,-14.2%,22,7.2%,22,6.5%,17,-0.6%,17,-0.5%
DET,1-5,27,-22.8%,28,-22.8%,26,-11.9%,26,-11.9%,24,7.9%,24,7.9%,21,-2.9%,22,-3.1%
HOU,2-4,28,-24.2%,29,-23.8%,25,-9.4%,24,-9.4%,19,4.5%,19,4.3%,32,-10.2%,32,-10.1%
TB,2-3,29,-24.4%,27,-22.7%,31,-23.3%,31,-22.1%,10,-1.0%,9,-1.7%,19,-2.1%,19,-2.3%
JAX,1-5,30,-25.8%,30,-25.9%,22,-6.1%,21,-5.7%,29,12.2%,29,12.7%,28,-7.5%,28,-7.4%
CHI,2-4,31,-29.8%,31,-29.9%,24,-9.2%,25,-9.5%,30,15.2%,30,14.8%,25,-5.4%,26,-5.6%
SF,2-4,32,-40.2%,32,-41.3%,29,-14.9%,29,-15.7%,32,19.8%,32,20.2%,26,-5.6%,25,-5.5%
