Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
ARI,3-1,1,52.0%,1,52.0%,5,22.7%,5,22.7%,2,-25.9%,2,-25.9%,6,3.4%,6,3.4%
NE,3-0,2,49.2%,2,49.2%,1,44.7%,1,44.7%,17,1.9%,17,1.9%,3,6.4%,3,6.4%
CIN,4-0,3,41.0%,3,41.0%,2,38.9%,2,38.9%,10,-4.8%,10,-4.8%,21,-2.7%,21,-2.7%
GB,4-0,4,38.6%,4,38.6%,3,31.9%,3,31.9%,9,-6.4%,9,-6.4%,12,0.3%,12,0.3%
ATL,4-0,5,22.1%,5,22.1%,4,24.7%,4,24.7%,18,2.3%,18,2.3%,13,-0.4%,13,-0.4%
PIT,2-2,6,16.6%,6,16.6%,6,22.2%,6,22.2%,14,-0.9%,14,-0.9%,24,-6.4%,24,-6.4%
DEN,4-0,7,16.0%,7,16.0%,30,-24.2%,30,-24.2%,1,-34.6%,1,-34.6%,4,5.6%,4,5.6%
NYJ,3-1,8,14.5%,8,14.5%,17,-2.4%,17,-2.4%,3,-24.7%,3,-24.7%,27,-7.9%,27,-7.9%
BUF,2-2,9,13.3%,9,13.3%,7,10.7%,7,10.7%,12,-3.6%,12,-3.6%,16,-1.1%,16,-1.1%
SEA,2-2,10,8.8%,10,8.8%,21,-7.1%,21,-7.1%,13,-1.7%,13,-1.7%,1,14.2%,1,14.2%
CAR,4-0,11,8.6%,11,8.6%,10,3.6%,10,3.6%,4,-16.6%,4,-16.6%,30,-11.6%,30,-11.6%
STL,2-2,12,8.1%,12,8.1%,20,-6.4%,20,-6.4%,6,-11.2%,6,-11.2%,7,3.3%,7,3.3%
NYG,2-2,13,6.9%,13,6.9%,15,-1.6%,15,-1.6%,8,-6.5%,8,-6.5%,10,2.1%,10,2.1%
DAL,2-2,14,1.3%,14,1.3%,9,5.1%,9,5.1%,16,1.3%,16,1.3%,20,-2.6%,20,-2.6%
OAK,2-2,15,-1.6%,15,-1.6%,11,2.4%,11,2.4%,25,9.3%,25,9.3%,5,5.3%,5,5.3%
PHI,1-3,16,-1.6%,16,-1.6%,26,-13.0%,26,-13.0%,5,-14.2%,5,-14.2%,22,-2.8%,22,-2.8%
TEN,1-2,17,-1.8%,17,-1.8%,13,1.1%,13,1.1%,7,-7.6%,7,-7.6%,29,-10.5%,29,-10.5%
BAL,1-3,18,-2.8%,18,-2.8%,19,-5.4%,19,-5.4%,15,-0.3%,15,-0.3%,9,2.4%,9,2.4%
WAS,2-2,19,-7.5%,19,-7.5%,14,0.9%,14,0.9%,24,6.9%,24,6.9%,18,-1.5%,18,-1.5%
MIN,2-2,20,-10.0%,20,-10.0%,16,-2.3%,16,-2.3%,22,6.3%,22,6.3%,17,-1.4%,17,-1.4%
DET,0-4,21,-12.7%,21,-12.7%,24,-8.2%,24,-8.2%,19,3.5%,19,3.5%,15,-1.0%,15,-1.0%
NO,1-3,22,-12.8%,22,-12.8%,8,5.3%,8,5.3%,28,17.3%,28,17.3%,14,-0.7%,14,-0.7%
IND,2-2,23,-15.6%,23,-15.6%,23,-7.9%,23,-7.9%,21,6.0%,21,6.0%,19,-1.6%,19,-1.6%
CLE,1-3,24,-16.2%,24,-16.2%,25,-12.4%,25,-12.4%,27,14.9%,27,14.9%,2,11.1%,2,11.1%
SD,2-2,25,-19.3%,25,-19.3%,12,1.2%,12,1.2%,26,10.4%,26,10.4%,28,-10.2%,28,-10.2%
JAX,1-3,26,-19.4%,26,-19.4%,22,-7.3%,22,-7.3%,20,5.0%,20,5.0%,26,-7.1%,26,-7.1%
KC,1-3,27,-20.4%,27,-20.4%,18,-3.6%,18,-3.6%,31,20.0%,31,20.0%,8,3.3%,8,3.3%
MIA,1-3,28,-31.0%,28,-31.0%,28,-14.2%,28,-14.2%,30,18.3%,30,18.3%,11,1.5%,11,1.5%
TB,1-3,29,-35.2%,29,-35.2%,32,-33.6%,32,-33.6%,11,-4.1%,11,-4.1%,23,-5.6%,23,-5.6%
HOU,1-3,30,-38.1%,30,-38.1%,29,-18.0%,29,-18.0%,23,6.6%,23,6.6%,32,-13.4%,32,-13.4%
CHI,1-3,31,-46.2%,31,-46.2%,27,-14.2%,27,-14.2%,32,20.3%,32,20.3%,31,-11.7%,31,-11.7%
SF,1-3,32,-50.3%,32,-50.3%,31,-26.0%,31,-26.0%,29,17.3%,29,17.3%,25,-7.0%,25,-7.0%
