Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
ARI,3-0,1,80.2%,1,80.2%,3,38.9%,3,38.9%,2,-35.5%,2,-35.5%,5,5.8%,5,5.8%
GB,3-0,2,46.4%,2,46.4%,1,43.2%,1,43.2%,12,-0.2%,12,-0.2%,6,3.1%,6,3.1%
NE,3-0,3,44.7%,3,44.7%,2,42.1%,2,42.1%,20,3.9%,20,3.9%,3,6.4%,3,6.4%
CIN,3-0,4,36.7%,4,36.7%,5,28.9%,5,28.9%,8,-10.7%,8,-10.7%,21,-2.9%,21,-2.9%
BUF,2-1,5,26.0%,5,26.0%,6,27.2%,6,27.2%,14,1.9%,14,1.9%,12,0.7%,12,0.7%
PIT,2-1,6,23.4%,6,23.4%,4,33.3%,4,33.3%,21,4.0%,21,4.0%,27,-6.0%,27,-6.0%
DEN,3-0,7,22.6%,7,22.6%,31,-24.2%,31,-24.2%,1,-40.7%,1,-40.7%,4,6.2%,4,6.2%
ATL,3-0,8,18.7%,8,18.7%,7,23.6%,7,23.6%,17,3.6%,17,3.6%,18,-1.2%,18,-1.2%
CAR,3-0,9,18.2%,9,18.2%,9,11.7%,9,11.7%,4,-19.6%,4,-19.6%,30,-13.1%,30,-13.1%
NYJ,2-1,10,17.8%,10,17.8%,20,-11.2%,20,-11.2%,3,-33.2%,3,-33.2%,23,-4.2%,23,-4.2%
SEA,1-2,11,10.3%,11,10.3%,14,-3.6%,14,-3.6%,13,1.8%,13,1.8%,1,15.8%,1,15.8%
TEN,1-2,12,8.3%,12,8.3%,12,4.2%,12,4.2%,6,-14.6%,6,-14.6%,29,-10.5%,29,-10.5%
DAL,2-1,13,6.4%,13,6.4%,11,4.6%,11,4.6%,10,-1.7%,10,-1.7%,15,0.2%,15,0.2%
NYG,1-2,14,4.4%,14,4.4%,10,5.6%,10,5.6%,16,2.4%,16,2.4%,11,1.2%,11,1.2%
OAK,2-1,15,1.7%,15,1.7%,8,12.5%,8,12.5%,28,13.9%,28,13.9%,7,3.0%,7,3.0%
STL,1-2,16,1.3%,16,1.3%,22,-12.4%,22,-12.4%,7,-11.5%,7,-11.5%,8,2.2%,8,2.2%
MIN,2-1,17,-0.3%,17,-0.3%,13,3.2%,13,3.2%,23,4.9%,23,4.9%,10,1.4%,10,1.4%
PHI,1-2,18,-6.3%,18,-6.3%,27,-20.3%,27,-20.3%,5,-17.4%,5,-17.4%,22,-3.4%,22,-3.4%
WAS,1-2,19,-7.1%,19,-7.1%,15,-4.2%,15,-4.2%,15,2.3%,15,2.3%,17,-0.6%,17,-0.6%
BAL,0-3,20,-13.8%,20,-13.8%,17,-5.3%,17,-5.3%,24,8.9%,24,8.9%,14,0.3%,14,0.3%
IND,1-2,21,-17.1%,21,-17.1%,19,-8.1%,19,-8.1%,18,3.6%,18,3.6%,26,-5.4%,26,-5.4%
KC,1-2,22,-17.1%,22,-17.1%,24,-15.1%,24,-15.1%,22,4.1%,22,4.1%,9,2.1%,9,2.1%
DET,0-3,23,-18.1%,23,-18.1%,23,-14.9%,23,-14.9%,19,3.7%,19,3.7%,13,0.5%,13,0.5%
SD,1-2,24,-25.6%,24,-25.6%,16,-5.0%,16,-5.0%,25,10.9%,25,10.9%,28,-9.8%,28,-9.8%
CLE,1-2,25,-26.5%,25,-26.5%,30,-22.9%,30,-22.9%,27,13.2%,27,13.2%,2,9.6%,2,9.6%
HOU,1-2,26,-29.8%,26,-29.8%,25,-17.0%,25,-17.0%,11,-1.4%,11,-1.4%,32,-14.2%,32,-14.2%
MIA,1-2,27,-30.3%,27,-30.3%,26,-17.0%,26,-17.0%,26,12.9%,26,12.9%,16,-0.4%,16,-0.4%
NO,0-3,28,-31.0%,28,-31.0%,18,-5.5%,18,-5.5%,30,23.3%,30,23.3%,20,-2.3%,20,-2.3%
JAX,1-2,29,-33.4%,29,-33.4%,21,-11.3%,21,-11.3%,29,17.9%,29,17.9%,24,-4.2%,24,-4.2%
TB,1-2,30,-34.3%,30,-34.3%,32,-38.4%,32,-38.4%,9,-6.2%,9,-6.2%,19,-2.0%,19,-2.0%
SF,1-2,31,-50.5%,31,-50.5%,28,-21.8%,28,-21.8%,31,23.8%,31,23.8%,25,-4.9%,25,-4.9%
CHI,0-3,32,-74.9%,32,-74.9%,29,-21.8%,29,-21.8%,32,39.2%,32,39.2%,31,-13.9%,31,-13.9%
