Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
SEA,9-5,1,35.7%,1,44.8%,1,21.7%,1,30.0%,6,-11.6%,4,-14.4%,9,2.4%,16,0.4%
ARI,12-2,2,32.8%,4,28.4%,3,20.8%,3,20.8%,4,-13.8%,6,-10.1%,21,-1.8%,23,-2.6%
NE,12-2,3,28.4%,7,25.3%,4,18.2%,5,14.6%,10,-6.4%,9,-8.3%,3,3.7%,10,2.4%
CIN,11-3,4,28.2%,6,25.3%,5,17.9%,6,14.0%,8,-7.7%,10,-8.2%,8,2.7%,8,3.1%
KC,9-5,5,27.4%,2,33.9%,6,13.6%,4,14.8%,7,-11.1%,3,-16.6%,7,2.7%,9,2.5%
CAR,14-0,6,24.7%,3,29.0%,8,8.8%,8,11.1%,2,-19.5%,2,-20.4%,27,-3.7%,22,-2.5%
PIT,9-5,7,21.9%,5,25.8%,2,21.1%,2,21.4%,13,-1.0%,13,-3.1%,16,-0.1%,12,1.4%
DEN,10-4,8,16.3%,8,15.9%,25,-11.6%,21,-8.4%,1,-27.2%,1,-24.5%,14,0.7%,17,-0.2%
GB,10-4,9,13.4%,12,6.3%,9,8.7%,13,3.2%,11,-5.0%,12,-3.8%,18,-0.3%,18,-0.7%
NYJ,9-5,10,9.5%,11,8.0%,13,1.3%,17,1.1%,5,-11.7%,8,-9.7%,26,-3.5%,24,-2.7%
MIN,9-5,11,3.2%,10,9.6%,14,1.3%,11,4.5%,17,1.0%,15,-1.7%,5,2.9%,6,3.4%
DET,5-9,12,2.3%,9,10.0%,18,-2.1%,15,1.7%,12,-3.4%,11,-6.4%,13,1.0%,11,1.9%
OAK,6-8,13,2.0%,13,2.7%,12,3.9%,14,3.0%,15,0.1%,14,-2.9%,22,-1.9%,26,-3.1%
STL,6-8,14,-0.4%,20,-5.6%,31,-17.7%,30,-19.5%,3,-14.2%,7,-9.8%,4,3.1%,4,4.1%
BUF,6-8,15,-0.8%,17,-3.0%,7,10.9%,7,11.9%,29,12.8%,31,15.9%,12,1.2%,13,1.0%
WAS,7-7,16,-3.8%,14,1.8%,17,-1.7%,18,0.2%,21,4.9%,19,2.7%,6,2.8%,3,4.4%
NYG,6-8,17,-4.4%,18,-3.4%,16,0.1%,16,1.7%,27,9.6%,26,10.4%,2,5.2%,2,5.3%
BAL,4-10,18,-7.6%,21,-9.0%,21,-7.2%,23,-9.3%,22,7.0%,22,7.1%,1,6.6%,1,7.4%
HOU,7-7,19,-7.8%,16,-2.4%,23,-9.0%,22,-8.5%,9,-7.5%,5,-11.4%,32,-6.3%,32,-5.3%
CHI,5-9,20,-8.2%,19,-3.8%,11,4.2%,9,6.3%,26,9.4%,24,8.8%,25,-3.1%,20,-1.2%
TB,6-8,21,-8.4%,15,-1.7%,20,-2.7%,12,4.0%,19,1.8%,18,1.0%,29,-4.0%,30,-4.6%
PHI,6-8,22,-10.8%,23,-14.9%,27,-12.9%,28,-13.9%,14,-0.4%,21,4.2%,11,1.8%,7,3.2%
ATL,7-7,23,-12.7%,25,-17.5%,22,-7.9%,27,-13.1%,20,3.3%,20,3.6%,19,-1.6%,19,-0.8%
JAX,5-9,24,-12.8%,22,-12.3%,19,-2.6%,20,-2.5%,24,8.6%,25,10.2%,20,-1.7%,15,0.5%
DAL,4-10,25,-15.0%,24,-15.7%,29,-16.6%,31,-19.8%,16,0.3%,16,-0.2%,10,1.9%,5,4.0%
NO,5-9,26,-18.2%,27,-19.7%,10,6.1%,10,5.8%,32,21.3%,32,22.5%,24,-3.0%,25,-2.9%
SD,4-10,27,-18.3%,26,-19.2%,15,0.9%,19,-1.3%,30,13.4%,29,13.1%,31,-5.8%,31,-4.8%
IND,6-8,28,-18.8%,28,-19.8%,30,-17.4%,32,-20.6%,18,1.2%,17,-0.1%,17,-0.2%,14,0.7%
MIA,5-9,29,-24.8%,30,-27.6%,24,-9.3%,24,-9.7%,28,12.5%,30,14.1%,23,-3.0%,28,-3.8%
TEN,3-11,30,-25.0%,31,-27.8%,28,-13.7%,26,-13.0%,23,7.0%,27,10.5%,30,-4.4%,29,-4.4%
CLE,3-11,31,-25.5%,29,-26.0%,26,-12.3%,25,-11.4%,31,13.4%,28,12.7%,15,0.2%,21,-2.0%
SF,4-10,32,-30.5%,32,-28.6%,32,-17.8%,29,-18.0%,25,9.0%,23,7.3%,28,-3.7%,27,-3.4%
