Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
ARI,10-2,1,33.0%,4,27.9%,4,18.6%,6,17.0%,3,-15.5%,6,-13.0%,18,-1.2%,19,-2.1%
CIN,10-2,2,31.7%,3,29.8%,1,23.3%,2,20.8%,9,-5.1%,10,-5.2%,4,3.3%,5,3.8%
SEA,7-5,3,31.5%,1,37.7%,5,18.3%,1,23.0%,6,-10.5%,5,-13.4%,5,2.7%,12,1.3%
KC,7-5,4,28.5%,2,36.1%,6,14.9%,4,17.5%,7,-10.0%,3,-14.7%,3,3.6%,4,3.9%
NE,10-2,5,25.5%,6,21.6%,2,20.0%,5,17.1%,12,-2.8%,12,-2.9%,6,2.7%,10,1.6%
CAR,12-0,6,22.0%,5,24.1%,11,5.7%,10,6.7%,2,-20.7%,2,-20.8%,27,-4.3%,25,-3.3%
PIT,7-5,7,18.2%,7,20.1%,3,18.7%,3,18.1%,14,-1.3%,11,-3.4%,19,-1.8%,16,-1.4%
DEN,10-2,8,17.2%,8,18.0%,25,-11.2%,25,-7.8%,1,-26.6%,1,-24.1%,9,1.8%,9,1.6%
GB,8-4,9,9.5%,13,1.4%,8,9.2%,11,4.8%,13,-1.3%,18,1.6%,17,-1.0%,18,-1.8%
NYJ,7-5,10,8.0%,9,5.4%,14,0.4%,14,-0.7%,5,-11.3%,8,-8.9%,24,-3.6%,23,-2.8%
BUF,6-6,11,3.9%,11,3.1%,7,12.0%,7,12.5%,27,9.0%,27,10.7%,12,1.0%,13,1.3%
OAK,5-7,12,1.4%,12,2.9%,9,8.7%,8,10.5%,22,5.3%,21,4.5%,20,-2.0%,24,-3.1%
DET,4-8,13,-1.7%,10,4.1%,24,-6.7%,20,-5.1%,10,-3.5%,9,-6.5%,10,1.5%,7,2.7%
HOU,6-6,14,-3.4%,14,1.0%,18,-3.7%,18,-3.4%,8,-6.3%,7,-9.3%,32,-6.1%,31,-4.9%
MIN,8-4,15,-4.3%,16,-1.0%,16,-2.8%,16,-1.5%,19,4.0%,19,2.6%,8,2.6%,6,3.2%
TB,6-6,16,-5.1%,15,0.5%,17,-3.3%,13,2.0%,15,-1.3%,13,-2.1%,23,-3.1%,26,-3.6%
BAL,4-8,17,-6.2%,20,-6.7%,23,-6.2%,23,-7.4%,23,5.7%,23,5.4%,2,5.7%,2,6.1%
NYG,5-7,18,-6.5%,19,-6.6%,20,-5.1%,22,-5.7%,25,8.0%,26,8.5%,1,6.6%,1,7.5%
STL,4-8,19,-6.8%,21,-10.4%,32,-23.3%,32,-25.2%,4,-15.5%,4,-13.4%,11,1.1%,11,1.4%
WAS,5-7,20,-7.1%,17,-4.5%,21,-5.5%,21,-5.5%,20,4.2%,20,3.0%,7,2.7%,3,4.0%
ATL,6-6,21,-8.7%,22,-11.2%,19,-4.5%,24,-7.8%,18,1.4%,17,1.3%,21,-2.8%,20,-2.2%
PHI,5-7,22,-9.2%,23,-11.9%,27,-12.6%,27,-13.0%,11,-3.1%,16,-0.4%,15,0.2%,14,0.7%
CHI,5-7,23,-9.8%,18,-5.9%,12,1.5%,12,3.1%,24,6.6%,22,4.6%,30,-4.8%,28,-4.3%
DAL,4-8,24,-12.8%,24,-12.1%,30,-14.4%,31,-15.4%,16,-0.7%,14,-1.4%,13,0.9%,8,2.0%
IND,6-6,25,-13.7%,25,-13.2%,28,-12.9%,30,-14.5%,17,0.6%,15,-1.2%,16,-0.2%,15,0.2%
NO,4-8,26,-16.1%,26,-16.2%,10,6.8%,9,6.8%,32,20.1%,32,20.6%,21,-2.8%,21,-2.3%
JAX,4-8,27,-16.3%,27,-17.1%,15,-2.1%,17,-3.0%,28,10.4%,29,11.4%,25,-3.8%,22,-2.7%
MIA,5-7,28,-18.4%,28,-17.9%,22,-6.1%,19,-5.0%,26,8.4%,25,8.0%,26,-3.9%,32,-4.9%
TEN,3-9,29,-20.5%,29,-22.6%,26,-11.3%,26,-11.3%,21,4.7%,24,7.1%,28,-4.5%,27,-4.2%
SD,3-9,30,-20.8%,30,-23.2%,13,0.4%,15,-1.5%,31,15.6%,31,16.9%,31,-5.6%,30,-4.8%
CLE,2-10,31,-26.6%,31,-28.7%,29,-13.3%,28,-13.8%,30,13.7%,30,13.2%,14,0.3%,17,-1.7%
SF,4-8,32,-32.4%,32,-29.9%,31,-14.6%,29,-14.5%,29,13.1%,28,10.8%,29,-4.7%,29,-4.6%
