Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
TB,6-2,1,-25.4%,1,-25.7%,1,-20.2%,3,-34.6%
PIT,7-0,2,-21.8%,2,-21.9%,6,-13.0%,2,-34.7%
IND,5-2,3,-19.6%,3,-20.5%,4,-13.8%,5,-28.6%
WAS,2-5,4,-17.0%,5,-15.8%,2,-18.2%,13,-15.7%
BAL,5-2,5,-16.5%,4,-15.8%,8,-4.0%,1,-38.1%
CHI,5-3,6,-14.8%,6,-15.5%,5,-13.1%,11,-17.3%
DEN,3-4,7,-6.9%,8,-6.9%,10,-1.3%,14,-15.4%
NO,5-2,8,-6.5%,10,-5.8%,13,8.4%,4,-28.9%
LAR,5-3,9,-6.4%,7,-8.0%,9,-1.4%,15,-13.5%
ARI,5-2,10,-5.4%,11,-5.5%,11,-0.3%,16,-13.2%
MIA,4-3,11,-4.7%,9,-6.8%,3,-14.1%,32,9.7%
SF,4-4,12,-3.7%,13,-3.3%,17,10.9%,7,-23.2%
KC,7-1,13,-3.5%,12,-4.1%,7,-11.4%,28,5.4%
PHI,3-4-1,14,-2.4%,14,-2.3%,14,9.4%,12,-16.5%
LAC,2-5,15,1.5%,15,2.4%,12,7.2%,18,-8.6%
MIN,2-5,16,2.9%,16,2.8%,18,11.3%,19,-7.8%
DET,3-4,17,4.4%,17,3.7%,16,10.6%,21,-3.3%
NYG,1-7,18,4.9%,19,4.8%,28,22.1%,9,-17.6%
CLE,5-3,19,5.2%,18,4.6%,21,13.9%,20,-7.2%
TEN,5-2,20,5.9%,21,6.2%,24,18.4%,17,-11.5%
SEA,6-1,21,5.9%,20,5.3%,30,23.8%,6,-23.2%
ATL,2-6,22,6.9%,22,6.3%,29,22.4%,8,-18.6%
BUF,6-2,23,7.3%,23,7.2%,22,14.0%,24,-0.2%
DAL,2-6,24,8.2%,25,9.0%,15,9.5%,29,6.7%
CAR,3-5,25,8.2%,24,7.8%,20,13.6%,26,1.6%
NYJ,0-8,26,8.5%,27,9.4%,31,28.5%,10,-17.3%
NE,2-5,27,9.3%,29,10.5%,19,11.9%,30,6.9%
HOU,1-6,28,9.7%,28,10.1%,23,16.0%,27,2.2%
GB,5-2,29,9.8%,26,9.2%,25,18.6%,22,-1.3%
CIN,2-5-1,30,11.1%,30,12.4%,26,19.1%,25,0.6%
LV,4-3,31,15.1%,31,14.9%,27,21.2%,31,7.1%
JAX,1-6,32,19.9%,32,20.7%,32,37.7%,23,-0.7%
