Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
IND,3-1,1,-25.7%,1,-25.7%,2,-22.4%,5,-30.8%
TB,3-1,2,-24.1%,2,-24.1%,4,-10.4%,2,-45.2%
PIT,3-0,3,-18.5%,3,-18.5%,8,0.3%,1,-56.4%
WAS,1-3,4,-13.9%,4,-13.9%,3,-18.1%,18,-9.0%
KC,4-0,5,-13.1%,5,-13.1%,1,-27.4%,27,3.1%
SF,2-2,6,-12.1%,6,-12.1%,6,-1.8%,8,-26.0%
CHI,3-1,7,-10.6%,7,-10.6%,5,-7.9%,16,-14.7%
NO,2-2,8,-7.7%,8,-7.7%,11,8.1%,4,-30.9%
BAL,3-1,9,-7.3%,9,-7.3%,14,10.4%,3,-39.5%
NYJ,0-4,10,-5.3%,10,-5.3%,22,15.5%,7,-29.1%
NYG,0-4,11,-2.3%,11,-2.3%,24,16.7%,11,-22.8%
DEN,1-3,12,-2.1%,12,-2.1%,15,11.3%,9,-25.8%
MIN,1-3,13,-0.7%,13,-0.7%,9,0.7%,24,-2.1%
PHI,1-2-1,14,-0.5%,14,-0.5%,16,11.6%,15,-17.2%
LAR,3-1,15,0.5%,15,0.5%,7,-1.4%,28,3.2%
CIN,1-2-1,16,0.8%,16,0.8%,10,7.2%,21,-6.9%
CLE,3-1,17,1.2%,17,1.2%,20,14.7%,10,-24.2%
TEN,3-0,18,2.0%,18,2.0%,13,9.0%,22,-6.9%
ARI,2-2,19,2.2%,19,2.2%,23,16.6%,14,-17.3%
LAC,1-3,20,2.4%,20,2.4%,18,14.5%,13,-19.4%
SEA,4-0,21,3.8%,21,3.8%,29,18.9%,6,-29.2%
BUF,4-0,22,5.7%,22,5.7%,17,13.9%,20,-7.5%
NE,2-2,23,6.8%,23,6.8%,27,18.4%,19,-8.8%
DAL,1-3,24,7.9%,24,7.9%,25,16.8%,23,-2.7%
ATL,0-4,25,7.9%,25,7.9%,31,25.4%,12,-20.1%
GB,4-0,26,8.8%,26,8.8%,21,15.0%,26,0.1%
HOU,0-4,27,9.0%,27,9.0%,19,14.7%,29,4.0%
CAR,2-2,28,9.8%,28,9.8%,26,17.3%,25,-0.2%
DET,1-3,29,10.8%,29,10.8%,12,8.2%,32,13.5%
LV,2-2,30,15.9%,30,15.9%,30,19.4%,30,11.9%
MIA,1-3,31,16.0%,31,16.0%,28,18.7%,31,12.4%
JAX,1-3,32,16.3%,32,16.3%,32,43.6%,17,-11.2%
