Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
PIT,11-1,1,-24.8%,1,-27.0%,1,-21.2%,3,-30.0%
NO,10-2,2,-20.8%,2,-25.0%,2,-12.0%,2,-34.7%
TB,7-5,3,-16.0%,5,-13.7%,8,-4.3%,1,-37.1%
WAS,5-7,4,-14.0%,4,-14.3%,3,-11.3%,10,-17.8%
LAR,8-4,5,-13.2%,3,-17.2%,4,-9.3%,9,-19.0%
IND,8-4,6,-12.5%,6,-12.1%,5,-9.3%,11,-16.8%
BAL,7-5,7,-9.8%,8,-6.7%,10,-0.8%,4,-23.6%
CHI,5-7,8,-8.9%,7,-8.2%,11,1.4%,5,-22.3%
MIN,6-6,9,-5.0%,10,-6.3%,9,-3.2%,17,-7.6%
DEN,4-8,10,-4.5%,14,-3.8%,7,-4.5%,22,-4.6%
MIA,8-4,11,-3.8%,9,-6.5%,6,-5.1%,24,-2.1%
ARI,6-6,12,-3.2%,13,-4.0%,12,2.5%,14,-11.6%
SF,5-7,13,-3.1%,11,-4.1%,16,9.4%,8,-20.3%
ATL,4-8,14,-0.8%,12,-4.1%,19,11.9%,6,-22.2%
PHI,3-8-1,15,0.2%,15,-1.3%,24,15.0%,12,-16.4%
BUF,9-3,16,1.8%,16,-0.8%,14,8.6%,18,-6.6%
NYG,5-7,17,2.3%,17,0.9%,17,9.6%,16,-8.9%
KC,11-1,18,4.3%,20,4.9%,13,5.6%,30,2.7%
CLE,9-3,19,5.5%,18,3.9%,22,13.9%,19,-6.6%
GB,9-3,20,5.9%,19,4.1%,18,11.2%,25,-1.4%
NYJ,0-12,21,7.0%,24,7.2%,32,28.1%,7,-21.1%
SEA,8-4,22,7.3%,21,6.3%,27,19.9%,13,-14.2%
NE,6-6,23,7.9%,25,8.7%,21,13.6%,27,0.8%
LV,7-5,24,7.9%,22,6.4%,15,9.4%,31,6.0%
CAR,4-8,25,7.9%,23,7.0%,26,18.0%,20,-6.5%
LAC,3-9,26,8.1%,28,10.9%,20,12.7%,29,1.8%
HOU,4-8,27,9.0%,26,9.2%,25,16.3%,26,0.5%
TEN,8-4,28,10.3%,27,10.8%,30,25.4%,15,-10.6%
CIN,2-9-1,29,11.0%,30,11.7%,28,23.5%,21,-5.5%
DAL,3-9,30,11.1%,31,11.9%,23,13.9%,32,7.9%
JAX,1-11,31,12.7%,29,10.9%,31,25.6%,23,-3.4%
DET,5-7,32,13.5%,32,14.8%,29,23.8%,28,0.9%
