Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
WAS,1-1,1,-36.2%,1,-36.2%,1,-52.1%,21,-6.9%
PIT,2-0,2,-35.3%,2,-35.3%,2,-22.5%,1,-62.3%
BAL,2-0,3,-31.1%,3,-31.1%,3,-22.2%,2,-49.9%
TB,1-1,4,-19.0%,4,-19.0%,6,-9.3%,7,-31.7%
IND,1-1,5,-18.2%,5,-18.2%,4,-15.0%,12,-22.5%
CHI,2-0,6,-14.9%,6,-14.9%,5,-14.2%,14,-16.0%
NYG,0-2,7,-12.1%,7,-12.1%,12,6.8%,6,-31.8%
ARI,2-0,8,-9.5%,8,-9.5%,7,-8.9%,19,-10.4%
SF,1-1,9,-9.4%,9,-9.4%,14,9.2%,8,-31.0%
NO,1-1,10,-6.8%,10,-6.8%,15,9.9%,9,-29.8%
NYJ,0-2,11,-5.9%,11,-5.9%,22,22.1%,3,-44.8%
BUF,2-0,12,-5.0%,12,-5.0%,9,-0.9%,17,-13.1%
LAC,1-1,13,-3.6%,13,-3.6%,11,1.5%,15,-14.0%
LAR,2-0,14,-1.4%,14,-1.4%,8,-6.5%,27,5.7%
DAL,1-1,15,-0.8%,15,-0.8%,18,15.0%,13,-16.8%
TEN,2-0,16,-0.8%,16,-0.8%,10,1.1%,22,-3.6%
DEN,0-2,17,0.6%,17,0.6%,20,18.5%,11,-26.2%
PHI,0-2,18,6.4%,18,6.4%,27,29.5%,16,-13.4%
NE,1-1,19,6.9%,19,6.9%,21,21.3%,20,-9.9%
MIN,0-2,20,7.0%,20,7.0%,19,15.7%,23,-1.0%
CLE,1-1,21,7.5%,21,7.5%,30,37.4%,4,-40.9%
CIN,0-2,22,7.6%,22,7.6%,16,13.2%,25,3.5%
KC,2-0,23,9.7%,23,9.7%,17,14.9%,26,4.1%
SEA,2-0,24,9.9%,24,9.9%,29,34.4%,5,-38.7%
HOU,0-2,25,11.4%,25,11.4%,23,22.4%,24,1.6%
GB,2-0,26,12.0%,26,12.0%,13,8.9%,30,16.2%
JAX,1-1,27,12.7%,27,12.7%,31,45.3%,10,-27.5%
ATL,0-2,28,15.5%,28,15.5%,28,33.9%,18,-12.5%
CAR,0-2,29,18.2%,29,18.2%,25,25.3%,29,10.6%
LV,2-0,30,18.9%,30,18.9%,26,26.4%,28,9.5%
DET,0-2,31,22.6%,31,22.6%,24,24.5%,32,20.2%
MIA,0-2,32,34.6%,32,34.6%,32,53.8%,31,18.6%
