Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
IND,3-2,1,-24.4%,1,-24.4%,1,-19.4%,4,-31.7%
TB,3-2,2,-21.0%,2,-21.0%,4,-10.3%,3,-39.8%
BAL,4-1,3,-19.0%,3,-19.0%,7,-4.5%,2,-42.4%
WAS,1-4,4,-11.0%,4,-11.0%,5,-9.7%,16,-12.4%
CHI,4-1,5,-9.8%,5,-9.8%,6,-8.7%,17,-11.7%
NO,3-2,6,-9.2%,6,-9.2%,13,5.6%,5,-30.5%
PIT,4-0,7,-9.2%,7,-9.2%,17,8.5%,1,-45.2%
LAR,4-1,8,-7.3%,8,-7.3%,3,-11.3%,24,-1.1%
KC,4-1,9,-4.0%,9,-4.0%,2,-13.5%,28,6.2%
DEN,1-3,10,-2.8%,10,-2.8%,18,10.1%,7,-25.6%
SF,2-3,11,-2.3%,11,-2.3%,23,17.2%,6,-26.8%
TEN,4-0,12,-1.7%,12,-1.7%,11,2.6%,19,-7.6%
LAC,1-4,13,-1.2%,13,-1.2%,15,6.8%,14,-15.4%
CIN,1-3-1,14,-0.9%,14,-0.9%,9,1.2%,21,-3.5%
MIN,1-4,15,-0.6%,15,-0.6%,8,-1.9%,27,0.9%
NYG,0-5,16,0.0%,16,0.0%,21,15.0%,12,-16.0%
CLE,4-1,17,0.8%,17,0.8%,19,10.6%,11,-17.1%
HOU,1-4,18,1.5%,18,1.5%,12,3.1%,26,-0.3%
SEA,5-0,19,3.4%,19,3.4%,28,18.1%,8,-22.1%
ARI,3-2,20,3.6%,20,3.6%,26,17.7%,13,-15.5%
NE,2-2,21,4.6%,21,4.6%,22,15.1%,18,-10.1%
PHI,1-3-1,22,5.1%,22,5.1%,29,20.6%,15,-15.2%
CAR,3-2,23,6.4%,23,6.4%,14,6.4%,29,6.3%
DAL,2-3,24,6.4%,24,6.4%,20,13.4%,23,-1.8%
NYJ,0-5,25,6.7%,25,6.7%,31,28.4%,9,-17.5%
MIA,2-3,26,7.9%,26,7.9%,10,1.7%,32,16.4%
BUF,4-1,27,8.9%,27,8.9%,24,17.5%,22,-3.2%
ATL,0-5,28,8.9%,28,8.9%,30,24.9%,10,-17.2%
GB,4-0,29,10.2%,29,10.2%,25,17.7%,25,-0.8%
DET,1-3,30,10.8%,30,10.8%,16,7.6%,31,14.1%
LV,3-2,31,15.8%,31,15.8%,27,18.0%,30,12.9%
JAX,1-4,32,19.5%,32,19.5%,32,43.4%,20,-7.6%
