Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
PIT,11-2,1,-24.4%,1,-26.2%,1,-21.6%,3,-28.4%
NO,10-3,2,-17.5%,3,-20.8%,4,-7.7%,1,-32.3%
LAR,9-4,3,-16.3%,2,-21.8%,3,-12.4%,6,-21.8%
WAS,6-7,4,-16.3%,4,-16.4%,2,-14.9%,10,-18.1%
TB,8-5,5,-15.2%,5,-12.0%,7,-5.6%,2,-31.9%
IND,9-4,6,-11.3%,6,-10.3%,6,-6.8%,12,-17.4%
CHI,6-7,7,-9.9%,7,-9.1%,10,0.0%,5,-23.2%
BAL,8-5,8,-7.3%,12,-4.1%,11,0.1%,9,-18.8%
ARI,7-6,9,-6.1%,9,-7.6%,9,-2.4%,15,-11.4%
SF,5-8,10,-5.8%,10,-7.0%,13,4.3%,7,-19.6%
MIA,8-5,11,-4.7%,8,-8.2%,5,-7.5%,23,-1.1%
MIN,6-7,12,-2.6%,14,-3.0%,12,0.6%,20,-6.9%
DEN,5-8,13,-2.1%,17,-0.9%,8,-3.1%,25,-0.6%
ATL,4-9,14,-1.8%,11,-5.3%,20,11.8%,4,-24.3%
PHI,4-8-1,15,-0.4%,15,-2.6%,22,13.7%,13,-16.9%
BUF,10-3,16,-0.3%,13,-3.5%,15,5.5%,17,-7.7%
NYG,5-8,17,1.2%,16,-1.5%,18,11.3%,14,-14.3%
KC,12-1,18,4.0%,19,4.6%,14,4.6%,30,3.2%
SEA,9-4,19,5.4%,18,3.3%,25,19.2%,11,-17.5%
GB,10-3,20,5.9%,21,4.7%,19,11.5%,22,-2.0%
NE,6-7,21,6.1%,20,4.7%,16,9.6%,28,1.9%
LAC,4-9,22,7.3%,26,9.7%,17,9.9%,31,3.8%
CLE,9-4,23,7.7%,22,6.4%,24,16.7%,21,-4.8%
NYJ,0-13,24,8.0%,24,8.7%,32,28.9%,8,-19.3%
DAL,4-9,25,8.4%,23,8.0%,23,15.2%,27,1.0%
TEN,9-4,26,10.0%,28,10.5%,28,24.5%,16,-11.4%
CAR,4-9,27,10.4%,27,10.1%,27,22.9%,19,-7.4%
LV,7-6,28,10.5%,25,9.0%,21,12.4%,32,8.0%
CIN,2-10-1,29,10.6%,29,11.0%,29,24.6%,18,-7.5%
HOU,4-9,30,12.1%,31,12.7%,26,20.4%,29,1.9%
DET,5-8,31,14.1%,32,15.9%,30,25.8%,26,-0.4%
JAX,1-12,32,14.2%,30,12.0%,31,26.9%,24,-0.8%
