Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
TB,7-3,1,-22.0%,1,-22.1%,1,-15.4%,2,-32.9%
PIT,9-0,2,-20.4%,2,-21.8%,2,-15.0%,6,-28.1%
CHI,5-5,3,-19.8%,3,-21.2%,3,-12.8%,5,-29.2%
IND,6-3,4,-18.8%,4,-18.7%,4,-10.1%,4,-29.9%
NO,7-2,5,-17.3%,5,-18.5%,6,-5.1%,1,-37.3%
BAL,6-3,6,-12.8%,6,-11.6%,10,-1.4%,3,-30.0%
WAS,2-7,7,-10.4%,8,-9.2%,5,-8.8%,14,-12.2%
LAR,6-3,8,-7.4%,7,-9.9%,9,-3.3%,12,-13.4%
ARI,6-3,9,-5.1%,9,-6.0%,13,0.5%,11,-14.2%
MIN,4-5,10,-4.6%,10,-4.9%,11,-0.7%,15,-10.0%
DEN,3-6,11,-3.4%,12,-3.2%,12,0.5%,17,-8.7%
SF,4-6,12,-3.4%,13,-3.2%,17,9.3%,8,-20.3%
MIA,6-3,13,-1.6%,11,-4.8%,8,-4.5%,29,2.3%
KC,8-1,14,-0.6%,14,-1.1%,7,-5.1%,30,4.6%
PHI,3-5-1,15,1.3%,15,0.4%,21,13.8%,13,-13.0%
GB,7-2,16,3.2%,16,2.6%,16,9.0%,22,-4.3%
BUF,7-3,17,3.6%,17,2.8%,14,7.3%,23,-0.9%
CLE,6-3,18,3.6%,18,3.2%,20,12.2%,18,-8.5%
LAC,2-7,19,4.9%,22,7.3%,15,8.4%,24,-0.4%
DAL,2-7,20,6.4%,23,7.4%,18,11.0%,28,0.9%
LV,6-3,21,6.6%,19,5.3%,19,11.1%,26,0.4%
ATL,3-6,22,7.0%,20,5.6%,28,22.8%,7,-21.4%
SEA,6-3,23,7.2%,21,6.3%,26,22.1%,9,-17.9%
TEN,6-3,24,8.9%,24,8.8%,25,20.6%,19,-8.0%
DET,4-5,25,9.6%,25,8.9%,23,16.6%,27,0.7%
NYG,3-7,26,9.7%,27,10.0%,27,22.6%,16,-9.0%
CAR,3-7,27,9.8%,26,10.0%,24,17.2%,25,-0.2%
HOU,2-7,28,10.0%,28,10.8%,22,14.1%,32,5.5%
NYJ,0-9,29,10.5%,29,11.9%,32,33.4%,10,-16.0%
CIN,2-6-1,30,11.4%,30,13.2%,29,23.0%,21,-5.0%
JAX,1-8,31,13.2%,31,13.2%,31,30.2%,20,-7.9%
NE,4-5,32,16.6%,32,18.7%,30,27.5%,31,5.2%
