Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
TB,6-3,1,-21.6%,2,-21.4%,2,-15.0%,3,-32.3%
PIT,8-0,2,-21.5%,1,-21.8%,3,-14.0%,4,-32.1%
IND,5-3,3,-20.1%,3,-20.8%,5,-10.8%,2,-32.7%
CHI,5-4,4,-17.1%,4,-18.5%,4,-13.6%,7,-22.1%
BAL,6-2,5,-17.0%,5,-16.0%,7,-6.5%,1,-34.9%
WAS,2-6,6,-14.6%,7,-13.3%,1,-17.0%,17,-12.0%
NO,6-2,7,-13.4%,6,-13.9%,9,-2.3%,5,-32.0%
LAR,5-3,8,-6.1%,8,-8.3%,10,-0.2%,14,-14.4%
DEN,3-5,9,-3.8%,10,-3.5%,12,3.7%,13,-15.1%
ARI,5-3,10,-3.0%,11,-3.4%,11,3.6%,16,-13.2%
PHI,3-4-1,11,-2.6%,12,-3.2%,16,9.8%,10,-17.2%
SF,4-5,12,-1.8%,15,-1.1%,19,14.0%,6,-23.0%
KC,8-1,13,-1.7%,13,-2.2%,6,-6.6%,30,4.2%
MIA,5-3,14,-1.6%,9,-4.9%,8,-5.0%,29,3.3%
MIN,3-5,15,-0.9%,14,-1.2%,13,4.4%,19,-7.8%
LAC,2-6,16,2.9%,18,4.0%,14,5.1%,23,-0.7%
BUF,7-2,17,4.3%,19,4.1%,15,9.6%,22,-2.1%
TEN,6-2,18,4.3%,17,4.0%,24,16.1%,15,-13.4%
CLE,5-3,19,5.0%,16,3.9%,20,14.1%,18,-8.0%
ATL,3-6,20,5.8%,20,4.5%,27,21.4%,8,-22.0%
GB,6-2,21,5.9%,21,5.3%,22,14.5%,20,-5.0%
NYG,2-7,22,6.1%,24,6.7%,28,21.8%,11,-16.4%
DAL,2-7,23,6.4%,25,6.9%,17,11.0%,27,0.9%
SEA,6-2,24,6.8%,22,5.9%,29,23.4%,9,-21.9%
DET,3-5,25,7.5%,23,6.2%,18,13.4%,25,0.6%
CAR,3-6,26,8.1%,26,7.6%,21,14.3%,24,-0.5%
HOU,2-6,27,9.0%,27,9.3%,23,15.1%,28,1.7%
NYJ,0-9,28,9.7%,28,11.5%,31,32.3%,12,-16.4%
CIN,2-5-1,29,11.1%,29,12.1%,25,19.1%,25,0.6%
LV,5-3,30,14.3%,30,14.2%,26,20.7%,32,5.8%
NE,3-5,31,15.2%,31,17.3%,30,24.9%,31,5.5%
JAX,1-7,32,18.4%,32,19.2%,32,36.5%,21,-3.7%
