Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
PIT,11-3,1,-23.5%,1,-24.6%,1,-21.7%,3,-25.8%
NO,10-4,2,-17.6%,2,-21.5%,3,-10.8%,2,-27.9%
WAS,6-8,3,-16.2%,4,-15.6%,2,-15.8%,13,-16.7%
LAR,9-5,4,-14.7%,3,-20.0%,4,-10.0%,7,-21.4%
TB,9-5,5,-12.6%,7,-8.9%,7,-2.0%,1,-31.9%
IND,10-4,6,-11.8%,5,-10.7%,6,-7.7%,11,-17.7%
CHI,7-7,7,-8.7%,9,-7.4%,10,1.1%,5,-21.7%
BAL,9-5,8,-7.0%,12,-3.7%,11,2.3%,6,-21.5%
ARI,8-6,9,-6.2%,8,-8.0%,8,0.1%,14,-15.7%
SF,5-9,10,-5.7%,10,-6.0%,14,4.3%,9,-19.4%
MIA,9-5,11,-5.2%,6,-9.0%,5,-7.9%,24,-1.7%
ATL,4-10,12,-1.1%,11,-5.0%,19,11.5%,4,-22.7%
MIN,6-8,13,-0.9%,15,-0.7%,12,2.6%,20,-5.3%
BUF,11-3,14,-0.2%,13,-3.4%,15,5.2%,18,-7.1%
PHI,4-9-1,15,0.1%,14,-1.2%,23,15.8%,10,-18.6%
DEN,5-9,16,0.7%,19,2.9%,9,0.8%,27,0.7%
KC,13-1,17,2.9%,20,3.8%,13,3.2%,30,2.6%
GB,11-3,18,4.0%,17,1.4%,18,10.2%,21,-4.6%
NYG,5-9,19,4.1%,16,1.4%,22,15.7%,15,-13.3%
SEA,10-4,20,4.2%,18,2.0%,24,16.6%,12,-16.9%
LAC,5-9,21,5.7%,26,6.6%,17,9.8%,26,0.4%
NYJ,1-13,22,5.9%,25,6.4%,29,25.0%,8,-19.6%
NE,6-8,23,6.4%,21,5.1%,16,6.9%,32,5.7%
DAL,5-9,24,6.6%,23,5.9%,20,13.4%,25,-0.9%
CIN,3-10-1,25,6.6%,22,5.5%,27,17.8%,17,-7.9%
CLE,10-4,26,7.5%,24,6.1%,25,17.2%,19,-6.1%
CAR,4-10,27,8.5%,27,6.8%,26,17.4%,22,-4.1%
TEN,10-4,28,9.7%,29,9.8%,30,25.1%,16,-12.9%
LV,7-7,29,10.5%,28,9.4%,21,15.5%,31,4.0%
HOU,4-10,30,12.2%,31,13.0%,28,20.9%,29,1.7%
JAX,1-13,31,14.3%,30,12.7%,32,29.2%,23,-2.6%
DET,5-9,32,16.0%,32,19.2%,31,28.6%,28,1.1%
