Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
TB,4-2,1,-29.2%,1,-29.5%,1,-25.3%,3,-36.2%
PIT,5-0,2,-19.4%,2,-19.4%,8,-3.2%,1,-50.2%
IND,4-2,3,-18.6%,3,-19.2%,3,-14.9%,6,-23.7%
BAL,5-1,4,-17.0%,4,-16.6%,7,-4.4%,2,-38.0%
CHI,5-1,5,-16.0%,5,-16.4%,2,-15.8%,11,-16.4%
DEN,2-3,6,-11.1%,6,-11.2%,9,-1.9%,5,-26.3%
WAS,1-5,7,-8.5%,8,-7.7%,6,-6.4%,17,-10.8%
NO,3-2,8,-8.3%,7,-8.0%,15,7.1%,4,-30.4%
ARI,4-2,9,-6.2%,9,-6.3%,10,1.8%,10,-18.1%
KC,5-1,10,-2.4%,10,-2.6%,4,-10.3%,27,6.5%
SF,3-3,11,-2.0%,11,-1.8%,22,13.3%,7,-22.5%
LAC,1-4,12,-1.0%,12,-0.8%,14,6.8%,13,-14.9%
LAR,4-2,13,-0.4%,13,-0.6%,11,2.5%,21,-4.5%
NE,2-3,14,-0.2%,15,0.3%,17,7.7%,18,-9.8%
MIA,3-3,15,0.5%,14,0.0%,5,-9.6%,32,15.4%
MIN,1-5,16,1.0%,16,0.7%,18,8.9%,19,-8.8%
NYG,1-5,17,2.2%,17,2.1%,23,16.3%,15,-14.4%
CIN,1-4-1,18,3.8%,18,4.1%,16,7.4%,23,-1.0%
PHI,1-4-1,19,4.3%,21,4.8%,27,20.4%,12,-14.9%
CLE,4-2,20,4.6%,19,4.2%,19,11.4%,20,-5.8%
CAR,3-3,21,5.0%,20,4.7%,13,5.8%,26,4.0%
TEN,5-0,22,5.1%,22,5.3%,24,16.8%,16,-11.5%
DET,2-3,23,5.6%,23,5.5%,12,3.3%,30,8.4%
NYJ,0-6,24,5.8%,24,6.0%,31,24.0%,14,-14.6%
ATL,1-5,25,7.1%,25,6.8%,30,23.6%,8,-20.4%
SEA,5-0,26,7.6%,26,7.6%,29,22.4%,9,-18.1%
HOU,1-5,27,9.4%,27,9.4%,20,11.6%,28,6.9%
DAL,2-4,28,10.2%,28,10.5%,21,12.3%,29,7.9%
BUF,4-2,29,11.5%,30,11.7%,28,21.2%,24,-0.7%
GB,4-1,30,12.1%,29,11.7%,25,18.8%,25,3.3%
LV,3-2,31,17.8%,31,17.9%,26,19.7%,31,15.3%
JAX,1-5,32,18.3%,32,18.6%,32,37.5%,22,-2.2%
