Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
DET,3-1,1,-23.8%,1,-23.8%,3,-17.5%,5,-32.0%
CIN,3-0,2,-19.8%,2,-19.8%,1,-29.9%,28,1.9%
ARI,3-0,3,-15.9%,3,-15.9%,7,-2.2%,1,-40.0%
SF,2-2,4,-11.6%,4,-11.6%,5,-4.9%,12,-25.4%
DEN,2-1,5,-11.2%,5,-11.2%,8,-1.7%,7,-31.3%
NYG,2-2,6,-9.9%,6,-9.9%,6,-2.7%,13,-20.3%
HOU,3-1,7,-9.5%,7,-9.5%,2,-18.1%,30,2.9%
MIA,2-2,8,-9.2%,8,-9.2%,10,4.1%,11,-27.2%
SEA,2-1,9,-8.8%,9,-8.8%,11,4.8%,4,-32.5%
BUF,2-2,10,-7.5%,10,-7.5%,15,6.8%,3,-33.5%
PHI,3-1,11,-7.1%,11,-7.1%,16,11.3%,9,-28.8%
BAL,3-1,12,-4.9%,12,-4.9%,20,15.2%,8,-30.1%
CHI,2-2,13,-4.7%,13,-4.7%,13,6.4%,14,-20.0%
NE,2-2,14,-3.6%,14,-3.6%,4,-7.7%,26,0.9%
SD,3-1,15,-2.8%,15,-2.8%,12,5.8%,15,-16.7%
GB,2-2,16,-2.3%,16,-2.3%,9,-0.8%,22,-3.7%
WAS,1-3,17,-0.4%,17,-0.4%,26,25.7%,2,-37.2%
NYJ,1-3,18,1.7%,18,1.7%,22,18.3%,6,-31.6%
DAL,3-1,19,3.7%,19,3.7%,14,6.6%,25,-1.6%
KC,2-2,20,4.9%,20,4.9%,17,12.4%,19,-7.3%
MIN,2-2,21,7.2%,21,7.2%,21,17.3%,21,-4.7%
OAK,0-4,22,7.8%,22,7.8%,30,37.1%,16,-16.4%
TEN,1-3,23,8.2%,23,8.2%,18,13.0%,31,3.0%
TB,1-3,24,8.3%,24,8.3%,31,42.4%,10,-27.8%
ATL,2-2,25,9.4%,25,9.4%,23,20.5%,24,-2.0%
IND,2-2,26,10.8%,26,10.8%,19,13.2%,32,7.1%
PIT,2-2,27,12.0%,27,12.0%,24,23.1%,23,-2.6%
STL,1-2,28,12.2%,28,12.2%,32,43.3%,17,-12.3%
CAR,2-2,29,14.8%,29,14.8%,25,23.8%,27,1.9%
JAX,0-4,30,15.2%,30,15.2%,28,31.8%,18,-7.9%
CLE,1-2,31,15.7%,31,15.7%,27,29.3%,29,2.0%
NO,1-3,32,16.1%,32,16.1%,29,32.2%,20,-7.0%
