Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
WAS,1-1,1,-35.3%,1,-35.3%,2,-28.5%,4,-44.4%
DET,1-1,2,-27.6%,2,-27.6%,8,-16.5%,3,-44.4%
CAR,2-0,3,-26.3%,3,-26.3%,3,-23.0%,6,-34.8%
ARI,2-0,4,-22.4%,4,-22.4%,11,-4.3%,2,-49.2%
NE,1-1,5,-19.9%,5,-19.9%,1,-36.6%,21,0.9%
PHI,2-0,6,-18.1%,6,-18.1%,16,2.5%,5,-42.1%
MIN,1-1,7,-14.3%,7,-14.3%,5,-19.0%,14,-9.7%
CIN,2-0,8,-12.6%,8,-12.6%,4,-20.0%,27,7.6%
BAL,1-1,9,-10.3%,9,-10.3%,9,-10.7%,15,-9.6%
MIA,1-1,10,-10.0%,10,-10.0%,13,0.3%,10,-24.9%
TEN,1-1,11,-8.3%,11,-8.3%,6,-17.9%,26,4.9%
CHI,1-1,12,-8.2%,12,-8.2%,10,-8.9%,18,-7.5%
DEN,2-0,13,-6.2%,13,-6.2%,15,1.5%,8,-26.7%
HOU,2-0,14,-3.6%,14,-3.6%,7,-17.3%,32,22.7%
SF,1-1,15,-2.2%,15,-2.2%,12,0.2%,19,-6.9%
BUF,2-0,16,-0.2%,16,-0.2%,17,3.3%,17,-8.3%
NYJ,1-1,17,2.7%,17,2.7%,21,25.2%,1,-53.5%
JAX,0-2,18,3.9%,18,3.9%,18,4.9%,24,2.7%
TB,0-2,19,4.1%,19,4.1%,30,38.1%,7,-29.3%
NYG,0-2,20,5.2%,20,5.2%,25,32.6%,9,-26.3%
DAL,1-1,21,5.5%,21,5.5%,14,0.6%,29,13.0%
OAK,0-2,22,6.6%,22,6.6%,23,29.5%,16,-8.9%
SEA,1-1,23,6.8%,23,6.8%,20,24.6%,11,-20.2%
GB,1-1,24,9.6%,24,9.6%,19,5.8%,30,13.4%
SD,1-1,25,12.4%,25,12.4%,22,26.8%,12,-16.7%
PIT,1-1,26,14.5%,26,14.5%,24,31.0%,22,1.1%
STL,1-1,27,14.7%,27,14.7%,29,37.9%,20,-2.2%
ATL,1-1,28,21.5%,28,21.5%,26,34.9%,28,9.3%
IND,0-2,29,21.9%,29,21.9%,28,37.3%,23,1.7%
CLE,1-1,30,27.8%,30,27.8%,27,35.5%,31,18.5%
NO,0-2,31,27.8%,31,27.8%,31,45.0%,25,2.9%
KC,0-2,32,35.3%,32,35.3%,32,70.0%,13,-12.2%
