Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
DET,1-0,1,-46.6%,1,-46.6%,3,-51.0%,7,-40.2%
CAR,1-0,2,-42.9%,2,-42.9%,2,-52.4%,12,-20.6%
TEN,1-0,3,-40.0%,3,-40.0%,4,-36.5%,3,-53.5%
MIN,1-0,4,-39.3%,4,-39.3%,1,-57.3%,15,-12.1%
ARI,1-0,5,-28.8%,5,-28.8%,12,-4.5%,2,-62.1%
JAX,0-1,6,-26.8%,6,-26.8%,5,-34.7%,13,-15.9%
NYJ,1-0,7,-26.4%,7,-26.4%,13,-1.4%,1,-74.2%
MIA,1-0,8,-15.2%,8,-15.2%,7,-23.8%,21,3.6%
SF,1-0,9,-14.6%,9,-14.6%,6,-30.0%,26,11.5%
PHI,1-0,10,-11.9%,10,-11.9%,17,15.2%,4,-48.9%
SEA,1-0,11,-9.9%,11,-9.9%,10,-11.5%,18,-7.5%
HOU,1-0,12,-5.4%,12,-5.4%,8,-20.9%,30,20.4%
CIN,1-0,13,-5.3%,13,-5.3%,11,-10.1%,25,8.9%
DEN,1-0,14,-5.0%,14,-5.0%,14,-0.8%,10,-30.1%
OAK,0-1,15,-4.9%,15,-4.9%,15,4.8%,14,-14.6%
WAS,0-1,16,-4.8%,16,-4.8%,25,39.4%,8,-38.4%
SD,0-1,17,2.5%,17,2.5%,21,23.4%,6,-40.8%
BAL,0-1,18,5.0%,18,5.0%,23,27.8%,11,-29.7%
TB,0-1,19,5.4%,19,5.4%,26,45.7%,9,-33.9%
NE,0-1,20,6.2%,20,6.2%,9,-14.2%,31,24.2%
BUF,1-0,21,11.7%,21,11.7%,20,16.5%,19,0.0%
CHI,0-1,22,12.4%,22,12.4%,16,8.5%,27,15.1%
ATL,1-0,23,17.1%,23,17.1%,19,16.2%,28,18.5%
PIT,1-0,24,18.0%,24,18.0%,18,15.8%,29,20.0%
NYG,0-1,25,22.6%,25,22.6%,32,83.9%,5,-46.6%
IND,0-1,26,24.2%,26,24.2%,24,37.9%,24,7.7%
KC,0-1,27,24.3%,27,24.3%,28,49.8%,16,-10.0%
STL,0-1,28,26.8%,28,26.8%,27,49.7%,23,6.0%
DAL,0-1,29,32.7%,29,32.7%,30,68.7%,20,0.1%
CLE,0-1,30,33.3%,30,33.3%,31,70.9%,17,-8.7%
GB,0-1,31,34.7%,31,34.7%,22,24.1%,32,44.3%
NO,0-1,32,44.8%,32,44.8%,29,65.6%,22,5.2%
