Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
DET,8-4,1,-21.0%,1,-19.3%,2,-12.1%,1,-37.2%
SF,7-5,2,-16.3%,3,-18.2%,1,-12.3%,6,-22.5%
BUF,7-5,3,-16.3%,2,-18.5%,3,-11.6%,4,-23.9%
DEN,9-3,4,-14.8%,5,-15.2%,6,-4.0%,2,-36.9%
ARI,9-3,5,-14.2%,4,-15.2%,5,-5.8%,3,-27.9%
SEA,8-4,6,-9.7%,8,-9.2%,8,-0.1%,5,-22.7%
MIA,7-5,7,-8.7%,9,-7.8%,4,-7.4%,16,-10.4%
PHI,9-3,8,-8.6%,6,-12.0%,9,0.1%,8,-20.8%
STL,5-7,9,-5.6%,7,-9.8%,13,4.0%,10,-19.8%
HOU,6-6,10,-2.7%,10,-4.0%,10,1.4%,18,-8.4%
BAL,7-5,11,-1.7%,13,-1.5%,20,11.5%,7,-22.3%
CLE,7-5,12,-0.2%,11,-2.9%,7,-0.2%,29,-0.2%
JAX,2-10,13,0.1%,12,-2.1%,15,4.9%,21,-5.8%
NE,9-3,14,1.0%,16,0.3%,18,9.2%,15,-10.9%
GB,9-3,15,1.1%,17,0.9%,16,6.1%,22,-5.4%
IND,8-4,16,1.2%,15,0.1%,12,3.1%,28,-1.7%
CIN,8-3-1,17,1.6%,20,3.0%,11,2.0%,30,1.1%
KC,7-5,18,2.1%,18,1.8%,17,7.5%,23,-5.1%
TB,2-10,19,2.2%,14,-1.0%,21,15.2%,12,-12.7%
NYJ,2-10,20,2.9%,19,2.5%,23,19.5%,9,-20.4%
MIN,5-7,21,3.3%,21,3.9%,14,4.1%,31,2.3%
DAL,8-4,22,3.8%,22,4.1%,19,9.6%,25,-3.7%
OAK,1-11,23,6.3%,24,5.6%,27,23.1%,14,-11.2%
CAR,3-8-1,24,7.8%,25,6.4%,24,19.5%,19,-8.1%
WAS,3-9,25,8.1%,26,10.0%,31,27.2%,11,-19.2%
CHI,5-7,26,8.2%,27,10.4%,26,21.6%,13,-11.6%
NO,5-7,27,8.3%,23,4.8%,22,17.5%,24,-4.5%
NYG,3-9,28,9.9%,29,11.7%,25,20.8%,26,-3.3%
SD,8-4,29,11.5%,28,11.4%,30,26.4%,17,-8.5%
ATL,5-7,30,13.2%,30,12.1%,29,25.0%,27,-2.4%
TEN,2-10,31,13.6%,32,14.3%,28,23.8%,32,2.4%
PIT,7-5,32,13.8%,31,12.2%,32,28.2%,20,-6.1%
