Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
DET,10-4,1,-18.7%,4,-15.7%,2,-9.9%,1,-35.9%
BUF,8-6,2,-16.8%,1,-20.2%,1,-17.5%,11,-15.7%
ARI,11-3,3,-14.5%,2,-16.4%,4,-6.8%,3,-27.9%
DEN,11-3,4,-13.0%,5,-13.2%,6,-3.7%,2,-32.3%
SEA,10-4,5,-12.0%,7,-12.7%,8,-1.9%,4,-24.9%
SF,7-7,6,-11.4%,6,-13.2%,5,-5.1%,9,-20.3%
STL,6-8,7,-9.4%,3,-16.3%,10,-0.1%,5,-23.3%
PHI,9-5,8,-5.0%,9,-7.9%,17,8.1%,7,-22.0%
MIA,7-7,9,-4.1%,14,-1.0%,7,-3.0%,21,-5.5%
NE,11-3,10,-3.9%,8,-8.0%,13,2.6%,13,-13.8%
HOU,7-7,11,-3.4%,11,-5.7%,12,0.4%,17,-8.9%
CLE,7-7,12,-3.0%,10,-6.2%,3,-8.6%,32,3.8%
BAL,9-5,13,-2.3%,13,-2.4%,20,10.1%,6,-22.1%
IND,10-4,14,-2.2%,12,-5.0%,9,-0.6%,23,-4.4%
CIN,9-4-1,15,0.7%,19,1.6%,11,0.3%,30,1.2%
GB,10-4,16,1.6%,17,1.0%,15,7.0%,22,-5.4%
JAX,2-12,17,1.8%,16,0.0%,18,8.5%,20,-5.8%
CAR,5-8-1,18,2.9%,15,-0.8%,21,10.7%,18,-8.3%
KC,8-6,19,3.0%,20,2.1%,14,6.3%,26,-1.6%
MIN,6-8,20,3.6%,23,4.7%,16,7.8%,27,-1.4%
NYG,5-9,21,4.0%,22,3.1%,19,10.0%,24,-3.9%
TB,2-12,22,4.3%,18,1.2%,24,19.7%,14,-13.7%
SD,8-6,23,5.6%,21,2.4%,25,20.6%,12,-14.1%
NYJ,3-11,24,5.9%,27,6.8%,28,25.1%,8,-20.5%
DAL,10-4,25,6.2%,26,6.1%,22,12.6%,25,-2.4%
OAK,2-12,26,7.1%,24,5.7%,27,23.9%,15,-11.2%
NO,6-8,27,8.1%,25,6.0%,23,14.1%,29,0.2%
WAS,3-11,28,10.0%,29,13.0%,32,31.4%,10,-19.7%
CHI,5-9,29,12.0%,31,14.7%,29,27.3%,16,-9.6%
TEN,2-12,30,12.6%,30,13.5%,26,22.1%,31,1.9%
PIT,9-5,31,14.4%,28,13.0%,31,29.0%,19,-6.6%
ATL,5-9,32,15.3%,32,15.5%,30,27.9%,28,-1.4%
