Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
DET,5-2,1,-28.1%,1,-28.0%,1,-20.7%,1,-40.2%
DEN,5-1,2,-17.3%,2,-17.4%,3,-7.3%,2,-39.6%
ARI,5-1,3,-12.0%,3,-11.4%,5,-2.3%,5,-30.0%
MIA,3-3,4,-11.1%,4,-11.1%,4,-3.9%,11,-21.4%
BUF,4-3,5,-9.9%,5,-10.2%,13,2.9%,4,-31.3%
BAL,5-2,6,-8.5%,6,-8.3%,11,0.5%,9,-23.1%
SEA,3-3,7,-7.2%,7,-7.3%,21,14.1%,3,-36.9%
IND,5-2,8,-6.4%,8,-7.2%,2,-11.6%,29,1.9%
SF,4-3,9,-5.5%,9,-5.4%,10,0.0%,13,-15.2%
PHI,5-1,10,-5.1%,10,-4.7%,16,9.6%,8,-24.7%
GB,5-2,11,-4.4%,11,-4.6%,8,-0.4%,20,-9.0%
HOU,3-4,12,-3.6%,12,-3.7%,9,-0.3%,21,-8.4%
CHI,3-4,13,-2.6%,13,-2.6%,15,3.9%,15,-11.9%
DAL,6-1,14,-1.7%,14,-1.8%,7,-1.8%,28,-1.4%
JAX,1-6,15,-1.0%,15,-1.2%,19,12.0%,12,-19.0%
KC,3-3,16,0.1%,16,-0.7%,12,1.6%,27,-2.0%
WAS,2-5,17,1.3%,17,2.0%,24,22.8%,6,-27.6%
NYG,3-4,18,2.3%,18,2.1%,20,12.7%,17,-11.4%
CIN,3-2-1,19,2.7%,19,3.5%,6,-2.0%,32,9.6%
NE,5-2,20,3.2%,20,3.8%,17,10.1%,23,-4.8%
MIN,2-5,21,3.4%,21,3.9%,14,3.1%,31,3.7%
NYJ,1-6,22,5.1%,23,5.2%,26,25.6%,7,-26.3%
SD,5-2,23,5.1%,22,5.0%,23,15.3%,19,-10.0%
TEN,2-5,24,6.8%,25,7.6%,22,15.2%,24,-2.9%
CLE,3-3,25,7.0%,24,6.4%,18,10.7%,30,3.1%
PIT,4-3,26,9.4%,27,9.5%,25,23.0%,22,-7.1%
STL,2-4,27,9.5%,26,9.1%,32,39.4%,10,-21.4%
OAK,0-6,28,10.5%,28,10.5%,30,36.0%,16,-11.8%
NO,2-4,29,13.2%,29,12.7%,28,29.5%,18,-10.5%
TB,1-5,30,13.8%,30,14.2%,31,37.6%,14,-12.9%
ATL,2-5,31,14.4%,31,14.4%,29,30.6%,25,-2.8%
CAR,3-3-1,32,15.9%,32,16.7%,27,29.2%,26,-2.6%
