Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
DET,11-5,1,-16.7%,6,-11.9%,4,-6.6%,1,-35.1%
SEA,12-4,2,-16.0%,1,-20.1%,3,-7.6%,3,-27.6%
BUF,9-7,3,-15.7%,2,-19.6%,1,-16.8%,12,-14.1%
DEN,12-4,4,-12.3%,5,-12.7%,7,-4.0%,2,-28.3%
SF,8-8,5,-9.6%,7,-9.8%,6,-5.6%,10,-15.3%
HOU,9-7,6,-9.3%,3,-16.3%,2,-8.4%,16,-10.8%
ARI,11-5,7,-8.8%,11,-6.8%,9,0.7%,4,-24.3%
STL,6-10,8,-6.9%,4,-14.4%,11,3.8%,5,-21.9%
BAL,10-6,9,-4.3%,12,-5.4%,17,6.9%,6,-21.4%
PHI,10-6,10,-3.1%,13,-4.7%,19,9.6%,7,-19.4%
IND,11-5,11,-2.5%,9,-7.4%,10,2.6%,18,-9.3%
NE,12-4,12,-2.1%,14,-4.2%,15,5.4%,13,-12.6%
CLE,7-9,13,-2.0%,10,-6.8%,5,-5.6%,31,2.3%
CIN,10-5-1,14,-1.2%,16,-3.0%,8,-1.5%,27,-0.7%
CAR,7-8-1,15,-0.9%,8,-7.8%,14,5.4%,17,-10.1%
GB,12-4,16,-0.1%,20,-0.7%,13,4.9%,22,-6.5%
MIA,8-8,17,1.4%,27,7.7%,18,8.1%,21,-6.7%
DAL,12-4,18,1.5%,17,-1.1%,16,6.8%,23,-6.2%
TB,2-14,19,2.0%,15,-3.3%,24,15.9%,11,-14.8%
KC,9-7,20,2.3%,19,-0.8%,12,4.6%,29,-0.7%
JAX,3-13,21,2.8%,18,-1.0%,20,10.3%,24,-6.0%
NYJ,4-12,22,4.5%,22,4.5%,25,18.9%,9,-15.7%
MIN,7-9,23,5.5%,25,6.5%,21,11.0%,25,-1.3%
SD,9-7,24,6.2%,21,2.4%,26,20.6%,14,-12.1%
NYG,6-10,25,6.7%,23,6.0%,22,12.5%,26,-1.3%
OAK,3-13,26,8.0%,26,7.0%,30,24.8%,15,-11.4%
NO,7-9,27,8.7%,24,6.2%,23,14.7%,30,0.8%
WAS,4-12,28,10.9%,32,15.9%,32,30.2%,8,-15.9%
CHI,5-11,29,11.4%,31,15.8%,29,24.4%,20,-6.8%
PIT,11-5,30,12.5%,28,10.2%,31,26.8%,19,-9.2%
ATL,6-10,31,13.1%,29,11.2%,28,23.5%,28,-0.7%
TEN,2-14,32,13.2%,30,14.0%,27,22.5%,32,2.4%
