Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
DEN,7-1,1,38.3%,1,37.2%,1,68.0%,7,3.1%
GB,5-2,2,29.8%,2,29.3%,3,47.8%,3,11.3%
SD,4-3,3,27.3%,3,27.5%,2,66.3%,14,-6.9%
IND,5-2,4,17.5%,7,16.7%,10,26.8%,5,4.7%
NO,6-1,5,17.4%,4,18.5%,4,47.7%,27,-21.7%
SF,6-2,6,17.3%,5,17.6%,5,45.3%,4,4.8%
CHI,4-3,7,17.2%,6,17.1%,7,29.4%,9,1.7%
DET,5-3,8,13.2%,8,13.3%,6,30.1%,18,-8.3%
CAR,4-3,9,12.6%,9,11.9%,13,24.7%,6,4.7%
DAL,4-4,10,8.4%,10,9.3%,12,25.0%,12,-6.4%
ATL,2-5,11,8.3%,11,8.1%,11,25.7%,23,-14.9%
CIN,6-2,12,7.7%,12,7.9%,8,28.6%,16,-7.8%
PHI,3-5,13,6.6%,13,5.9%,15,10.8%,1,13.1%
SEA,7-1,14,5.4%,14,4.3%,9,28.1%,13,-6.8%
WAS,2-5,15,-0.6%,15,-0.4%,21,-3.7%,2,11.6%
KC,8-0,16,-1.1%,16,-1.3%,17,9.7%,8,2.5%
TEN,3-4,17,-3.3%,18,-2.8%,14,19.1%,29,-24.4%
PIT,2-5,18,-3.5%,17,-2.4%,16,10.7%,24,-20.3%
NE,6-2,19,-6.2%,19,-6.0%,22,-4.6%,10,-1.4%
MIA,3-4,20,-6.9%,20,-7.5%,24,-6.3%,11,-2.4%
BUF,3-5,21,-9.6%,23,-10.4%,27,-8.1%,17,-8.0%
MIN,1-6,22,-10.6%,22,-10.2%,26,-7.8%,19,-8.9%
CLE,3-5,23,-11.6%,21,-9.9%,20,-3.1%,21,-11.2%
ARI,4-4,24,-13.5%,24,-13.8%,28,-10.0%,15,-7.3%
STL,3-5,25,-13.6%,25,-14.5%,23,-4.7%,25,-21.0%
BAL,3-4,26,-15.6%,26,-15.9%,18,7.4%,32,-34.4%
NYG,2-6,27,-16.6%,27,-16.4%,19,-1.9%,31,-33.4%
HOU,2-5,28,-17.4%,28,-18.1%,31,-15.3%,20,-10.9%
OAK,3-4,29,-17.7%,30,-19.6%,29,-10.5%,22,-13.2%
TB,0-7,30,-18.8%,29,-18.2%,25,-7.7%,26,-21.5%
NYJ,4-4,31,-22.9%,31,-22.7%,30,-13.8%,28,-22.3%
JAX,0-8,32,-41.4%,32,-39.6%,32,-41.0%,30,-30.6%
