Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
DEN,13-3,1,34.2%,1,29.7%,1,59.6%,5,6.4%
SD,9-7,2,23.6%,4,24.2%,2,51.5%,7,3.6%
PHI,10-6,3,22.6%,3,24.8%,5,33.5%,1,18.3%
NE,12-4,4,16.5%,2,24.8%,8,28.6%,3,6.6%
NO,11-5,5,16.3%,5,17.4%,3,37.3%,20,-8.4%
CHI,8-8,6,13.4%,6,13.1%,7,31.4%,13,-4.4%
SEA,13-3,7,10.1%,9,8.9%,6,33.1%,11,-0.3%
SF,12-4,8,9.1%,7,10.7%,4,36.5%,14,-4.7%
CAR,12-4,9,8.7%,11,5.5%,10,19.0%,9,2.4%
GB,8-7-1,10,8.5%,16,-0.3%,13,14.5%,2,7.5%
DAL,8-8,11,7.2%,13,4.8%,11,16.0%,4,6.5%
IND,11-5,12,4.4%,18,-0.7%,15,13.7%,18,-6.9%
PIT,8-8,13,4.4%,8,9.4%,9,23.5%,29,-16.0%
ATL,4-12,14,3.2%,17,-0.6%,12,16.0%,22,-9.9%
KC,11-5,15,3.2%,10,6.8%,17,11.3%,6,5.5%
TEN,7-9,16,1.6%,12,4.9%,16,12.6%,16,-5.8%
CIN,11-5,17,0.9%,14,3.5%,14,14.3%,17,-6.6%
DET,7-9,18,-2.1%,21,-6.9%,19,10.3%,26,-13.6%
MIA,8-8,19,-2.3%,20,-2.0%,20,4.7%,19,-7.2%
ARI,10-6,20,-2.5%,15,0.9%,18,10.6%,21,-9.1%
MIN,5-10-1,21,-4.4%,19,-1.5%,23,-5.4%,8,3.2%
STL,7-9,22,-9.8%,22,-8.6%,21,-0.2%,28,-15.5%
TB,4-12,23,-10.0%,23,-8.8%,22,-0.3%,24,-12.4%
WAS,3-13,24,-10.1%,27,-14.9%,27,-11.0%,10,1.4%
BUF,6-10,25,-11.8%,26,-14.7%,28,-12.3%,15,-5.8%
CLE,4-12,26,-14.6%,25,-13.5%,25,-6.2%,25,-12.9%
NYJ,8-8,27,-15.5%,24,-10.2%,26,-9.9%,27,-13.8%
OAK,4-12,28,-17.1%,28,-17.9%,29,-15.8%,12,-4.2%
HOU,2-14,29,-19.3%,32,-24.2%,31,-18.4%,23,-11.7%
NYG,7-9,30,-22.0%,31,-24.0%,30,-17.4%,30,-21.8%
BAL,8-8,31,-22.0%,30,-23.8%,24,-6.0%,32,-32.8%
JAX,4-12,32,-30.3%,29,-21.2%,32,-23.9%,31,-28.9%
