Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
DEN,11-3,1,31.0%,1,27.1%,1,56.5%,5,4.1%
SD,7-7,2,23.9%,2,25.1%,2,54.9%,9,-0.3%
PHI,8-6,3,18.9%,3,22.5%,7,31.5%,1,13.3%
CHI,8-6,4,16.0%,5,16.8%,5,34.4%,12,-3.2%
NE,10-4,5,14.8%,4,22.3%,8,27.7%,7,2.3%
NO,10-4,6,14.6%,6,14.4%,4,35.4%,21,-11.1%
SEA,12-2,7,12.0%,7,13.5%,3,38.2%,10,-1.5%
CAR,10-4,8,11.3%,9,9.9%,10,24.3%,6,2.5%
GB,7-6-1,9,9.5%,15,2.9%,11,18.3%,4,4.5%
DAL,7-7,10,8.2%,11,8.1%,13,15.3%,2,10.1%
SF,10-4,11,5.7%,14,3.9%,6,33.3%,18,-7.9%
PIT,6-8,12,5.2%,8,9.9%,9,26.6%,29,-19.6%
KC,11-3,13,4.6%,10,8.9%,16,13.9%,3,6.5%
IND,9-5,14,4.1%,17,0.0%,14,14.2%,20,-9.2%
ATL,4-10,15,1.8%,19,-1.2%,15,14.0%,22,-11.5%
MIA,8-6,16,1.3%,12,4.2%,20,8.8%,15,-5.4%
TEN,5-9,17,1.3%,13,3.9%,17,13.6%,17,-7.9%
DET,7-7,18,0.1%,21,-2.8%,12,15.9%,26,-15.9%
CIN,9-5,19,-0.4%,18,-0.4%,18,11.5%,16,-7.5%
ARI,9-5,20,-1.6%,16,1.4%,19,11.5%,19,-8.0%
MIN,4-9-1,21,-4.1%,20,-1.5%,23,0.2%,13,-4.5%
WAS,3-11,22,-7.2%,24,-8.9%,26,-7.2%,8,2.1%
STL,6-8,23,-7.6%,23,-4.6%,22,0.4%,24,-11.8%
TB,4-10,24,-9.2%,22,-4.5%,21,1.1%,23,-11.6%
BUF,5-9,25,-13.0%,26,-14.3%,27,-15.4%,14,-4.6%
CLE,4-10,26,-13.4%,25,-12.0%,24,-1.7%,27,-17.1%
OAK,4-10,27,-16.8%,27,-16.3%,29,-16.7%,11,-3.1%
HOU,2-12,28,-19.0%,29,-21.6%,30,-16.8%,25,-12.4%
NYG,5-9,29,-20.7%,28,-20.6%,28,-16.5%,30,-19.8%
BAL,8-6,30,-21.5%,31,-22.3%,25,-2.7%,32,-34.8%
NYJ,6-8,31,-23.1%,30,-22.2%,31,-20.0%,28,-18.0%
JAX,4-10,32,-32.6%,32,-25.8%,32,-28.0%,31,-27.2%
