Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
DEN,4-0,1,54.1%,1,54.1%,1,95.2%,5,9.5%
SD,2-2,2,36.4%,2,36.4%,2,74.3%,12,-5.0%
GB,1-2,3,30.8%,3,30.8%,4,38.8%,2,19.7%
PHI,1-3,4,19.0%,4,19.0%,15,19.9%,1,33.8%
IND,3-1,5,18.9%,5,18.9%,10,24.8%,3,10.9%
ATL,1-3,6,17.7%,6,17.7%,7,32.3%,10,-2.5%
NO,4-0,7,15.4%,7,15.4%,3,41.2%,28,-27.6%
CAR,1-2,8,15.0%,8,15.0%,14,20.9%,4,10.1%
DAL,2-2,9,7.1%,9,7.1%,9,26.3%,18,-12.4%
SEA,4-0,10,6.4%,10,6.4%,5,38.2%,16,-11.3%
KC,4-0,11,5.9%,11,5.9%,11,22.5%,8,0.1%
DET,3-1,12,4.9%,12,4.9%,12,21.9%,23,-17.7%
MIA,3-1,13,4.1%,13,4.1%,18,7.6%,9,-0.1%
TEN,3-1,14,3.6%,14,3.6%,6,33.1%,24,-18.5%
NE,4-0,15,2.6%,15,2.6%,13,21.0%,15,-9.8%
WAS,1-3,16,1.1%,16,1.1%,19,7.2%,7,1.1%
SF,2-2,17,0.9%,17,0.9%,8,29.3%,19,-14.0%
MIN,1-3,18,0.9%,18,0.9%,20,7.2%,13,-6.1%
CHI,3-1,19,-0.7%,19,-0.7%,21,5.1%,11,-4.0%
CIN,2-2,20,-1.8%,20,-1.8%,23,0.2%,6,1.9%
PIT,0-4,21,-4.1%,21,-4.1%,16,12.5%,29,-38.5%
BUF,2-2,22,-4.6%,22,-4.6%,17,11.5%,20,-16.6%
HOU,2-2,23,-5.9%,23,-5.9%,22,2.0%,14,-7.4%
OAK,1-3,24,-10.5%,24,-10.5%,24,-2.3%,17,-11.3%
ARI,2-2,25,-17.6%,25,-17.6%,27,-8.7%,25,-19.9%
CLE,2-2,26,-18.9%,26,-18.9%,29,-12.0%,21,-17.4%
BAL,2-2,27,-19.0%,27,-19.0%,25,-7.5%,27,-26.9%
STL,1-3,28,-21.9%,28,-21.9%,28,-10.7%,30,-42.9%
NYJ,2-2,29,-24.9%,29,-24.9%,31,-14.7%,22,-17.7%
TB,0-4,30,-25.0%,30,-25.0%,30,-14.0%,26,-22.7%
NYG,0-4,31,-25.6%,31,-25.6%,26,-7.8%,32,-56.2%
JAX,0-4,32,-68.1%,32,-68.1%,32,-68.9%,31,-53.0%
