Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
DEN,8-1,1,36.2%,1,33.0%,1,63.0%,5,3.7%
NO,7-2,2,22.0%,2,24.5%,3,48.4%,20,-8.9%
SD,4-5,3,21.7%,3,20.7%,2,52.5%,12,-4.4%
GB,5-4,4,20.5%,4,17.9%,5,31.8%,2,11.2%
PHI,5-5,5,16.1%,5,16.0%,8,28.7%,1,12.5%
CHI,5-4,6,14.3%,6,15.5%,9,26.6%,10,-2.2%
DET,6-3,7,13.3%,7,13.7%,6,29.6%,17,-7.6%
SEA,9-1,8,11.0%,9,10.2%,7,28.9%,4,4.4%
SF,6-3,9,9.1%,8,11.3%,4,32.7%,9,1.8%
CAR,6-3,10,7.8%,11,7.1%,12,17.8%,8,2.5%
DAL,5-5,11,7.7%,10,7.3%,10,23.3%,14,-6.0%
ATL,2-7,12,6.7%,12,4.6%,11,22.9%,25,-16.4%
IND,6-3,13,6.4%,14,3.4%,13,12.5%,11,-2.6%
NE,7-2,14,2.4%,13,4.3%,16,7.5%,6,2.8%
WAS,3-6,15,0.3%,16,0.1%,24,-0.7%,3,10.9%
PIT,3-6,16,-0.3%,15,1.0%,14,10.9%,23,-11.5%
KC,9-0,17,-2.9%,20,-3.8%,18,6.3%,7,2.7%
CIN,6-4,18,-3.0%,17,-2.7%,17,7.5%,19,-8.1%
MIN,2-7,19,-4.2%,18,-3.0%,22,1.0%,18,-7.8%
MIA,4-5,20,-4.5%,21,-5.0%,25,-1.0%,15,-6.1%
TEN,4-5,21,-5.0%,19,-3.7%,15,10.8%,26,-18.1%
TB,1-8,22,-7.1%,22,-5.0%,19,6.2%,24,-12.2%
HOU,2-7,23,-9.5%,24,-8.9%,26,-1.2%,22,-11.4%
BUF,3-7,24,-9.8%,26,-12.0%,29,-10.4%,13,-5.1%
CLE,4-5,25,-9.9%,23,-7.2%,20,3.5%,27,-18.6%
STL,4-6,26,-10.6%,25,-10.6%,21,1.0%,29,-20.9%
ARI,5-4,27,-11.5%,27,-12.0%,27,-3.5%,21,-10.5%
NYG,3-6,28,-14.7%,28,-13.6%,28,-4.6%,30,-23.3%
BAL,4-5,29,-20.8%,30,-22.2%,23,-0.2%,32,-37.5%
NYJ,5-4,30,-22.4%,29,-21.9%,30,-15.1%,28,-19.8%
OAK,3-6,31,-23.8%,31,-26.2%,31,-27.0%,16,-6.9%
JAX,1-8,32,-45.2%,32,-42.5%,32,-44.3%,31,-36.7%
