Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
GB,1-1,1,64.2%,1,64.2%,2,87.0%,2,27.7%
DEN,2-0,2,46.9%,2,46.9%,1,90.3%,13,-11.0%
PHI,1-1,3,40.3%,3,40.3%,4,53.6%,1,41.5%
IND,1-1,4,25.6%,4,25.6%,6,32.1%,3,13.5%
SD,1-1,5,24.1%,5,24.1%,3,65.3%,21,-26.3%
WAS,0-2,6,16.1%,6,16.1%,10,30.6%,11,-5.8%
CHI,2-0,7,14.4%,7,14.4%,11,30.1%,12,-7.5%
ATL,1-1,8,12.8%,8,12.8%,13,28.8%,17,-17.5%
MIA,2-0,9,12.5%,9,12.5%,7,31.4%,15,-11.8%
BUF,1-1,10,9.7%,10,9.7%,8,31.4%,9,-4.7%
CIN,1-1,11,9.7%,11,9.7%,15,20.6%,6,7.2%
KC,2-0,12,9.3%,12,9.3%,12,29.4%,5,7.6%
SEA,2-0,13,6.1%,13,6.1%,5,40.9%,14,-11.3%
DET,1-1,14,4.9%,14,4.9%,17,16.5%,10,-5.3%
STL,1-1,15,4.2%,15,4.2%,14,24.3%,27,-33.9%
HOU,2-0,16,3.7%,16,3.7%,18,13.2%,8,3.1%
CAR,0-2,17,2.4%,17,2.4%,25,0.0%,7,5.0%
OAK,1-1,18,-0.6%,18,-0.6%,26,-1.0%,4,12.6%
NO,2-0,19,-3.6%,19,-3.6%,16,17.4%,26,-32.2%
BAL,1-1,20,-8.2%,20,-8.2%,20,6.7%,22,-27.6%
SF,1-1,21,-10.0%,21,-10.0%,9,31.0%,29,-38.6%
ARI,1-1,22,-10.4%,22,-10.4%,21,4.3%,19,-21.6%
MIN,0-2,23,-14.3%,23,-14.3%,24,1.0%,25,-32.0%
DAL,1-1,24,-14.9%,24,-14.9%,22,4.2%,28,-34.3%
NYG,0-2,25,-15.2%,25,-15.2%,19,10.4%,31,-72.4%
TEN,1-1,26,-17.4%,26,-17.4%,28,-7.3%,16,-16.5%
NE,2-0,27,-18.1%,27,-18.1%,27,-4.2%,24,-30.8%
PIT,0-2,28,-21.9%,28,-21.9%,23,3.3%,32,-83.2%
TB,0-2,29,-34.1%,29,-34.1%,29,-20.7%,20,-23.5%
CLE,0-2,30,-37.4%,30,-37.4%,30,-33.5%,18,-21.0%
NYJ,1-1,31,-39.4%,31,-39.4%,31,-33.8%,23,-29.7%
JAX,0-2,32,-68.1%,32,-68.1%,32,-59.3%,30,-53.4%
