Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
DEN,12-3,1,33.1%,1,28.1%,1,58.1%,5,6.5%
SD,8-7,2,23.8%,3,24.8%,2,53.3%,9,2.4%
PHI,9-6,3,23.7%,2,27.4%,3,35.4%,1,19.0%
NE,11-4,4,16.7%,4,24.5%,8,30.1%,6,4.7%
NO,10-5,5,13.7%,5,14.0%,5,33.2%,21,-9.0%
CHI,8-7,6,12.6%,6,11.4%,7,30.8%,16,-6.5%
CAR,11-4,7,10.7%,11,8.0%,10,21.9%,7,4.1%
SEA,12-3,8,10.0%,8,10.0%,6,33.1%,10,-1.0%
GB,7-7-1,9,9.9%,15,2.1%,14,15.6%,2,9.9%
SF,11-4,10,8.8%,10,8.2%,4,34.5%,13,-2.8%
DAL,8-7,11,8.6%,12,7.5%,12,17.1%,4,9.0%
IND,10-5,12,5.8%,18,0.7%,15,15.0%,14,-5.9%
PIT,7-8,13,5.0%,7,10.1%,9,26.3%,29,-18.1%
KC,11-4,14,4.4%,9,8.5%,18,11.5%,3,9.5%
ATL,4-11,15,4.0%,16,1.6%,11,17.4%,22,-10.4%
TEN,6-9,16,2.1%,13,4.9%,16,14.2%,17,-6.6%
CIN,10-5,17,1.6%,14,3.5%,13,16.6%,20,-8.9%
DET,7-8,18,-0.2%,21,-3.3%,17,13.2%,26,-12.5%
MIA,8-7,19,-0.8%,17,0.9%,20,6.9%,18,-7.0%
ARI,10-5,20,-3.0%,19,-0.1%,19,9.2%,19,-7.9%
MIN,4-10-1,21,-4.8%,20,-2.5%,23,-3.5%,11,-1.1%
WAS,3-12,22,-6.6%,24,-9.0%,26,-6.4%,8,4.0%
STL,7-8,23,-7.8%,22,-5.5%,21,0.6%,27,-12.6%
TB,4-11,24,-9.5%,23,-7.1%,22,-0.1%,23,-11.7%
BUF,6-9,25,-12.5%,27,-15.3%,28,-13.7%,15,-6.0%
CLE,4-11,26,-13.5%,25,-12.2%,24,-4.9%,25,-12.1%
OAK,4-11,27,-17.1%,28,-17.7%,30,-16.5%,12,-2.8%
NYJ,7-8,28,-18.2%,26,-13.8%,27,-13.5%,28,-15.2%
HOU,2-13,29,-19.8%,32,-24.4%,31,-19.0%,24,-12.0%
NYG,6-9,30,-20.0%,29,-20.9%,29,-14.2%,30,-21.3%
BAL,8-7,31,-21.9%,31,-23.5%,25,-5.5%,32,-33.1%
JAX,4-11,32,-29.9%,30,-20.9%,32,-24.0%,31,-27.0%
